time,mass
4143.145,69.98518066666672
4143.1475,69.98607733333334
4143.15,69.98562900000003
4143.1525,69.989216
4143.155,69.98338733333334
4143.1575,69.98069733333332
4143.16,69.98293900000002
4143.1625,69.98024900000003
4143.165,69.98204233333338
4143.1675,69.97531700000009
4143.17,69.98024900000006
4143.1725,69.97755900000008
4143.175,69.97666233333342
4143.1775,69.97621400000007
4143.18,69.97531733333341
4143.1825,69.9748690000001
4143.185,69.96948866666678
4143.1875,69.9672470000001
4143.19,69.96814366666676
4143.1925,69.96814366666673
4143.195,69.97128200000006
4143.1975,69.96545333333343
4143.2,69.9690403333334
4143.2025,69.96769533333335
4143.205,69.96814366666665
4143.2075,69.96724699999996
4143.21,69.96904033333327
4143.2125,69.96904033333327
4143.215,69.96276333333329
4143.2175,69.96455666666661
4143.22,69.96814333333332
4143.2225,69.96859166666667
4143.225,69.96679833333334
4143.2275,69.96321133333338
4143.23,69.96769500000003
4143.2325,69.97083333333339
4143.235,69.9699366666667
4143.2375,69.97083333333333
4143.24,69.970385
4143.2425,69.97666199999998
4143.245,69.96993666666664
4143.2475,69.97441999999998
4143.25,69.97441999999998
4143.2525,69.97352333333329
4143.255,69.97576499999995
4143.2575,69.97486833333326
4143.26,69.97666166666659
4143.2625,69.9793516666666
4143.265,69.97979999999994
4143.2675,69.9802483333333
4143.27,69.97531666666667
4143.2725,69.98069700000002
4143.275,69.97711000000005
4143.2775,69.97800666666674
4143.28,69.97666166666677
4143.2825,69.97800666666674
4143.285,69.97711000000011
4143.2875,69.97083300000013
4143.29,69.97531666666679
4143.2925,69.97621333333342
4143.295,69.97442000000004
4143.2975,69.97442000000004
4143.3,69.97442000000004
4143.3025,69.98024866666668
4143.305,69.97666166666664
4143.3075,69.97441999999998
4143.31,69.97486833333332
4143.3125,69.97217833333337
4143.315,69.97083333333333
4143.3175,69.964108
4143.32,69.96590133333332
4143.3225,69.96455633333329
4143.325,69.96500466666663
4143.3275,69.96365966666666
4143.33,69.96007299999995
4143.3325,69.96007299999995
4143.335,69.9596246666666
4143.3375,69.95693466666658
4143.34,69.95379633333323
4143.3425,69.95379633333323
4143.345,69.95648633333319
4143.3475,69.94796766666647
4143.35,69.94527766666646
4143.3525,69.94527766666646
4143.355,69.94707099999978
4143.3575,69.9466226666665
4143.36,69.95245133333313
4143.3625,69.95245133333313
4143.365,69.9497609999998
4143.3675,69.94886433333316
4143.37,69.95065766666654
4143.3725,69.94931266666657
4143.375,69.95245099999987
4143.3775,69.94348399999987
4143.38,69.94572566666653
4143.3825,69.94572566666653
4143.385,69.9452773333332
4143.3875,69.94796733333314
4143.39,69.94662233333317
4143.3925,69.95469266666647
4143.395,69.95603766666652
4143.3975,69.95603766666652
4143.4,69.95738266666649
4143.4025,69.9600726666665
4143.405,69.96186599999983
4143.4075,69.95245066666648
4143.41,69.95334733333317
4143.4125,69.95469233333316
4143.415,69.95783066666651
4143.4175,69.95783066666651
4143.42,69.95693399999982
4143.4225,69.96276266666646
4143.425,69.96276266666652
4143.4275,69.96231433333324
4143.43,69.96052099999997
4143.4325,69.96052099999991
4143.435,69.95379566666658
4143.4375,69.95379566666652
4143.44,69.95469233333321
4143.4425,69.95783066666657
4143.445,69.95648566666654
4143.4475,69.95603733333324
4143.45,69.95424399999999
4143.4525,69.96096933333332
4143.455,69.9587276666667
4143.4575,69.96096933333332
4143.46,69.9587276666667
4143.4625,69.95648600000004
4143.465,69.9569343333334
4143.4675,69.94931233333337
4143.47,69.94976066666665
4143.4725,69.9497606666667
4143.475,69.94841566666668
4143.4775,69.9466223333333
4143.48,69.94662233333335
4143.4825,69.95558933333335
4143.485,69.95469266666672
4143.4875,69.95424433333338
4143.49,69.95200266666664
4143.4925,69.95110599999995
4143.495,69.9542443333333
4143.4975,69.94976066666665
4143.5,69.9524506666666
4143.5025,69.9511056666665
4143.505,69.95379566666647
4143.5075,69.95424399999986
4143.51,69.95917599999993
4143.5125,69.95872766666665
4143.515,69.95738266666667
4143.5175,69.95379600000003
4143.52,69.95379600000003
4143.5225,69.9546926666666
4143.525,69.95514099999988
4143.5275,69.95020899999993
4143.53,69.95155399999992
4143.5325,69.94976066666665
4143.535,69.95020899999993
4143.5375,69.95020899999993
4143.54,69.95110566666662
4143.5425,69.95738266666667
4143.545,69.955141
4143.5475,69.9555893333333
4143.55,69.9555893333333
4143.5525,69.95648599999998
4143.555,69.95603766666657
4143.5575,69.95020899999993
4143.56,69.94796733333327
4143.5625,69.94796733333327
4143.565,69.94796733333327
4143.5675,69.94796733333327
4143.57,69.94438066666662
4143.5725,69.95065766666667
4143.575,69.94886433333328
4143.5775,69.94886433333328
4143.58,69.94662266666661
4143.5825,69.94482933333323
4143.585,69.94303599999985
4143.5875,69.94348433333313
4143.59,69.94438099999982
4143.5925,69.94393266666641
4143.595,69.9452776666664
4143.5975,69.9457259999998
4143.6,69.94393266666641
4143.6025,69.94976133333306
4143.605,69.9470713333331
4143.6075,69.94841633333309
4143.61,69.94886466666637
4143.6125,69.95020966666634
4143.615,69.9528996666663
4143.6175,69.94572599999968
4143.62,69.94617433333309
4143.6225,69.9466226666665
4143.625,69.94841599999988
4143.6275,69.94796766666659
4143.63,69.94886433333328
4143.6325,69.95514133333333
4143.635,69.95693466666658
4143.6375,69.957383
4143.64,69.957383
4143.6425,69.95648633333343
4143.645,69.95962466666678
4143.6475,69.95245100000017
4143.65,69.95334766666686
4143.6525,69.95379600000027
4143.655,69.95424433333355
4143.6575,69.95469266666696
4143.66,69.95110566666699
4143.6625,69.95693433333375
4143.665,69.95738266666703
4143.6675,69.96007266666712
4143.67,69.95827933333385
4143.6725,69.95917600000054
4143.675,69.9614176666672
4143.6775,69.95648566666726
4143.68,69.95827900000053
4143.6825,69.95603733333385
4143.685,69.95514066666729
4143.6875,69.954692333334
4143.69,69.95827933333398
4143.6925,69.96679800000057
4143.695,69.96679800000057
4143.6975,69.9641080000005
4143.7,69.96186633333382
4143.7025,69.96007300000043
4143.705,69.96186633333382
4143.7075,69.95289933333382
4143.71,69.95289933333382
4143.7125,69.95155433333385
4143.715,69.95245100000054
4143.7175,69.9533476666671
4143.72,69.95110600000044
4143.7225,69.95738300000036
4143.725,69.9555896666671
4143.7275,69.95783133333377
4143.73,69.95962466666715
4143.7325,69.96052133333372
4143.735,69.96007300000032
4143.7375,69.95424433333355
4143.74,69.95245100000017
4143.7425,69.94931266666681
4143.745,69.95065766666679
4143.7475,69.9497610000001
4143.75,69.94796766666683
4143.7525,69.94841600000012
4143.755,69.94886433333353
4143.7575,69.9511060000002
4143.76,69.9502093333335
4143.7625,69.95155433333348
4143.765,69.94348400000017
4143.7675,69.93631033333355
4143.77,69.93765533333354
4143.7725,69.93765533333354
4143.775,69.9398970000002
4143.7775,69.94169033333358
4143.78,69.93855200000023
4143.7825,69.94572566666685
4143.785,69.94527733333355
4143.7875,69.94617400000013
4143.79,69.94438066666686
4143.7925,69.9425873333336
4143.795,69.94303566666689
4143.7975,69.93855200000023
4143.8,69.93810366666682
4143.8025,69.93541366666675
4143.805,69.93272366666679
4143.8075,69.93362033333348
4143.81,69.9331720000002
4143.8125,69.94034566666693
4143.815,69.93855233333367
4143.8175,69.94034566666693
4143.82,69.93900066666696
4143.8225,69.93765566666698
4143.825,69.9367590000003
4143.8275,69.93586233333359
4143.83,69.9345173333335
4143.8325,69.93362066666681
4143.835,69.93496566666678
4143.8375,69.93496566666678
4143.84,69.93586233333347
4143.8425,69.9434843333335
4143.845,69.94124266666682
4143.8475,69.9439326666669
4143.85,69.94079433333354
4143.8525,69.93855266666688
4143.855,69.93855266666688
4143.8575,69.93900100000016
4143.86,69.93900100000016
4143.8625,69.94034600000026
4143.865,69.94124266666682
4143.8675,69.94124266666682
4143.87,69.94079433333354
4143.8725,69.94662300000019
4143.875,69.94796800000016
4143.8775,69.94796800000016
4143.88,69.94931300000013
4143.8825,69.94751966666688
4143.885,69.94976133333354
4143.8875,69.94169100000023
4143.89,69.94438100000019
4143.8925,69.94348433333361
4143.895,69.94258766666692
4143.8975,69.9430360000002
4143.9,69.9434843333335
4143.9025,69.95155466666681
4143.905,69.95155466666681
4143.9075,69.94886466666685
4143.91,69.95020966666682
4143.9125,69.94931300000013
4143.915,69.95200300000009
4143.9175,69.94482933333335
4143.92,69.94438100000006
4143.9225,69.94303599999996
4143.925,69.94617433333333
4143.9275,69.94886433333328
4143.93,69.948416
4143.9325,69.95155433333336
4143.935,69.95155433333336
4143.9375,69.95110599999995
4143.94,69.95110599999995
4143.9425,69.95200266666664
4143.945,69.9542443333333
4143.9475,69.946174
4143.95,69.94662233333341
4143.9525,69.94662233333341
4143.955,69.9475190000001
4143.9575,69.94931233333337
4143.96,69.94931233333337
4143.9625,69.95917599999993
4143.965,69.96052099999991
4143.9675,69.9600726666665
4143.97,69.95962433333322
4143.9725,69.95917599999993
4143.975,69.95827933333337
4143.9775,69.95020900000006
4143.98,69.95020900000006
4143.9825,69.95289900000002
4143.985,69.9546923333334
4143.9875,69.9551406666668
4143.99,69.95379566666682
4143.9925,69.95872766666689
4143.995,69.96007266666687
4143.9975,69.96007266666687
4144.0,69.95962433333347
4144.0025,69.96052100000016
4144.005,69.96052100000016
4144.0075,69.9569343333334
4144.01,69.9555893333334
4144.0125,69.95379600000015
4144.015,69.95379600000015
4144.0175,69.95424433333343
4144.02,69.95200266666664
4144.0225,69.96096966666664
4144.025,69.95962466666667
4144.0275,69.96052133333347
4144.03,69.96096966666677
4144.0325,69.96007300000007
4144.035,69.96186666666667
4144.0375,69.95200300000009
4144.04,69.95289966666691
4144.0425,69.95603800000026
4144.045,69.9591763333335
4144.0475,69.96007300000007
4144.05,69.96052133333336
4144.0525,69.9667983333334
4144.055,69.96590166666684
4144.0575,69.96635000000023
4144.06,69.96366000000016
4144.0625,69.96366000000005
4144.065,69.96231500000006
4144.0675,69.95738300000012
4144.07,69.95558966666685
4144.0725,69.95603800000013
4144.075,69.95469300000016
4144.0775,69.9520030000002
4144.08,69.95155466666692
4144.0825,69.9537963333336
4144.085,69.95514133333344
4144.0875,69.95603800000002
4144.09,69.9578313333334
4144.0925,69.96096966666664
4144.095,69.96052133333336
4144.0975,69.95379600000015
4144.1,69.95289933333333
4144.1025,69.95379599999991
4144.105,69.95379599999991
4144.1075,69.95648599999986
4144.11,69.96007266666662
4144.1125,69.96814299999993
4144.115,69.9636596666666
4144.1175,69.96096966666664
4144.12,69.96096966666664
4144.1225,69.9636596666666
4144.125,69.96679799999984
4144.1275,69.95827933333324
4144.13,69.95917599999981
4144.1325,69.95783099999971
4144.135,69.95917599999981
4144.1375,69.95962433333334
4144.14,69.96052099999991
4144.1425,69.96634966666655
4144.145,69.96634966666655
4144.1475,69.96679800000008
4144.15,69.96724633333336
4144.1525,69.96814299999993
4144.155,69.97262633333327
4144.1575,69.9650043333335
4144.16,69.9645560000002
4144.1625,69.96321100000036
4144.165,69.96321100000036
4144.1675,69.96096933333368
4144.17,69.96276266666706
4144.1725,69.9685913333337
4144.175,69.9712813333339
4144.1775,69.96948800000051
4144.18,69.96769466666713
4144.1825,69.96634966666728
4144.185,69.9618660000005
4144.1875,69.95738233333371
4144.19,69.957830666667
4144.1925,69.95962400000037
4144.195,69.9591756666671
4144.1975,69.95827900000053
4144.2,69.95693400000067
4144.2025,69.96365933333388
4144.205,69.9627626666673
4144.2075,69.9627626666673
4144.21,69.96231433333402
4144.2125,69.96231433333402
4144.215,69.96724633333409
4144.2175,69.96186600000074
4144.22,69.96365933333388
4144.2225,69.96365933333388
4144.225,69.96545266666726
4144.2275,69.96365933333388
4144.23,69.96096933333368
4144.2325,69.96903966666699
4144.235,69.96903966666699
4144.2375,69.96903966666699
4144.24,69.9672463333336
4144.2425,69.96500466666694
4144.245,69.96634966666703
4144.2475,69.9578310000002
4144.25,69.95020933333338
4144.2525,69.94124266666671
4144.255,69.92779233333349
4144.2575,69.91254866666665
4144.26,69.90089200000003
4144.2625,69.87892333333342
4144.265,69.85650600000008
4144.2675,69.83229533333336
4144.27,69.8036013333333
4144.2725,69.771769
4144.275,69.74531666666662
4144.2775,69.71034566666664
4144.28,69.68299666666668
4144.2825,69.65475100000016
4144.285,69.62740199999995
4144.2875,69.6040879999998
4144.29,69.57763566666641
4144.2925,69.56642699999962
4144.295,69.54849333333307
4144.2975,69.53324966666624
4144.3,69.52024766666631
4144.3025,69.51307433333301
4144.305,69.50814266666639
4144.3075,69.4902089999996
4144.31,69.48124233333291
4144.3125,69.47362066666611
4144.315,69.46241199999956
4144.3175,69.45389333333296
4144.32,69.43730466666626
4144.3225,69.42295766666624
4144.325,69.39426333333297
4144.3275,69.36825899999967
4144.33,69.35301533333283
4144.3325,69.3341849999997
4144.335,69.32432133333302
4144.3375,69.31311266666647
4144.34,69.3095259999997
4144.3425,69.310871333333
4144.345,69.30818133333305
4144.3475,69.32925366666629
4144.35,69.33463399999964
4144.3525,69.36601799999966
4144.355,69.37319166666614
4144.3575,69.3539129999995
4144.36,69.31401033333289
4144.3625,69.28576466666637
4144.365,69.26603733333323
4144.3675,69.26020900000003
4144.37,69.29473166666672
4144.3725,69.32073566666683
4144.375,69.33687633333345
4144.3775,69.33373766666676
4144.38,69.3229773333335
4144.3825,69.32028700000009
4144.385,69.31401000000018
4144.3875,69.30459466666701
4144.39,69.28172933333359
4144.3925,69.25841566666689
4144.395,69.20102766666677
4144.3975,69.17098866666687
4144.4,69.14588133333358
4144.4025,69.13332800000038
4144.405,69.1422950000005
4144.4075,69.16874733333364
4144.41,69.16785066666708
4144.4125,69.20461500000019
4144.415,69.21223700000021
4144.4175,69.21089166666691
4144.42,69.1974413333337
4144.4225,69.16157366666715
4144.425,69.13646633333386
4144.4275,69.05486766666726
4144.43,69.00644633333407
4144.4325,69.00241100000058
4144.435,69.02931166666725
4144.4375,69.04186533333389
4144.44,69.07369800000039
4144.4425,69.09880533333369
4144.445,69.06428266666698
4144.4475,69.05352233333373
4144.45,69.04276200000047
4144.4525,69.04365866666727
4144.455,69.01765466666717
4144.4575,68.98133866666734
4144.46,68.96430166666735
4144.4625,68.91857033333388
4144.465,68.91184500000067
4144.4675,68.86252700000065
4144.47,68.86925200000066
4144.4725,68.87194200000062
4144.475,68.88270233333387
4144.4775,68.8764253333337
4144.48,68.87283833333373
4144.4825,68.86925133333376
4144.485,68.87507966666696
4144.4875,68.83741866666702
4144.49,68.81186300000044
4144.4925,68.76433866666703
4144.495,68.75044000000028
4144.4975,68.7293676666668
4144.5,68.70605366666665
4144.5025,68.73833466666669
4144.505,68.76299366666669
4144.5075,68.77151233333352
4144.51,68.7737540000002
4144.5125,68.79034300000009
4144.515,68.78541100000002
4144.5175,68.76209699999987
4144.52,68.76344199999973
4144.5225,68.75895866666639
4144.525,68.74102466666639
4144.5275,68.72398766666642
4144.53,68.72264266666656
4144.5325,68.76702899999994
4144.535,68.73654133333329
4144.5375,68.78541100000002
4144.54,68.77554733333334
4144.5425,68.80020633333334
4144.545,68.84907600000005
4144.5475,68.85535266666678
4144.55,68.87283833333349
4144.5525,68.88315033333348
4144.555,68.85535299999998
4144.5575,68.79079133333337
4144.56,68.75806233333351
4144.5625,68.74506033333358
4144.565,68.71905633333348
4144.5675,68.72353966666681
4144.57,68.7087443333335
4144.5725,68.72578133333349
4144.575,68.7338516666668
4144.5775,68.72622966666677
4144.58,68.72174599999998
4144.5825,68.70829566666653
4144.585,68.70381233333319
4144.5875,68.67960166666647
4144.59,68.64328566666663
4144.5925,68.63476700000004
4144.595,68.61055633333356
4144.5975,68.59127733333347
4144.6,68.57782700000001
4144.6025,68.56885999999989
4144.605,68.5823103333331
4144.6075,68.55361633333305
4144.61,68.57513699999957
4144.6125,68.53478599999944
4144.615,68.53254433333277
4144.6175,68.56751499999955
4144.62,68.51102366666625
4144.6225,68.50071199999972
4144.625,68.48367466666629
4144.6275,68.47022433333308
4144.63,68.47919133333319
4144.6325,68.4957803333331
4144.635,68.4877099999998
4144.6375,68.47022433333308
4144.64,68.48367466666653
4144.6425,68.50833366666653
4144.645,68.5424076666665
4144.6475,68.53971766666655
4144.65,68.53926900000006
4144.6525,68.54464899999996
4144.655,68.50609133333346
4144.6575,68.51147133333338
4144.66,68.50743633333332
4144.6625,68.52088666666677
4144.665,68.53344033333342
4144.6675,68.48770933333338
4144.67,68.4760523333333
4144.6725,68.45632533333337
4144.675,68.45363533333342
4144.6775,68.47605266666675
4144.68,68.47022400000012
4144.6825,68.44825500000006
4144.685,68.40476566666669
4144.6875,68.41328433333352
4144.69,68.4321150000001
4144.6925,68.42270000000013
4144.695,68.44601366666684
4144.6975,68.45273866666685
4144.7,68.44780700000022
4144.7025,68.45363533333342
4144.705,68.4652923333335
4144.7075,68.52492200000027
4144.71,68.55630600000028
4144.7125,68.59889900000029
4144.715,68.62266133333348
4144.7175,68.60069233333343
4144.72,68.60069233333343
4144.7225,68.63118000000007
4144.725,68.67915299999999
4144.7275,68.70022533333322
4144.73,68.74147333333312
4144.7325,68.7378866666666
4144.735,68.77509933333324
4144.7375,68.7930329999998
4144.74,68.81365699999975
4144.7425,68.86925166666649
4144.745,68.88225366666641
4144.7475,68.88718533333304
4144.75,68.90153233333307
4144.7525,68.87776999999987
4144.755,68.87597666666649
4144.7575,68.90691233333321
4144.76,68.95488499999992
4144.7625,68.93426099999996
4144.765,68.91722366666654
4144.7675,68.88808099999976
4144.77,68.89704799999963
4144.7725,68.90691166666608
4144.775,68.93605399999942
4144.7775,68.96026466666613
4144.78,68.96429966666595
4144.7825,68.94098599999924
4144.785,68.93605433333262
4144.7875,68.92260399999941
4144.79,68.92619066666617
4144.7925,68.9835789999995
4144.795,69.01316999999956
4144.7975,68.99882266666633
4144.8,68.97550866666643
4144.8025,68.98447566666655
4144.805,69.00151266666653
4144.8075,69.02661999999982
4144.81,69.03199999999997
4144.8125,69.03738033333333
4144.815,69.03872533333342
4144.8175,69.05127900000006
4144.82,69.07548966666678
4144.8225,69.0929753333335
4144.825,69.11673766666694
4144.8275,69.12391133333342
4144.83,69.15843400000013
4144.8325,69.17457466666674
4144.835,69.17367800000017
4144.8375,69.2198576666667
4144.84,69.26065700000011
4144.8425,69.31714866666685
4144.845,69.37184666666677
4144.8475,69.40816266666685
4144.85,69.43282166666685
4144.8525,69.46689600000028
4144.855,69.49290000000038
4144.8575,69.51307533333383
4144.86,69.54670133333371
4144.8625,69.60677933333355
4144.865,69.63054166666673
4144.8675,69.59736400000014
4144.87,69.58615533333335
4144.8725,69.62067800000004
4144.875,69.66237433333323
4144.8775,69.71752066666643
4144.88,69.73545433333298
4144.8825,69.75249133333297
4144.885,69.74755966666635
4144.8875,69.75114633333311
4144.89,69.76549333333314
4144.8925,69.77311533333317
4144.895,69.78970399999986
4144.8975,69.77266666666644
4144.9,69.74576599999976
4144.9025,69.78118533333303
4144.905,69.7628033333332
4144.9075,69.79687733333316
4144.91,69.8188463333332
4144.9125,69.86368066666667
4144.915,69.86861266666673
4144.9175,69.88340800000006
4144.92,69.86143933333345
4144.9225,69.87982133333352
4144.925,69.89775533333354
4144.9275,69.88744333333355
4144.93,69.8735446666668
4144.9325,69.86816466666666
4144.935,69.8466439999999
4144.9375,69.79418766666664
4144.94,69.80315433333332
4144.9425,69.84081533333325
4144.945,69.87085433333317
4144.9475,69.86547433333301
4144.95,69.86502599999973
4144.9525,69.82063999999978
4144.955,69.83095200000001
4144.9575,69.82467533333329
4144.96,69.81256999999992
4144.9625,69.81256999999992
4144.965,69.81750199999975
4144.9675,69.76683899999989
4144.97,69.73545499999987
4144.9725,69.75652733333312
4144.975,69.74935366666638
4144.9775,69.73635166666645
4144.98,69.74262833333293
4144.9825,69.7282813333329
4144.985,69.7269363333328
4144.9875,69.7009323333327
4144.99,69.69600033333263
4144.9925,69.71438233333271
4144.995,69.7063119999994
4144.9975,69.66865099999923
4145.0,69.63098999999929
4145.0025,69.6144013333326
4145.005,69.62560999999938
4145.0075,69.64533699999932
4145.01,69.67851466666616
4145.0125,69.6843433333328
4145.015,69.6690996666662
4145.0175,69.64757899999968
4145.02,69.6466823333331
4145.0225,69.64130199999975
4145.025,69.63457666666655
4145.0275,69.61843599999993
4145.03,69.60588233333304
4145.0325,69.57091133333306
4145.035,69.58301666666642
4145.0375,69.57091133333306
4145.04,69.54401033333319
4145.0425,69.59243166666639
4145.045,69.62785099999965
4145.0475,69.63681799999976
4145.05,69.65968366666638
4145.0525,69.64174966666639
4145.055,69.68299733333309
4145.0575,69.69689599999984
4145.06,69.70137933333316
4145.0625,69.67223699999983
4145.065,69.65475166666656
4145.0675,69.58839666666657
4145.07,69.6013986666665
4145.0725,69.60722733333338
4145.075,69.61350399999986
4145.0775,69.58929333333315
4145.08,69.5601509999998
4145.0825,69.54356233333334
4145.085,69.53638866666661
4145.0875,69.55746066666664
4145.09,69.5583573333332
4145.0925,69.53324999999992
4145.095,69.52338633333324
4145.0975,69.50859099999992
4145.1,69.47227499999984
4145.1025,69.49334733333308
4145.105,69.49872766666643
4145.1075,69.5256283333331
4145.11,69.54445866666623
4145.1125,69.5301116666662
4145.115,69.54625233333282
4145.1175,69.52921499999938
4145.12,69.53459499999954
4145.1225,69.5381816666663
4145.125,69.55701233333288
4145.1275,69.54356199999965
4145.13,69.51710966666627
4145.1325,69.49334733333284
4145.135,69.49917599999948
4145.1375,69.52024799999951
4145.14,69.51397133333279
4145.1425,69.50769466666607
4145.145,69.49379599999956
4145.1475,69.50276266666624
4145.15,69.51800633333308
4145.1525,69.53504333333306
4145.155,69.55297699999961
4145.1575,69.54087166666626
4145.16,69.51666099999953
4145.1625,69.50455566666618
4145.165,69.48931199999957
4145.1675,69.50634933333276
4145.17,69.48796733333293
4145.1725,69.4937959999998
4145.175,69.49110599999986
4145.1775,69.45747999999998
4145.18,69.43416600000006
4145.1825,69.42788933333358
4145.185,69.40861066666717
4145.1875,69.42968266666698
4145.19,69.4592733333336
4145.1925,69.4534450000004
4145.195,69.41712900000009
4145.1975,69.38664166666689
4145.2,69.37857133333358
4145.2025,69.39112500000023
4145.205,69.39605700000054
4145.2075,69.35211933333387
4145.21,69.31759666666719
4145.2125,69.31132000000046
4145.215,69.34584233333395
4145.2175,69.37543300000034
4145.22,69.36243100000041
4145.2225,69.3601893333335
4145.225,69.32477033333367
4145.2275,69.33732400000056
4145.23,69.31939033333401
4145.2325,69.31176833333399
4145.235,69.3010080000005
4145.2375,69.27590066666696
4145.24,69.26200200000021
4145.2425,69.26648533333355
4145.245,69.23958466666663
4145.2475,69.22792766666656
4145.25,69.2503449999999
4145.2525,69.28666099999973
4145.255,69.28935099999993
4145.2575,69.30055966666647
4145.26,69.30100799999975
4145.2625,69.28845433333336
4145.265,69.22837600000008
4145.2675,69.24630966666687
4145.27,69.23375600000048
4145.2725,69.24451600000029
4145.275,69.21851200000043
4145.2775,69.24092933333353
4145.28,69.16381400000003
4145.2825,69.16067566666655
4145.285,69.18757633333347
4145.2875,69.20326833333336
4145.29,69.21537366666647
4145.2925,69.2050616666665
4145.295,69.17457433333281
4145.2975,69.15081199999938
4145.3,69.1530536666658
4145.3025,69.15574366666551
4145.305,69.1615719999987
4145.3075,69.13870666666529
4145.31,69.13422333333243
4145.3125,69.13736199999936
4145.315,69.15529566666616
4145.3175,69.1485706666664
4145.32,69.17412633333296
4145.3225,69.15977933333293
4145.325,69.1611243333328
4145.3275,69.15529599999961
4145.33,69.16157266666609
4145.3325,69.14319033333256
4145.335,69.11763466666598
4145.3375,69.11225466666608
4145.34,69.10283966666611
4145.3425,69.09028599999922
4145.345,69.0759389999992
4145.3475,69.0759389999992
4145.35,69.09163099999908
4145.3525,69.06338533333279
4145.355,69.13153366666617
4145.3575,69.13512033333294
4145.36,69.1239116666659
4145.3625,69.08356066666602
4145.365,69.0512799999992
4145.3675,69.04410666666614
4145.37,69.07683566666626
4145.3725,69.05979866666651
4145.375,69.03155299999975
4145.3775,69.00779066666631
4145.38,69.01899933333286
4145.3825,69.02437933333276
4145.385,69.0261726666659
4145.3875,69.02527599999934
4145.39,69.02572433333262
4145.3925,69.01137699999914
4145.395,68.99613299999959
4145.3975,68.99254599999936
4145.4,68.95936833333302
4145.4025,68.96295499999978
4145.405,68.97864733333311
4145.4075,68.99568433333334
4145.41,68.9683349999997
4145.4125,68.9463659999994
4145.415,68.98268166666578
4145.4175,68.95891933333236
4145.42,69.00061533333259
4145.4225,68.98716499999912
4145.425,68.95802266666578
4145.4275,68.97595633333209
4145.43,68.9441236666651
4145.4325,68.95712566666528
4145.435,68.95981566666548
4145.4375,68.96026399999876
4145.44,68.93560499999876
4145.4425,68.92394799999845
4145.445,68.90063399999877
4145.4475,68.90108233333207
4145.45,68.92484433333205
4145.4525,68.92887966666555
4145.455,68.91811933333229
4145.4575,68.93067299999917
4145.46,68.91587766666586
4145.4625,68.91408399999928
4145.465,68.89615033333249
4145.4675,68.93515666666596
4145.47,68.93784699999911
4145.4725,68.92618999999928
4145.475,68.95264233333243
4145.4775,68.90556599999884
4145.48,68.89121899999881
4145.4825,68.84997133333188
4145.485,68.88135566666557
4145.4875,68.88897766666584
4145.49,68.89301299999934
4145.4925,68.91139533333286
4145.495,68.87149266666577
4145.4975,68.87104433333249
4145.5,68.90332533333276
