,"Time      (s) efficiency_1,000e+00","Thrust    (N) efficiency_1,000e+00"
3636,3.635999999999711,3526.163545905372
3637,3.6369999999997114,3526.0716004888754
3638,3.6379999999997104,3525.9796543808698
3639,3.6389999999997102,3525.887707581251
3640,3.63999999999971,3525.795760089942
3641,3.64099999999971,3525.703811906846
3642,3.64199999999971,3525.6118630318806
3643,3.64299999999971,3525.51991346494
3644,3.6439999999997097,3525.427963205937
3645,3.6449999999997096,3525.336012254796
3646,3.6459999999997095,3525.2440606113964
3647,3.646999999999709,3525.152108275682
3648,3.647999999999709,3525.0601552475337
3649,3.648999999999709,3524.968201526869
3650,3.649999999999709,3524.876247113606
3651,3.650999999999709,3524.784292007634
3652,3.651999999999709,3524.692336208886
3653,3.6529999999997087,3524.600379717238
3654,3.6539999999997086,3524.50842253263
3655,3.654999999999709,3524.41646465496
3656,3.655999999999709,3524.324506084128
3657,3.656999999999708,3524.232546820043
3658,3.657999999999708,3524.1405868626093
3659,3.658999999999708,3524.048626211751
3660,3.659999999999708,3523.956664867364
3661,3.660999999999708,3523.864702829369
3662,3.661999999999708,3523.772740097642
3663,3.662999999999708,3523.680776672124
3664,3.663999999999708,3523.5888125527044
3665,3.6649999999997074,3523.4968477393018
3666,3.6659999999997073,3523.404882231814
3667,3.666999999999707,3523.312916030148
3668,3.667999999999707,3523.2209491342164
3669,3.668999999999707,3523.128981543924
3670,3.669999999999707,3523.037013259174
3671,3.6709999999997063,3522.945044279877
3672,3.6719999999997066,3522.8530746059346
3673,3.6729999999997065,3522.761104237263
3674,3.6739999999997055,3522.669133173763
3675,3.6749999999997054,3522.577161415334
3676,3.675999999999706,3522.485188961899
3677,3.676999999999706,3522.393215813347
3678,3.677999999999706,3522.3012419695865
3679,3.678999999999706,3522.2092674305404
3680,3.6799999999997057,3522.1172921960933
3681,3.6809999999997056,3522.0253162661697
3682,3.6819999999997055,3521.9333396406523
3683,3.6829999999997054,3521.8413623194688
3684,3.683999999999705,3521.7493843025136
3685,3.684999999999705,3521.6574055897
3686,3.685999999999705,3521.5654261809204
3687,3.686999999999705,3521.4734460760924
3688,3.687999999999705,3521.381465275115
3689,3.6889999999997047,3521.289483777904
3690,3.6899999999997046,3521.1975015843445
3691,3.690999999999705,3521.105518694356
3692,3.691999999999704,3521.013535107836
3693,3.692999999999704,3520.9215508247044
3694,3.693999999999704,3520.8295658448537
3695,3.694999999999704,3520.7375801681846
3696,3.695999999999704,3520.6455937946034
3697,3.696999999999704,3520.5536067240214
3698,3.697999999999704,3520.461618956338
3699,3.698999999999704,3520.369630491464
3700,3.699999999999704,3520.277641329295
3701,3.700999999999704,3520.1856514697324
3702,3.7019999999997033,3520.0936609126907
3703,3.702999999999703,3520.0016696580747
3704,3.703999999999703,3519.90967770578
3705,3.704999999999703,3519.8176850557115
3706,3.705999999999703,3519.72569170777
3707,3.706999999999703,3519.6336976618672
3708,3.707999999999703,3519.5417029179034
3709,3.708999999999703,3519.449707475782
3710,3.7099999999997024,3519.3577113354195
3711,3.7109999999997023,3519.265714496697
3712,3.711999999999702,3519.173716959523
3713,3.712999999999702,3519.0817187238054
3714,3.713999999999702,3518.989719789451
3715,3.714999999999702,3518.897720156353
3716,3.7159999999997018,3518.805719824424
3717,3.7169999999997017,3518.7137187935605
3718,3.7179999999997015,3518.621717063664
3719,3.718999999999701,3518.529714634636
3720,3.719999999999701,3518.437711506393
3721,3.720999999999701,3518.345707678816
3722,3.721999999999701,3518.253703151828
3723,3.722999999999701,3518.161697925315
3724,3.723999999999701,3518.0696919991924
3725,3.7249999999997008,3517.9776853733447
3726,3.7259999999997007,3517.885678047691
3727,3.726999999999701,3517.793670022129
3728,3.727999999999701,3517.701661296553
3729,3.7289999999997,3517.609651870873
3730,3.7299999999997,3517.517641744986
3731,3.7309999999997,3517.4256309187995
3732,3.7319999999997,3517.3336193922
3733,3.7329999999997,3517.241607165118
3734,3.7339999999997,3517.149594237421
3735,3.7349999999997,3517.0575806090374
3736,3.7359999999997,3516.9655662798477
3737,3.7369999999997,3516.8735512497624
3738,3.7379999999996993,3516.7815355186835
3739,3.7389999999996992,3516.689519086514
3740,3.739999999999699,3516.5975019531456
3741,3.740999999999699,3516.505484118484
3742,3.741999999999699,3516.4134655824305
3743,3.742999999999699,3516.321446344892
3744,3.7439999999996982,3516.2294264057555
3745,3.7449999999996986,3516.1374057649296
3746,3.7459999999996985,3516.0453844223084
3747,3.7469999999996975,3515.9533623778016
3748,3.747999999999698,3515.8613396313026
3749,3.748999999999698,3515.76931618272
3750,3.749999999999698,3515.6772920319327
3751,3.750999999999698,3515.585267178872
3752,3.751999999999698,3515.4932416234037
3753,3.7529999999996977,3515.401215365453
3754,3.7539999999996976,3515.3091884049118
3755,3.7549999999996975,3515.2171607416653
3756,3.755999999999698,3515.125132375635
3757,3.756999999999697,3515.033103306716
3758,3.757999999999697,3514.9410735348024
3759,3.758999999999697,3514.849043059796
3760,3.759999999999697,3514.757011881583
3761,3.760999999999697,3514.6649800000782
3762,3.7619999999996967,3514.5729474151726
3763,3.7629999999996966,3514.480914126765
3764,3.763999999999697,3514.3888801347675
3765,3.764999999999696,3514.296845439059
3766,3.765999999999696,3514.2048100395514
3767,3.766999999999696,3514.1127739361405
3768,3.767999999999696,3514.0207371287142
3769,3.768999999999696,3513.928699617184
3770,3.769999999999696,3513.836661401445
3771,3.770999999999696,3513.744622481392
3772,3.771999999999696,3513.6525828569297
3773,3.772999999999696,3513.560542527948
3774,3.773999999999696,3513.4685014943448
3775,3.7749999999996953,3513.376459756032
3776,3.775999999999695,3513.2844173128947
3777,3.776999999999695,3513.192374164821
3778,3.777999999999695,3513.100330311723
3779,3.778999999999695,3513.008285753504
3780,3.779999999999695,3512.916240490044
3781,3.780999999999695,3512.824194521262
3782,3.7819999999996954,3512.732147847026
3783,3.7829999999996944,3512.64010046725
3784,3.7839999999996943,3512.548052381836
3785,3.784999999999694,3512.4560035906675
3786,3.785999999999694,3512.363954093654
3787,3.786999999999694,3512.271903890686
3788,3.787999999999694,3512.1798529816588
3789,3.7889999999996937,3512.0878013664824
3790,3.7899999999996936,3511.995749045027
3791,3.7909999999996935,3511.903696017207
3792,3.791999999999693,3511.811642282917
3793,3.792999999999693,3511.719587842053
3794,3.793999999999693,3511.6275326945106
3795,3.794999999999693,3511.5354768401885
3796,3.795999999999693,3511.443420278972
3797,3.796999999999693,3511.351363010781
3798,3.7979999999996927,3511.2593050354767
3799,3.7989999999996926,3511.167246352984
3800,3.799999999999693,3511.0751869631863
3801,3.800999999999693,3510.983126865976
3802,3.801999999999692,3510.891066061253
3803,3.802999999999692,3510.799004548914
3804,3.803999999999692,3510.7069423288576
3805,3.804999999999692,3510.614879400966
3806,3.805999999999692,3510.522815765149
3807,3.806999999999692,3510.4307514212974
3808,3.807999999999692,3510.338686369305
3809,3.808999999999692,3510.246620609056
3810,3.8099999999996914,3510.1545541404616
3811,3.8109999999996913,3510.0624869634094
3812,3.811999999999691,3509.9704190777948
3813,3.812999999999691,3509.8783504835096
3814,3.813999999999691,3509.78628118046
3815,3.814999999999691,3509.694211168527
3816,3.8159999999996903,3509.6021404476032
3817,3.81699999999969,3509.510069017585
3818,3.8179999999996905,3509.417996878383
3819,3.8189999999996895,3509.3259240298653
3820,3.8199999999996894,3509.233850471943
3821,3.82099999999969,3509.141776204513
3822,3.82199999999969,3509.049701227451
3823,3.82299999999969,3508.957625540677
3824,3.82399999999969,3508.865549144059
3825,3.8249999999996898,3508.773472037503
3826,3.8259999999996896,3508.6813942208983
3827,3.8269999999996895,3508.58931569414
3828,3.8279999999996894,3508.497236457118
3829,3.828999999999689,3508.405156509736
3830,3.829999999999689,3508.313075851875
3831,3.830999999999689,3508.2209944834312
3832,3.831999999999689,3508.128912404298
3833,3.832999999999689,3508.036829614377
3834,3.8339999999996888,3507.944746113541
3835,3.8349999999996887,3507.852661901709
3836,3.835999999999689,3507.760576978752
3837,3.836999999999688,3507.668491344577
3838,3.837999999999688,3507.576404999065
3839,3.838999999999688,3507.4843179421123
3840,3.839999999999688,3507.392230173607
3841,3.840999999999688,3507.300141693452
3842,3.841999999999688,3507.208052501531
3843,3.842999999999688,3507.1159625977325
3844,3.843999999999688,3507.023871981969
3845,3.844999999999688,3506.931780654103
3846,3.845999999999688,3506.8396886140517
3847,3.8469999999996873,3506.747595861684
3848,3.8479999999996872,3506.6555023969127
3849,3.848999999999687,3506.563408219616
3850,3.849999999999687,3506.471313329692
3851,3.850999999999687,3506.379217727016
3852,3.851999999999687,3506.2871214115
3853,3.852999999999687,3506.195024383023
3854,3.853999999999687,3506.1029266414885
3855,3.8549999999996873,3506.010828186777
3856,3.8559999999996863,3505.918729018773
3857,3.8569999999996862,3505.826629137381
3858,3.857999999999686,3505.7345285424904
3859,3.858999999999686,3505.6424272339764
3860,3.859999999999686,3505.550325211752
3861,3.860999999999686,3505.458222475695
3862,3.8619999999996857,3505.366119025693
3863,3.8629999999996856,3505.274014861643
3864,3.8639999999996855,3505.181909983429
3865,3.864999999999685,3505.089804390954
3866,3.865999999999685,3504.9976980840934
3867,3.866999999999685,3504.905591062739
3868,3.867999999999685,3504.8134833267845
3869,3.868999999999685,3504.721374876117
3870,3.869999999999685,3504.629265710639
3871,3.8709999999996847,3504.537155830215
3872,3.8719999999996846,3504.4450452347664
3873,3.872999999999685,3504.3529339241504
3874,3.873999999999685,3504.2608218982755
3875,3.874999999999684,3504.1687091570307
3876,3.875999999999684,3504.076595700292
3877,3.876999999999684,3503.984481527963
3878,3.877999999999684,3503.8923666399232
3879,3.878999999999684,3503.8002510360648
3880,3.879999999999684,3503.708134716275
3881,3.880999999999684,3503.6160176804565
3882,3.881999999999684,3503.523899928481
3883,3.8829999999996834,3503.431781460241
3884,3.8839999999996833,3503.339662275628
3885,3.884999999999683,3503.247542374526
3886,3.885999999999683,3503.155421756824
3887,3.886999999999683,3503.063300422408
3888,3.887999999999683,3502.971178371177
3889,3.8889999999996823,3502.8790556030094
3890,3.8899999999996826,3502.7869321177973
3891,3.8909999999996825,3502.694807915426
3892,3.8919999999996815,3502.6026829957864
3893,3.8929999999996814,3502.5105573587634
3894,3.893999999999682,3502.4184310042465
3895,3.894999999999682,3502.326303932114
3896,3.895999999999682,3502.2341761422786
3897,3.896999999999682,3502.142047634594
3898,3.8979999999996817,3502.049918408964
3899,3.8989999999996816,3501.957788465284
3900,3.8999999999996815,3501.8656578034306
3901,3.9009999999996814,3501.773526423289
3902,3.901999999999681,3501.681394324754
3903,3.902999999999681,3501.589261507704
3904,3.903999999999681,3501.4971279720294
3905,3.904999999999681,3501.404993717624
3906,3.905999999999681,3501.312858744368
3907,3.9069999999996807,3501.2207230521494
3908,3.9079999999996806,3501.128586640842
3909,3.908999999999681,3501.036449510352
3910,3.90999999999968,3500.9443116605585
3911,3.91099999999968,3500.8521730913426
3912,3.91199999999968,3500.7600338025977
3913,3.91299999999968,3500.667893794197
3914,3.91399999999968,3500.5757530660403
3915,3.91499999999968,3500.483611618009
3916,3.91599999999968,3500.391469449992
3917,3.91699999999968,3500.299326561866
3918,3.91799999999968,3500.207182953524
3919,3.91899999999968,3500.115038624853
3920,3.9199999999996793,3500.022893575735
3921,3.920999999999679,3499.930747806041
3922,3.921999999999679,3499.83860131568
3923,3.922999999999679,3499.746454104533
3924,3.923999999999679,3499.6543061724637
3925,3.924999999999679,3499.562157519385
3926,3.925999999999679,3499.4700081451606
3927,3.9269999999996794,3499.3778580496974
3928,3.9279999999996784,3499.28570723286
3929,3.9289999999996783,3499.1935556945327
3930,3.929999999999678,3499.101403434617
3931,3.930999999999678,3499.0092504529875
3932,3.931999999999678,3498.91709674952
3933,3.932999999999678,3498.8249423241155
3934,3.9339999999996778,3498.732787176641
3935,3.9349999999996776,3498.6406313070047
3936,3.9359999999996775,3498.548474715063
3937,3.936999999999677,3498.4563174007126
3938,3.937999999999677,3498.364159363836
3939,3.938999999999677,3498.272000604321
3940,3.939999999999677,3498.179841122045
3941,3.940999999999677,3498.08768091691
3942,3.941999999999677,3497.995519988765
3943,3.9429999999996768,3497.903358337527
3944,3.9439999999996767,3497.8111959630583
3945,3.944999999999677,3497.719032865252
3946,3.945999999999677,3497.626869043981
3947,3.946999999999676,3497.534704499144
3948,3.947999999999676,3497.4425392306125
3949,3.948999999999676,3497.350373238277
3950,3.949999999999676,3497.2582065220045
3951,3.950999999999676,3497.1660390817037
3952,3.951999999999676,3497.073870917231
3953,3.952999999999676,3496.98170202848
3954,3.953999999999676,3496.889532415345
3955,3.954999999999675,3496.79736207768
3956,3.9559999999996753,3496.705191015399
3957,3.956999999999675,3496.613019228356
3958,3.957999999999675,3496.520846716466
3959,3.958999999999675,3496.428673479582
3960,3.959999999999675,3496.3364995176003
3961,3.960999999999675,3496.2443248303944
3962,3.9619999999996742,3496.15214941784
3963,3.9629999999996746,3496.0599732798446
3964,3.9639999999996745,3495.9677964162584
3965,3.9649999999996735,3495.8756188269954
3966,3.965999999999674,3495.783440511903
3967,3.966999999999674,3495.691261470891
3968,3.967999999999674,3495.599081703838
3969,3.968999999999674,3495.5069012106032
3970,3.969999999999674,3495.414719991079
3971,3.9709999999996737,3495.3225380451595
3972,3.9719999999996736,3495.2303553727097
3973,3.9729999999996735,3495.1381719736105
3974,3.973999999999673,3495.045987847751
3975,3.974999999999673,3494.9538029950177
3976,3.975999999999673,3494.8616174152667
3977,3.976999999999673,3494.769431108401
3978,3.977999999999673,3494.6772440742934
3979,3.978999999999673,3494.5850563128315
3980,3.9799999999996727,3494.492867823873
3981,3.9809999999996726,3494.4006786073214
3982,3.981999999999673,3494.308488663047
3983,3.982999999999672,3494.216297990945
3984,3.983999999999672,3494.124106590869
3985,3.984999999999672,3494.0319144627165
3986,3.985999999999672,3493.9397216063635
3987,3.986999999999672,3493.847528021685
3988,3.987999999999672,3493.7553337085624
3989,3.988999999999672,3493.663138666886
3990,3.989999999999672,3493.5709428965188
3991,3.990999999999672,3493.478746397356
3992,3.991999999999672,3493.386549169263
3993,3.9929999999996713,3493.294351212122
3994,3.993999999999671,3493.202152525813
3995,3.994999999999671,3493.109953110227
3996,3.995999999999671,3493.0177529652324
3997,3.996999999999671,3492.925552090701
3998,3.997999999999671,3492.833350486522
3999,3.998999999999671,3492.7411481525646
4000,3.9999999999996714,3492.6489450887225
4001,4.000999999999671,3492.556741294855
4002,4.001999999999671,3492.464536770869
4003,4.002999999999672,3492.372331516605
4004,4.003999999999672,3492.28012553197
4005,4.004999999999672,3492.1879188168245
4006,4.0059999999996725,3492.095711371061
4007,4.006999999999673,3492.0035031945454
4008,4.007999999999673,3491.911294287172
4009,4.0089999999996735,3491.819084648798
4010,4.009999999999674,3491.7268742793167
4011,4.010999999999674,3491.634663178599
4012,4.0119999999996745,3491.5424513465264
4013,4.012999999999675,3491.450238782964
4014,4.013999999999675,3491.3580254878066
4015,4.014999999999676,3491.265811460926
4016,4.015999999999676,3491.1735967021823
4017,4.016999999999676,3491.08138121148
4018,4.0179999999996765,3490.9891649886827
4019,4.018999999999677,3490.8969480336627
4020,4.019999999999677,3490.804730346306
4021,4.0209999999996775,3490.712511926486
4022,4.021999999999678,3490.6202927740733
4023,4.022999999999678,3490.5280728889543
4024,4.023999999999679,3490.4358522709936
4025,4.024999999999679,3490.3436309200742
4026,4.025999999999679,3490.251408836078
4027,4.02699999999968,3490.1591860188746
4028,4.02799999999968,3490.066962468348
4029,4.02899999999968,3489.974738184361
4030,4.0299999999996805,3489.8825131668
4031,4.030999999999681,3489.7902874155398
4032,4.031999999999681,3489.6980609304496
4033,4.0329999999996815,3489.605833711412
4034,4.033999999999682,3489.513605758298
4035,4.034999999999682,3489.4213770709853
4036,4.0359999999996825,3489.3291476493587
4037,4.036999999999683,3489.2369174932737
4038,4.037999999999683,3489.1446866026176
4039,4.038999999999684,3489.052454977272
4040,4.039999999999684,3488.9602226170955
4041,4.040999999999684,3488.8679895219657
4042,4.0419999999996845,3488.775755691775
4043,4.042999999999685,3488.683521126391
4044,4.043999999999685,3488.5912858256816
4045,4.0449999999996855,3488.499049789508
4046,4.045999999999686,3488.406813017777
4047,4.046999999999686,3488.3145755103437
4048,4.047999999999687,3488.2223372670906
4049,4.048999999999687,3488.130098287881
4050,4.049999999999687,3488.0378585726003
4051,4.050999999999688,3487.945618121117
4052,4.051999999999688,3487.85337693331
4053,4.052999999999688,3487.7611350090474
4054,4.0539999999996885,3487.6688923482043
4055,4.054999999999689,3487.576648950641
4056,4.055999999999689,3487.4844048162645
4057,4.0569999999996895,3487.392159944929
4058,4.05799999999969,3487.2999143365028
4059,4.05899999999969,3487.20766799087
4060,4.0599999999996905,3487.115420907893
4061,4.060999999999691,3487.023173087452
4062,4.061999999999691,3486.9309245294294
4063,4.062999999999692,3486.838675233691
4064,4.063999999999692,3486.7464252000937
4065,4.064999999999692,3486.6541744285305
4066,4.0659999999996925,3486.56192291887
4067,4.066999999999693,3486.469670670981
4068,4.067999999999693,3486.377417684735
4069,4.0689999999996935,3486.2851639600194
4070,4.069999999999694,3486.1929094966813
4071,4.070999999999694,3486.1006542946125
4072,4.071999999999695,3486.008398353684
4073,4.072999999999695,3485.9161416737693
4074,4.073999999999695,3485.8238842547235
4075,4.074999999999696,3485.7316260964403
4076,4.075999999999696,3485.6393671987767
4077,4.076999999999696,3485.5471075616174
4078,4.0779999999996965,3485.454847184815
4079,4.078999999999697,3485.3625860682746
4080,4.079999999999697,3485.270324211824
4081,4.0809999999996975,3485.178061615369
4082,4.081999999999698,3485.0857982787697
4083,4.082999999999698,3484.993534201896
4084,4.0839999999996985,3484.901269384618
4085,4.084999999999699,3484.8090038268133
4086,4.085999999999699,3484.716737528337
4087,4.0869999999997,3484.6244704890937
4088,4.0879999999997,3484.532202708927
4089,4.0889999999997,3484.4399341877106
4090,4.0899999999997005,3484.3476649253225
4091,4.090999999999701,3484.2553949216253
4092,4.091999999999701,3484.1631241764912
4093,4.0929999999997015,3484.0708526898
4094,4.093999999999702,3483.978580461412
4095,4.094999999999702,3483.8863074912106
4096,4.095999999999703,3483.794033779056
4097,4.096999999999703,3483.7017593248192
4098,4.097999999999703,3483.609484128376
4099,4.098999999999704,3483.5172081895744
4100,4.099999999999704,3483.4249315083134
4101,4.100999999999704,3483.332654084448
4102,4.1019999999997045,3483.240375917848
4103,4.102999999999705,3483.1480970083817
4104,4.103999999999705,3483.0558173559425
4105,4.1049999999997056,3482.963536960372
4106,4.105999999999706,3482.871255821542
4107,4.106999999999706,3482.778973939336
4108,4.1079999999997066,3482.686691313611
4109,4.108999999999707,3482.594407944246
4110,4.109999999999707,3482.5021238310933
4111,4.110999999999708,3482.4098389740416
4112,4.111999999999708,3482.3175533729477
4113,4.112999999999708,3482.2252670276894
4114,4.113999999999709,3482.1329799381347
4115,4.114999999999709,3482.0406921041413
4116,4.115999999999709,3481.948403525581
4117,4.11699999999971,3481.856114202336
4118,4.11799999999971,3481.763824134266
4119,4.11899999999971,3481.67153332123
4120,4.119999999999711,3481.579241763108
4121,4.120999999999711,3481.486949459762
4122,4.121999999999711,3481.3946564110647
4123,4.122999999999712,3481.3023626168792
4124,4.123999999999712,3481.2100680770764
4125,4.124999999999712,3481.117772791524
4126,4.125999999999713,3481.025476760094
4127,4.126999999999713,3480.9331799826537
4128,4.127999999999713,3480.8408824590624
4129,4.128999999999714,3480.748584189188
4130,4.129999999999714,3480.6562851729
4131,4.130999999999714,3480.563985410085
4132,4.131999999999715,3480.4716849005754
4133,4.132999999999715,3480.3793836442687
4134,4.133999999999715,3480.287081641013
4135,4.134999999999716,3480.1947788906878
4136,4.135999999999716,3480.102475393144
4137,4.136999999999716,3480.0101711482685
4138,4.137999999999717,3479.917866155908
4139,4.138999999999717,3479.825560415943
4140,4.139999999999717,3479.7332539282343
4141,4.140999999999718,3479.6409466926607
4142,4.141999999999718,3479.5486387090705
4143,4.142999999999718,3479.456329977336
4144,4.143999999999719,3479.3640204973262
4145,4.144999999999719,3479.271710268912
4146,4.145999999999719,3479.179399291941
4147,4.14699999999972,3479.087087566309
4148,4.14799999999972,3478.994775091848
4149,4.14899999999972,3478.902461868445
4150,4.149999999999721,3478.810147895965
4151,4.150999999999721,3478.71783317426
4152,4.151999999999721,3478.625517703223
4153,4.152999999999722,3478.5332014826886
4154,4.153999999999722,3478.4408845125367
4155,4.154999999999722,3478.348566792636
4156,4.155999999999723,3478.2562483228467
4157,4.156999999999723,3478.1639291030315
4158,4.157999999999723,3478.0716091330537
4159,4.158999999999724,3477.9792884127846
4160,4.159999999999724,3477.886966942092
4161,4.160999999999724,3477.794644720826
4162,4.161999999999725,3477.70232174887
4163,4.162999999999725,3477.6099980260697
4164,4.163999999999725,3477.517673552313
4165,4.164999999999726,3477.4253483274365
4166,4.165999999999726,3477.3330223513376
4167,4.166999999999726,3477.240695623846
4168,4.167999999999727,3477.148368144838
4169,4.168999999999727,3477.0560399142028
4170,4.169999999999727,3476.963710931759
4171,4.170999999999728,3476.871381197415
4172,4.171999999999728,3476.779050710997
4173,4.172999999999728,3476.68671947239
4174,4.173999999999729,3476.594387481459
4175,4.174999999999729,3476.502054738058
4176,4.175999999999729,3476.409721242056
4177,4.17699999999973,3476.317386993327
4178,4.17799999999973,3476.225051991703
4179,4.17899999999973,3476.1327162370694
4180,4.179999999999731,3476.0403797292893
4181,4.180999999999731,3475.948042468226
4182,4.181999999999731,3475.855704453739
4183,4.182999999999732,3475.763365685682
4184,4.183999999999732,3475.6710261639346
4185,4.184999999999732,3475.5786858883507
4186,4.185999999999733,3475.4863448587944
4187,4.186999999999733,3475.3940030751337
4188,4.187999999999733,3475.301660537225
4189,4.188999999999734,3475.2093172449254
4190,4.189999999999734,3475.1169731981045
4191,4.190999999999734,3475.0246283966294
4192,4.191999999999735,3474.932282840336
4193,4.192999999999735,3474.839936529128
4194,4.193999999999735,3474.7475894628324
4195,4.194999999999736,3474.6552416413347
4196,4.195999999999736,3474.562893064478
4197,4.196999999999736,3474.470543732136
4198,4.197999999999737,3474.378193644166
4199,4.198999999999737,3474.2858428004315
4200,4.199999999999737,3474.1934912007914
4201,4.200999999999738,3474.10113884511
4202,4.201999999999738,3474.008785733241
4203,4.202999999999738,3473.916431865054
4204,4.203999999999739,3473.8240772404088
4205,4.204999999999739,3473.731721859164
4206,4.205999999999739,3473.639365721175
4207,4.20699999999974,3473.5470088263187
4208,4.20799999999974,3473.4546511744384
4209,4.20899999999974,3473.3622927654023
4210,4.209999999999741,3473.269933599081
4211,4.210999999999741,3473.177573675318
4212,4.211999999999741,3473.085212993974
4213,4.212999999999742,3472.9928515549286
4214,4.213999999999742,3472.900489358029
4215,4.214999999999742,3472.80812640313
4216,4.215999999999743,3472.7157626901
4217,4.216999999999743,3472.623398218796
4218,4.217999999999743,3472.5310329890785
4219,4.218999999999744,3472.438667000802
4220,4.219999999999744,3472.3463002538324
4221,4.220999999999744,3472.2539327480386
4222,4.221999999999745,3472.1615644832527
4223,4.222999999999745,3472.0691954593613
4224,4.223999999999745,3471.9768256762186
4225,4.224999999999746,3471.884455133678
4226,4.225999999999746,3471.79208383159
4227,4.226999999999746,3471.699711769831
4228,4.227999999999747,3471.607338948252
4229,4.228999999999747,3471.514965366712
4230,4.229999999999747,3471.4225910250657
4231,4.230999999999748,3471.330215923185
4232,4.231999999999748,3471.237840060915
4233,4.232999999999748,3471.145463438125
4234,4.233999999999749,3471.0530860546583
4235,4.234999999999749,3470.960707910388
4236,4.235999999999749,3470.8683290051595
4237,4.23699999999975,3470.775949338853
4238,4.23799999999975,3470.683568911308
4239,4.23899999999975,3470.591187722381
4240,4.239999999999751,3470.4988057719424
4241,4.240999999999751,3470.406423059832
4242,4.241999999999751,3470.314039585932
4243,4.242999999999752,3470.221655350089
4244,4.243999999999752,3470.129270352153
4245,4.244999999999752,3470.036884591988
4246,4.245999999999753,3469.9444980694443
4247,4.246999999999753,3469.8521107843994
4248,4.247999999999753,3469.7597227366896
4249,4.248999999999754,3469.6673339261824
4250,4.249999999999754,3469.574944352736
4251,4.250999999999754,3469.4825540162
4252,4.251999999999755,3469.390162916436
4253,4.252999999999755,3469.297771053305
4254,4.253999999999755,3469.205378426644
4255,4.254999999999756,3469.112985036344
4256,4.255999999999756,3469.0205908822345
4257,4.256999999999756,3468.928195964176
4258,4.257999999999757,3468.8358002820296
4259,4.258999999999757,3468.7434038356587
4260,4.259999999999757,3468.6510066249007
4261,4.260999999999758,3468.558608649627
4262,4.261999999999758,3468.466209909695
4263,4.262999999999758,3468.373810404952
4264,4.263999999999759,3468.281410135256
4265,4.264999999999759,3468.189009100459
4266,4.265999999999759,3468.096607300428
4267,4.26699999999976,3468.0042047350103
4268,4.26799999999976,3467.911801404068
4269,4.26899999999976,3467.8193973074467
4270,4.269999999999761,3467.7269924450056
4271,4.270999999999761,3467.6345868166145
4272,4.271999999999761,3467.542180422106
4273,4.272999999999762,3467.449773261343
4274,4.273999999999762,3467.3573653341864
4275,4.274999999999762,3467.264956640496
4276,4.275999999999763,3467.1725471801064
4277,4.276999999999763,3467.080136952894
4278,4.277999999999763,3466.9877259586906
4279,4.278999999999764,3466.8953141973743
4280,4.279999999999764,3466.8029016687847
4281,4.280999999999764,3466.7104883727848
4282,4.281999999999765,3466.618074309225
4283,4.282999999999765,3466.5256594779567
4284,4.283999999999765,3466.433243878843
4285,4.284999999999766,3466.340827511728
4286,4.285999999999766,3466.248410376465
4287,4.286999999999766,3466.1559924729227
4288,4.287999999999767,3466.0635738009432
4289,4.288999999999767,3465.971154360375
4290,4.289999999999767,3465.878734151089
4291,4.290999999999768,3465.7863131729264
4292,4.291999999999768,3465.693891425735
4293,4.292999999999768,3465.6014689093886
4294,4.293999999999769,3465.509045623724
4295,4.294999999999769,3465.416621568598
4296,4.295999999999769,3465.3241967438653
4297,4.29699999999977,3465.231771149377
4298,4.29799999999977,3465.13934478499
4299,4.29899999999977,3465.0469176505603
4300,4.299999999999771,3464.954489745924
4301,4.300999999999771,3464.862061070948
4302,4.301999999999771,3464.769631625481
4303,4.302999999999772,3464.6772014093817
4304,4.303999999999772,3464.5847704225
4305,4.304999999999772,3464.4923386646838
4306,4.305999999999773,3464.399906135788
4307,4.306999999999773,3464.3074728356582
4308,4.307999999999773,3464.215038764156
4309,4.308999999999774,3464.122603921129
4310,4.309999999999774,3464.0301683064304
4311,4.310999999999774,3463.9377319199125
4312,4.311999999999775,3463.845294761432
4313,4.312999999999775,3463.7528568308367
4314,4.313999999999775,3463.66041812797
4315,4.314999999999776,3463.567978652687
4316,4.315999999999776,3463.475538404855
4317,4.316999999999776,3463.383097384311
4318,4.317999999999777,3463.290655590894
4319,4.318999999999777,3463.19821302448
4320,4.319999999999777,3463.105769684902
4321,4.320999999999778,3463.0133255720284
4322,4.321999999999778,3462.920880685695
4323,4.322999999999778,3462.828435025754
4324,4.323999999999779,3462.735988592072
4325,4.324999999999779,3462.64354138448
4326,4.325999999999779,3462.5510934028384
4327,4.32699999999978,3462.4586446469943
4328,4.32799999999978,3462.366195116794
4329,4.32899999999978,3462.273744812109
4330,4.329999999999781,3462.181293732755
4331,4.330999999999781,3462.08884187861
4332,4.331999999999781,3461.996389249516
4333,4.332999999999782,3461.9039358453265
4334,4.333999999999782,3461.811481665876
4335,4.334999999999782,3461.719026711038
4336,4.335999999999783,3461.626570980647
4337,4.336999999999783,3461.534114474556
4338,4.337999999999783,3461.441657192603
4339,4.338999999999784,3461.349199134658
4340,4.339999999999784,3461.25674030056
4341,4.340999999999784,3461.164280690164
4342,4.341999999999785,3461.071820303308
4343,4.342999999999785,3460.979359139837
4344,4.343999999999785,3460.8868971996235
4345,4.344999999999786,3460.7944344825087
4346,4.345999999999786,3460.701970988329
4347,4.346999999999786,3460.6095067169376
