,"Time      (s) at_1,380e-03","Thrust    (N) at_1,380e-03","P comb (psia) at_1,380e-03","P crit (psia) at_1,380e-03"
0,0.0,4651.730168747369,346.7139774169025,484.14255978576057
1,0.001,4651.601007659956,346.71458911650745,484.1187808464804
2,0.002,4651.501508065383,346.71337199152214,484.0985732212471
3,0.003,4651.391783002864,346.710115721888,484.0774984440519
4,0.004,4651.282406357948,346.70558938422664,484.0566364359419
5,0.005,4651.171422532196,346.70011625721656,484.0357244270044
6,0.006,4651.059746370607,346.69398057718905,484.0148263580316
7,0.007,4650.947467315434,346.6873711937959,483.9939266686417
8,0.008,4650.834785480609,346.6804255955734,483.97302914514273
9,0.009,4650.72180991488,346.67324074906963,483.95213286556
10,0.01,4650.608626236494,346.665885785312,483.9312380538035
11,0.011,4650.495293349777,346.65840980769264,483.9103446548871
12,0.012,4650.381853613706,346.65084773822724,483.8894526817115
13,0.013,4650.268337028151,346.6432244023503,483.86856213065016
14,0.014,4650.154764950964,346.63555745056857,483.8476730021007
15,0.015,4650.041152560508,346.62785943145985,483.826785295482
16,0.016,4649.927510650203,346.6201392665085,483.8058990104511
17,0.017,4649.813846893839,346.6124032984441,483.7850141466057
18,0.018,4649.700166747791,346.6046560366452,483.7641307035603
19,0.019,4649.586474091775,346.59690068704697,483.74324868092594
20,0.02,4649.472771684564,346.5891395289041,483.7223680783121
21,0.021,4649.359061487999,346.581374182648,483.70148889532993
22,0.022,4649.24534489736,346.5736058003404,483.68061113159257
23,0.023,4649.131622905084,346.5658352010436,483.65973478670907
24,0.024,4649.017896217238,346.5580629670871,483.6388598602933
25,0.025,4648.90416533628,346.5502895124956,483.6179863519554
26,0.026,4648.790430619928,346.5425151316456,483.5971142613103
27,0.027,4648.676692322943,346.5347400338399,483.5762435879657
28,0.028,4648.562950626974,346.5269643679117,483.5553743315377
29,0.029,4648.449205661617,346.5191882397001,483.5345064916364
30,0.03,4648.335457519526,346.51141172448695,483.51364006787696
31,0.031,4648.221706267038,346.5036348758193,483.4927750598716
32,0.032,4648.107951951763,346.4958577317905,483.4719114672298
33,0.033,4647.994194608122,346.4880803195259,483.4510492895704
34,0.034,4647.880434261007,346.4803026583392,483.4301885265031
35,0.035,4647.766670928617,346.47252476199066,483.40932917764303
36,0.036,4647.652904624367,346.4647466402958,483.38847124260303
37,0.037,4647.539135358301,346.4569683002616,483.3676147209986
38,0.038,4647.425363138026,346.44918974691564,483.3467596124416
39,0.039,4647.311587969444,346.4414109838528,483.32590591654736
40,0.04,4647.197809857247,346.4336320136725,483.3050536329301
41,0.041,4647.084028805235,346.425852838245,483.2842027612057
42,0.042,4646.970244816599,346.4180734589368,483.2633533009872
43,0.043,4646.856457894103,346.4102938767543,483.24250525189103
44,0.044,4646.74266804018,346.40251409244377,483.2216586135309
45,0.045,4646.628875257069,346.3947341065723,483.2008133855233
46,0.046,4646.515079546816,346.38695391957185,483.1799695674836
47,0.047,4646.401280911377,346.3791735317841,483.15912715902687
48,0.048,4646.287479352606,346.37139294348407,483.13828615976735
49,0.049,4646.17367487234,346.3636121549017,483.1174465693246
50,0.05,4646.059867472346,346.3558311662372,483.0966083873122
51,0.051,4645.946057154361,346.34804997766315,483.0757716133479
52,0.052,4645.832243920097,346.34026858933095,483.05493624704656
53,0.053,4645.718427771283,346.33248700138904,483.0341022880269
54,0.054,4645.604608709584,346.3247052139664,483.0132697359034
55,0.055,4645.490786736698,346.3169232271908,482.9924385902952
56,0.056,4645.376961854312,346.30914104119387,482.971608850818
57,0.057,4645.263134064091,346.3013586560934,482.9507805170898
58,0.058,4645.14930336772,346.2935760720107,482.92995358872855
59,0.059,4645.035469766851,346.28579328905926,482.9091280653508
60,0.06,4644.921633263161,346.27801030735657,482.8883039465749
61,0.061,4644.807793858326,346.2702271270275,482.86748123202
62,0.062,4644.693951553999,346.2624437481814,482.8466599213028
63,0.063,4644.580106351832,346.25466017092725,482.8258400140416
64,0.064,4644.466258253499,346.2468763953831,482.8050215098559
65,0.065,4644.352407260656,346.23909242166366,482.78420440836345
66,0.066,4644.238553374961,346.23130824988493,482.7633887091834
67,0.067,4644.124696598086,346.2235238801572,482.7425744119355
68,0.068,4644.010836931664,346.2157393125959,482.7217615162377
69,0.069,4643.89697437738,346.20795454731365,482.7009500217116
70,0.07,4643.783108936861,346.2001695844233,482.6801399279748
71,0.071,4643.669240611775,346.1923844240377,482.6593312346465
72,0.072,4643.555369403783,346.18459906627555,482.6385239413478
73,0.073,4643.441495314531,346.1768135112473,482.61771804769865
74,0.074,4643.327618345656,346.16902775906004,482.5969135533188
75,0.075,4643.213738498831,346.1612418098325,482.57611045782863
76,0.076,4643.099855775703,346.1534556636764,482.5553087608503
77,0.077,4642.985970177917,346.145669320708,482.53450846200224
78,0.078,4642.872081707109,346.1378827810337,482.5137095609054
79,0.079,4642.758190364952,346.13009604476986,482.4929120571831
80,0.08,4642.644296153064,346.1223091120256,482.4721159504539
81,0.081,4642.530399073116,346.1145219829175,482.4513212403409
