,"Time      (s) at_1,700e-03","P comb (psia) at_1,700e-03","P crit (psia) at_1,700e-03"
0,0.0,281.4224174783188,484.14255978576045
1,0.001,281.42407295096467,484.1187808464804
2,0.002,281.4232747314907,484.0985732212471
3,0.003,281.4204242742206,484.0774984440519
4,0.004,281.4163661046078,484.0566364359419
5,0.005,281.4115018231118,484.0357244270044
6,0.006,281.40612488012755,484.0148263580316
7,0.007,281.4004159112857,483.9939266686417
8,0.008,281.3944933579707,483.97302914514273
9,0.009,281.3884330339236,483.95213286556
10,0.01,281.3822839085789,483.9312380538035
11,0.011,281.3760775037819,483.9103446548871
12,0.012,281.36983413644936,483.8894526817115
13,0.013,281.363566895077,483.86856213065016
14,0.014,281.35728421300166,483.8476730021007
15,0.015,281.3509915237118,483.826785295482
16,0.016,281.34469232800126,483.8058990104511
17,0.017,281.3383888814116,483.7850141466057
18,0.018,281.3320826371892,483.7641307035603
19,0.019,281.32577453166266,483.74324868092594
20,0.02,281.31946516811803,483.7223680783121
21,0.021,281.31315493526535,483.70148889532993
22,0.022,281.3068440835739,483.68061113159257
23,0.023,281.3005327744482,483.65973478670907
24,0.024,281.2942211119049,483.6388598602933
25,0.025,281.28790916299374,483.6179863519554
26,0.026,281.2815969709479,483.5971142613103
27,0.027,281.2752845636472,483.5762435879657
28,0.028,281.26897195908725,483.5553743315377
29,0.029,281.2626591688972,483.5345064916364
30,0.03,281.25634620060407,483.51364006787696
31,0.031,281.2500330590891,483.4927750598716
32,0.032,281.24371974752614,483.4719114672298
33,0.033,281.2374062679961,483.4510492895704
34,0.034,281.23109262187654,483.4301885265031
35,0.035,281.2247788100853,483.40932917764303
36,0.036,281.2184648332436,483.38847124260303
37,0.037,281.2121506917857,483.3676147209986
38,0.038,281.20583638603193,483.3467596124416
39,0.039,281.19952191621394,483.32590591654736
40,0.04,281.1932072825203,483.3050536329301
41,0.041,281.1868924850998,483.2842027612057
42,0.042,281.1805775240836,483.2633533009872
43,0.043,281.1742623995906,483.24250525189103
44,0.044,281.1679471117276,483.2216586135309
45,0.045,281.1616316606006,483.2008133855233
46,0.046,281.1553160463096,483.1799695674836
47,0.047,281.1490002689478,483.15912715902687
48,0.048,281.142684328612,483.13828615976735
49,0.049,281.1363682253983,483.1174465693246
50,0.05,281.13005195940394,483.0966083873122
51,0.051,281.12373553072086,483.0757716133479
52,0.052,281.1174189394388,483.05493624704656
53,0.053,281.1111021856561,483.0341022880269
54,0.054,281.10478526945974,483.0132697359034
55,0.055,281.0984681909414,482.9924385902952
56,0.056,281.092150950202,482.971608850818
57,0.057,281.0858335473266,482.9507805170898
58,0.058,281.0795159824127,482.92995358872855
59,0.059,281.0731982555512,482.9091280653508
60,0.06,281.06688036683164,482.8883039465749
61,0.061,281.0605623163543,482.86748123202
62,0.062,281.0542441042068,482.8466599213028
63,0.063,281.0479257304784,482.8258400140416
64,0.064,281.04160719526345,482.8050215098559
65,0.065,281.0352884986549,482.78420440836345
66,0.066,281.02896964074614,482.7633887091834
67,0.067,281.02265062162644,482.7425744119355
68,0.068,281.0163314413887,482.7217615162377
69,0.069,281.01001210012595,482.7009500217116
70,0.07,281.00369259793086,482.6801399279748
71,0.071,280.99737293489096,482.6593312346465
72,0.072,280.9910531111075,482.6385239413478
73,0.073,280.984733126664,482.61771804769865
