,"Time      (s) at_1,240e-03","Thrust    (N) at_1,240e-03","P comb (psia) at_1,240e-03","P crit (psia) at_1,240e-03"
0,0.0,4694.1873528592005,385.8494381813745,484.14255978576057
1,0.001,4694.056803980776,385.85006005639946,484.1187808464804
2,0.002,4693.956796146726,385.8489966738088,484.0985732212471
3,0.003,4693.846864811744,385.8457859885219,484.0774984440519
4,0.004,4693.737502483567,385.8412046921053,484.0566364359419
5,0.005,4693.62663450118,385.8355555042155,484.0357244270044
6,0.006,4693.5151199506245,385.8291287470102,484.0148263580316
7,0.007,4693.403011959715,385.822123205579,483.9939266686417
8,0.008,4693.2904916816815,385.8146899485203,483.97302914514273
9,0.009,4693.17765869166,385.8069398454802,483.95213286556
10,0.01,4693.064595098787,385.798955196752,483.9312380538035
11,0.011,4692.951359637463,385.7907968658872,483.9103446548871
12,0.012,4692.837996282321,385.7825099187423,483.8894526817115
13,0.013,4692.724537463562,385.7741277102716,483.86856213065016
14,0.014,4692.61100721658,385.7656749309439,483.8476730021007
15,0.015,4692.497423326121,385.7571698566455,483.826785295482
16,0.016,4692.383798958894,385.7486260153187,483.8058990104511
17,0.017,4692.270143861108,385.7400534203751,483.7850141466057
18,0.018,4692.156465247591,385.7314594837688,483.7641307035603
19,0.019,4692.042768459254,385.7228496918216,483.74324868092594
20,0.02,4691.929057449899,385.7142281055,483.7223680783121
21,0.021,4691.815335146595,385.7055977307213,483.70148889532993
22,0.022,4691.701603716427,385.6969607924622,483.68061113159257
23,0.023,4691.587864763885,385.6883189376505,483.65973478670907
24,0.024,4691.47411947707,385.6796733853465,483.6388598602933
25,0.025,4691.360368735837,385.6710250379023,483.6179863519554
26,0.026,4691.246613191906,385.6623745632598,483.5971142613103
27,0.027,4691.132853328071,385.6537224558375,483.5762435879657
28,0.028,4691.019089502172,385.6450690816231,483.5553743315377
29,0.029,4690.905321979478,385.6364147115402,483.5345064916364
30,0.03,4690.791550956813,385.6277595461623,483.51364006787696
31,0.031,4690.677776580277,385.6191037339692,483.4927750598716
32,0.032,4690.563998958423,385.610447384891,483.4719114672298
33,0.033,4690.4502181721,385.6017905803339,483.4510492895704
34,0.034,4690.336434281544,385.5931333805863,483.4301885265031
35,0.035,4690.222647331782,385.58447583029454,483.40932917764303
36,0.036,4690.108857356571,385.57581796254135,483.38847124260303
37,0.037,4689.995064381359,385.5671598018448,483.3676147209986
38,0.038,4689.8812684254,385.5585013663922,483.3467596124416
39,0.039,4689.767469503379,385.5498426696695,483.32590591654736
40,0.04,4689.653667626625,385.5411837216992,483.3050536329301
41,0.041,4689.539862803934,385.5325245299257,483.2842027612057
42,0.042,4689.426055042256,385.5238650998928,483.2633533009872
43,0.043,4689.312244347181,385.5152054357406,483.24250525189103
44,0.044,4689.198430723271,385.5065455405618,483.2216586135309
45,0.045,4689.08461417435,385.4978854166815,483.2008133855233
46,0.046,4688.970794703672,385.4892250658555,483.1799695674836
47,0.047,4688.856972314083,385.4805644894089,483.15912715902687
48,0.048,4688.743147008109,385.4719036883613,483.13828615976735
49,0.049,4688.629318788095,385.46324266349967,483.1174465693246
50,0.05,4688.515487656183,385.4545814154443,483.0966083873122
51,0.051,4688.401653614389,385.4459199446836,483.0757716133479
52,0.052,4688.287816664637,385.4372582516057,483.05493624704656
53,0.053,4688.173976808811,385.42859633654206,483.0341022880269
54,0.054,4688.060134048699,385.4199341997602,483.0132697359034
55,0.055,4687.946288386088,385.4112718414929,482.9924385902952
56,0.056,4687.832439822725,385.4026092619561,482.971608850818
57,0.057,4687.718588360327,385.3939464613296,482.9507805170898
58,0.058,4687.604734000611,385.3852834397882,482.92995358872855
59,0.059,4687.490876745265,385.37662019748825,482.9091280653508
60,0.06,4687.377016595984,385.36795673457976,482.8883039465749
61,0.061,4687.263153554458,385.3592930512178,482.86748123202
62,0.062,4687.149287622347,385.35062914753377,482.8466599213028
63,0.063,4687.03541880132,385.3419650236615,482.8258400140416
64,0.064,4686.921547093057,385.3333006797381,482.8050215098559
65,0.065,4686.807672499215,385.3246361158955,482.78420440836345
66,0.066,4686.693795021458,385.3159713322641,482.7633887091834
67,0.067,4686.579914661453,385.3073063289703,482.7425744119355
68,0.068,4686.466031420845,385.2986411061438,482.7217615162377
69,0.069,4686.352145301319,385.28997566391496,482.7009500217116
70,0.07,4686.238256304507,385.2813100024082,482.6801399279748
71,0.071,4686.124364432071,385.2726441217509,482.6593312346465
72,0.072,4686.010469685679,385.2639780220782,482.6385239413478
73,0.073,4685.89657206697,385.2553117035042,482.61771804769865
74,0.074,4685.78267157759,385.24664516615775,482.5969135533188
75,0.075,4685.668768219206,385.2379784101673,482.57611045782863
76,0.076,4685.55486199347,385.2293114356591,482.5553087608503
77,0.077,4685.44095290203,385.2206442427625,482.53450846200224
78,0.078,4685.327040946519,385.2119768315965,482.5137095609054
79,0.079,4685.213126128611,385.2033092022909,482.4929120571831
80,0.08,4685.099208449921,385.1946413549646,482.4721159504539
81,0.081,4684.985287912129,385.18597328975,482.4513212403409
82,0.082,4684.871364516874,385.1773050067752,482.4305279264658
83,0.083,4684.757438265776,385.16863650615886,482.409736008448
84,0.084,4684.643509160499,385.1599677880248,482.3889454859123
85,0.085,4684.529577202688,385.15129885250496,482.3681563584788
86,0.086,4684.415642393976,385.1426296997202,482.34736862577074
87,0.087,4684.301704736022,385.1339603298015,482.3265822874104
88,0.088,4684.1877642304335,385.1252907428638,482.3057973430189
89,0.089,4684.073820878884,385.11662093903897,482.2850137922212
90,0.09,4683.95987468299,385.1079509184504,482.26423163463807
91,0.091,4683.845925644415,385.0992806812248,482.24345086989536
92,0.092,4683.731973764753,385.0906102274805,482.222671497612
93,0.093,4683.618019045675,385.081939557346,482.2018935174148
94,0.094,4683.504061488818,385.07326867094537,482.1811169289272
95,0.095,4683.390101095804,385.0645975684077,482.1603417317712
96,0.096,4683.276137868265,385.055926249853,482.139567925572
97,0.097,4683.162171807845,385.0472547154092,482.118795509952
98,0.098,4683.048202916159,385.0385829651948,482.0980244845371
99,0.099,4682.934231194854,385.0299109993336,482.0772548489514
100,0.1,4682.820256645558,385.0212388179582,482.0564866028189
101,0.101,4682.706279269888,385.0125664211832,482.0357197457636
102,0.102,4682.592299069494,385.00389380914106,482.0149542774124
103,0.103,4682.478316045997,384.99522098195416,481.99419019738895
104,0.104,4682.364330201008,384.9865479397423,481.9734275053172
105,0.105,4682.250341536165,384.9778746826311,481.95266620082447
106,0.106,4682.136350053105,384.9692012107452,481.9319062835371
107,0.107,4682.022355753433,384.9605275242084,481.9111477530779
108,0.108,4681.908358638789,384.9518536231466,481.8903906090747
109,0.109,4681.794358710789,384.9431795076805,481.8696348511534
110,0.11,4681.680355971041,384.93450517792894,481.8488804789391
111,0.111,4681.56635042119,384.92583063402327,481.82812749205925
112,0.112,4681.452342062848,384.9171558760856,481.80737589013927
113,0.113,4681.338330897631,384.9084809042377,481.7866256728072
114,0.114,4681.224316927154,384.89980571860025,481.7658768396886
115,0.115,4681.110300153041,384.8911303192991,481.7451293904102
116,0.116,4680.996280576917,384.882454706458,481.7243833246013
117,0.117,4680.882258200384,384.87377888020046,481.7036386418868
118,0.118,4680.768233025062,384.8651028406476,481.682895341895
119,0.119,4680.654205052573,384.8564265879273,481.6621534242543
120,0.12,4680.540174284526,384.8477501221578,481.6414128885917
121,0.1210000000000001,4680.426140722535,384.8390734434627,481.620673734536
122,0.1220000000000001,4680.312104368207,384.83039655196586,481.5999359617135
123,0.1230000000000001,4680.198065223151,384.821719447787,481.5791995697538
124,0.1240000000000001,4680.084023288992,384.8130421310532,481.5584645582855
125,0.125,4679.969978567324,384.80436460188207,481.537730926936
126,0.126,4679.855931059772,384.7956868604026,481.5169986753368
127,0.127,4679.741880767937,384.7870089067353,481.496267803114
128,0.128,4679.627827693414,384.77833074099846,481.4755383098972
129,0.1290000000000001,4679.513771837828,384.7696523633171,481.4548101953167
130,0.1300000000000001,4679.399713202766,384.7609737738119,481.4340834590012
131,0.1310000000000001,4679.285651789856,384.75229497261,481.4133581005801
132,0.1320000000000001,4679.171587600684,384.743615959828,481.392634119684
133,0.1330000000000001,4679.057520636858,384.7349367355925,481.3719115159421
134,0.1340000000000001,4678.943450899979,384.726257300023,481.3511902889837
135,0.1350000000000001,4678.829378391652,384.717577653239,481.3304704384408
136,0.1360000000000001,4678.715303113481,384.7088977953712,481.3097519639424
137,0.1370000000000001,4678.601225067057,384.7002177265327,481.28903486512047
138,0.1380000000000001,4678.48714425398,384.69153744685,481.2683191416032
139,0.1390000000000001,4678.373060675856,384.6828569564439,481.2476047930241
140,0.1400000000000001,4678.258974334271,384.6741762554316,481.22689181901256
141,0.1410000000000001,4678.144885230834,384.66549534393897,481.20618021920046
142,0.1420000000000001,4678.030793367129,384.65681422208775,481.1854699932195
143,0.1430000000000001,4677.916698744762,384.6481328899978,481.1647611407002
144,0.1440000000000001,4677.802601365316,384.6394513477938,481.1440536612743
145,0.1450000000000001,4677.68850123039,384.6307695955924,481.1233475545745
146,0.1460000000000001,4677.574398341584,384.6220876335186,481.1026428202327
147,0.1470000000000001,4677.460292700477,384.613405461692,481.08193945788025
148,0.1480000000000001,4677.346184308669,384.60472308023685,481.0612374671492
149,0.1490000000000001,4677.232073167743,384.5960404892694,481.0405368476732
150,0.1500000000000001,4677.117959279296,384.58735768891694,481.019837599084
151,0.1510000000000001,4677.003842644906,384.5786746792914,480.9991397210151
152,0.1520000000000001,4676.8897232661775,384.5699914605254,480.9784432130992
153,0.1530000000000001,4676.775601144663,384.5613080327244,480.9577480749679
154,0.1540000000000001,4676.6614762819945,384.5526243960224,480.9370543062578
155,0.1550000000000001,4676.547348679727,384.54394055053945,480.91636190659807
156,0.1560000000000001,4676.433218339454,384.5352564963897,480.89567087562574
157,0.1570000000000001,4676.319085262753,384.52657223369465,480.874981212973
158,0.1580000000000001,4676.204949451211,384.51788776257735,480.8542929182744
159,0.1590000000000001,4676.090810906417,384.5092030831596,480.8336059911635
160,0.1600000000000001,4675.976669629941,384.5005181955601,480.8129204312744
161,0.1610000000000001,4675.862525623366,384.4918330998997,480.7922362382412
162,0.1620000000000001,4675.748378888276,384.4831477962985,480.7715534116996
163,0.1630000000000001,4675.634229426237,384.4744622848753,480.7508719512824
164,0.1640000000000001,4675.520077238851,384.4657765657523,480.73019185662736
165,0.1650000000000001,4675.405922327668,384.4570906390471,480.7095131273664
166,0.1660000000000001,4675.291764694292,384.4484045048861,480.6888357631368
167,0.1670000000000001,4675.177604340272,384.4397181633849,480.6681597635717
168,0.1680000000000001,4675.0634412672,384.4310316146633,480.6474851283094
169,0.1690000000000001,4674.949275476639,384.4223448588378,480.6268118569833
170,0.1700000000000001,4674.835106970165,384.4136578960302,480.60613994922994
171,0.1710000000000001,4674.720935749354,384.4049707263649,480.58546940468494
172,0.1720000000000001,4674.606761815776,384.39628334995786,480.5648002229849
173,0.1730000000000001,4674.492585171,384.3875957669299,480.5441324037658
174,0.1740000000000001,4674.3784058166,384.37890797739897,480.5234659466643
175,0.1750000000000001,4674.264223754139,384.37021998148674,480.5028008513167
176,0.1760000000000001,4674.150038985186,384.3615317793119,480.4821371173596
177,0.1770000000000001,4674.035851511319,384.352843370994,480.4614747444302
178,0.1780000000000001,4673.921661334088,384.3441547566522,480.4408137321651
179,0.1790000000000001,4673.8074684550775,384.3354659364069,480.42015408020274
180,0.1800000000000001,4673.693272875834,384.3267769103744,480.399495788178
181,0.1810000000000001,4673.579074597927,384.3180876786741,480.3788388557305
182,0.1820000000000001,4673.464873622928,384.3093982414283,480.3581832824975
183,0.1830000000000001,4673.350669952392,384.30070859875343,480.3375290681157
184,0.1840000000000001,4673.236463587881,384.2920187507695,480.3168762122249
185,0.1850000000000001,4673.122254530961,384.2833286975977,480.2962247144616
186,0.1860000000000001,4673.008042783193,384.2746384393543,480.2755745744653
187,0.1870000000000001,4672.89382834613,384.26594797615655,480.2549257918735
188,0.1880000000000001,4672.7796112213255,384.2572573081235,480.2342783663247
189,0.1890000000000001,4672.665391410354,384.248566435376,480.2136322974593
190,0.1900000000000001,4672.551168914755,384.239875358032,480.1929875849131
191,0.1910000000000001,4672.436943736106,384.2311840762106,480.1723442283288
192,0.1920000000000001,4672.322715875944,384.2224925900309,480.1517022273432
193,0.1930000000000001,4672.208485335828,384.2138008996116,480.1310615815957
194,0.1940000000000001,4672.094252117315,384.2051090050637,480.110422290728
195,0.1950000000000001,4671.980016221945,384.196416906513,480.0897843543761
196,0.1960000000000001,4671.865777651298,384.1877246040792,480.069147772183
197,0.1970000000000001,4671.7515364069,384.179032097877,480.0485125437872
198,0.1980000000000001,4671.637292490315,384.1703393880234,480.02787866882994
199,0.1990000000000001,4671.523045903083,384.1616464746375,480.0072461469502
200,0.2000000000000001,4671.408796646763,384.152953357839,479.9866149777896
201,0.2010000000000001,4671.294544722898,384.14426003774537,479.9659851609871
202,0.2020000000000001,4671.180290133031,384.1355665144716,479.9453566961856
203,0.2030000000000001,4671.066032878716,384.1268727881372,479.924729583024
204,0.2040000000000001,4670.951772961495,384.1181788588614,479.9041038211443
205,0.2050000000000001,4670.837510382928,384.10948472676296,479.8834794101887
206,0.2060000000000001,4670.723245144528,384.100790391956,479.86285634979566
207,0.2070000000000001,4670.608977247867,384.09209585455903,479.84223463961047
208,0.2080000000000001,4670.494706694473,384.0834011146897,479.8216142792718
209,0.2090000000000001,4670.380433485895,384.0747061724664,479.8009952684228
210,0.2100000000000001,4670.266157623666,384.066011028003,479.78037760670566
211,0.2110000000000001,4670.151879109338,384.0573156814206,479.7597612937615
212,0.2120000000000001,4670.037597944442,384.0486201328393,479.7391463292328
213,0.2130000000000001,4669.923314130522,384.0399243823738,479.7185327127629
214,0.2140000000000001,4669.809027669099,384.0312284301329,479.6979204439932
215,0.2150000000000001,4669.694738561747,384.0225322762482,479.677309522568
216,0.2160000000000001,4669.580446809968,384.0138359208284,479.65669994812856
217,0.2170000000000001,4669.466152415311,384.0051393639939,479.6360917203184
218,0.2180000000000001,4669.351855379303,383.9964426058557,479.6154848387813
219,0.2190000000000001,4669.237555703501,383.98774564653536,479.5948793031613
220,0.2200000000000001,4669.123253389395,383.9790484861468,479.5742751130977
221,0.2210000000000001,4669.008948438569,383.9703511248091,479.55367226824086
222,0.2220000000000001,4668.894640852512,383.9616535626394,479.5330707682286
223,0.2230000000000001,4668.780330632785,383.9529557997541,479.5124706127087
224,0.2240000000000001,4668.666017780893,383.944257836266,479.4918718013224
225,0.2250000000000001,4668.551702298392,383.9355596722978,479.4712743337165
226,0.2260000000000001,4668.437384186791,383.9268613079613,479.4506782095338
227,0.2270000000000001,4668.323063447624,383.9181627433748,479.43008342842
228,0.2280000000000001,4668.208740082417,383.9094639786571,479.40948999001824
229,0.2290000000000001,4668.0944140927,383.9007650139193,479.388897893975
230,0.2300000000000001,4667.980085479991,383.8920658492788,479.3683071399344
231,0.2310000000000001,4667.86575424582,383.8833664848521,479.3477177275415
232,0.2320000000000001,4667.751420391715,383.874666920761,479.3271296564426
233,0.2330000000000001,4667.637083919188,383.8659671571155,479.3065429262817
234,0.2340000000000001,4667.522744829776,383.8572671940307,479.2859575367061
235,0.2350000000000001,4667.408403124981,383.8485670316239,479.26537348735945
236,0.2360000000000001,4667.294058806336,383.8398666700127,479.2447907778891
237,0.2370000000000001,4667.179711875367,383.831166109315,479.2242094079412
238,0.2380000000000001,4667.065362333583,383.8224653496393,479.2036293771623
239,0.2390000000000001,4666.951010182507,383.8137643911079,479.1830506851969
240,0.2400000000000001,4666.836655423648,383.8050632338297,479.1624733316936
241,0.2410000000000002,4666.722298058538,383.7963618779296,479.141897316298
242,0.2420000000000002,4666.607938088687,383.7876603235183,479.12132263865686
243,0.2430000000000002,4666.4935755155975,383.7789585707065,479.1007492984171
244,0.2440000000000002,4666.379210340797,383.7702566196137,479.08017729522624
245,0.2450000000000002,4666.264842565809,383.761554470359,479.059606628732
246,0.2460000000000002,4666.150472192127,383.7528521230521,479.0390372985808
247,0.2470000000000002,4666.03609922127,383.7441495778128,479.0184693044204
248,0.2480000000000002,4665.921723654745,383.7354468347471,478.9979026458989
249,0.2490000000000002,4665.807345494084,383.7267438939812,478.9773373226645
250,0.2500000000000001,4665.692964740767,383.718040755628,478.9567733343633
251,0.2510000000000001,4665.578581396328,383.70933741979593,478.9362106806464
252,0.2520000000000001,4665.46419546225,383.700633886602,478.9156493611597
253,0.2530000000000001,4665.349806940068,383.6919301561675,478.8950893755524
254,0.2540000000000001,4665.23541583127,383.68322622859927,478.8745307234732
255,0.2550000000000001,4665.121022137375,383.6745221040196,478.8539734045714
256,0.2560000000000001,4665.006625859873,383.6658177825355,478.8334174184951
257,0.2570000000000002,4664.892227000283,383.6571132642658,478.81286276489374
258,0.2580000000000002,4664.777825560103,383.6484085493278,478.7923094434161
