,"Time      (s) efficiency_9,950e-01","Thrust    (N) efficiency_9,950e-01"
0,0.0,3834.067454606278
1,0.001,3833.9760458114033
2,0.002,3833.899177008135
3,0.003,3833.813913526077
4,0.004,3833.7276386870376
5,0.005,3833.640046965501
6,0.006,3833.5519085312426
7,0.007,3833.463437194428
8,0.008,3833.374792975085
9,0.009,3833.286052942644
10,0.01,3833.197260931495
11,0.011,3833.108440230956
12,0.012,3833.0196035545223
13,0.013,3832.930757767077
14,0.014,3832.841906591688
15,0.015,3832.753052044016
16,0.016,3832.6641952161294
17,0.017,3832.5753366996023
18,0.018,3832.4864768149982
19,0.019,3832.397615736045
20,0.02,3832.3087535569775
21,0.021,3832.219890328963
22,0.022,3832.131026079856
23,0.023,3832.042160824874
24,0.024,3831.9532945723695
25,0.025,3831.864427327022
26,0.026,3831.775559091506
27,0.027,3831.6866898673816
28,0.028,3831.5978196556175
29,0.029,3831.5089484569257
30,0.03,3831.420076271753
31,0.031,3831.331203100531
32,0.032,3831.2423289435937
33,0.033,3831.153453801276
34,0.034,3831.064577673883
35,0.035,3830.9757005616943
36,0.036,3830.886822465032
37,0.037,3830.797943384184
38,0.038,3830.709063319423
39,0.039,3830.620182271056
40,0.04,3830.531300239359
41,0.041,3830.442417224633
42,0.042,3830.3535332271535
43,0.043,3830.2646482472296
44,0.044,3830.1757622851296
45,0.045,3830.086875341153
46,0.046,3829.997987415584
47,0.047,3829.909098508713
48,0.048,3829.820208620817
49,0.049,3829.7313177522014
50,0.05,3829.642425903141
51,0.051,3829.553533073936
52,0.052,3829.4646392648583
53,0.053,3829.375744476197
54,0.054,3829.286848708256
55,0.055,3829.197951961299
56,0.056,3829.1090542356233
57,0.057,3829.02015553153
58,0.058,3828.931255849274
59,0.059,3828.842355189168
60,0.06,3828.7534535514897
61,0.061,3828.66455093652
62,0.062,3828.575647344548
63,0.063,3828.486742775863
64,0.064,3828.397837230739
65,0.065,3828.3089307094792
66,0.066,3828.220023212361
67,0.067,3828.131114739663
