,"Time      (s) at_1,500e-03","P comb (psia) at_1,500e-03","P crit (psia) at_1,500e-03"
150,0.1500000000000001,317.9255618708393,481.019837599084
151,0.1510000000000001,317.9183855383978,480.9991397210151
152,0.1520000000000001,317.911209032228,480.9784432130992
153,0.1530000000000001,317.904032352419,480.9577480749679
154,0.1540000000000001,317.89685549907773,480.9370543062578
155,0.1550000000000001,317.8896784723049,480.91636190659807
156,0.1560000000000001,317.8825012721952,480.89567087562574
157,0.1570000000000001,317.8753238988499,480.874981212973
158,0.1580000000000001,317.86814635237016,480.8542929182744
159,0.1590000000000001,317.86096863285576,480.8336059911635
160,0.1600000000000001,317.85379074040753,480.8129204312744
161,0.1610000000000001,317.8466126751227,480.7922362382412
162,0.1620000000000001,317.8394344370999,480.7715534116996
163,0.1630000000000001,317.832256026439,480.7508719512824
164,0.1640000000000001,317.8250774432393,480.73019185662736
165,0.1650000000000001,317.81789868759967,480.7095131273664
166,0.1660000000000001,317.8107197596239,480.6888357631368
167,0.1670000000000001,317.8035406594085,480.6681597635717
168,0.1680000000000001,317.79636138705087,480.6474851283094
169,0.1690000000000001,317.7891819426478,480.6268118569833
170,0.1700000000000001,317.7820023263,480.60613994922994
171,0.1710000000000001,317.77482253811,480.58546940468494
172,0.1720000000000001,317.76764257817507,480.5648002229849
173,0.1730000000000001,317.7604624465924,480.5441324037658
174,0.1740000000000001,317.7532821434621,480.5234659466643
175,0.1750000000000001,317.74610166888164,480.5028008513167
176,0.1760000000000001,317.7389210229512,480.4821371173596
177,0.1770000000000001,317.7317402057702,480.4614747444302
178,0.1780000000000001,317.724559217437,480.4408137321651
179,0.1790000000000001,317.7173780580506,480.42015408020274
180,0.1800000000000001,317.7101967277069,480.399495788178
181,0.1810000000000001,317.7030152265048,480.3788388557305
182,0.1820000000000001,317.69583355454387,480.3581832824975
183,0.1830000000000001,317.68865171192226,480.3375290681157
184,0.1840000000000001,317.68146969873743,480.3168762122249
185,0.1850000000000001,317.67428751509107,480.2962247144616
186,0.1860000000000001,317.66710516107963,480.2755745744653
187,0.1870000000000001,317.659922636799,480.2549257918735
188,0.1880000000000001,317.65273994234656,480.2342783663247
189,0.1890000000000001,317.6455570778224,480.2136322974593
190,0.1900000000000001,317.6383740433258,480.1929875849131
191,0.1910000000000001,317.631190838953,480.1723442283288
192,0.1920000000000001,317.6240074648051,480.1517022273432
193,0.1930000000000001,317.616823920978,480.1310615815957
194,0.1940000000000001,317.6096402075645,480.110422290728
195,0.1950000000000001,317.6024563246692,480.0897843543761
196,0.1960000000000001,317.595272272389,480.069147772183
197,0.1970000000000001,317.5880880508188,480.0485125437872
198,0.1980000000000001,317.5809036600548,480.02787866882994
199,0.1990000000000001,317.5737191001986,480.0072461469502
200,0.2000000000000001,317.5665343713468,479.9866149777896
201,0.2010000000000001,317.55934947359634,479.9659851609871
202,0.2020000000000001,317.5521644070453,479.9453566961856
203,0.2030000000000001,317.5449791717883,479.924729583024
204,0.2040000000000001,317.5377937679258,479.9041038211443
205,0.2050000000000001,317.5306081955543,479.8834794101887
206,0.2060000000000001,317.5234224547714,479.86285634979566
207,0.2070000000000001,317.5162365456697,479.84223463961047
208,0.2080000000000001,317.50905046835265,479.8216142792718
209,0.2090000000000001,317.5018642229156,479.8009952684228
210,0.2100000000000001,317.4946778094516,479.78037760670566
211,0.2110000000000001,317.4874912280612,479.7597612937615
212,0.2120000000000001,317.4803044788424,479.7391463292328
213,0.2130000000000001,317.47311756189384,479.7185327127629
214,0.2140000000000001,317.4659304773017,479.6979204439932
215,0.2150000000000001,317.4587432251761,479.677309522568
216,0.2160000000000001,317.45155580560794,479.65669994812856
217,0.2170000000000001,317.444368218693,479.6360917203184
218,0.2180000000000001,317.437180464526,479.6154848387813
219,0.2190000000000001,317.42999254320773,479.5948793031613
220,0.2200000000000001,317.42280445482896,479.5742751130977
221,0.2210000000000001,317.4156161994934,479.55367226824086
222,0.2220000000000001,317.4084277772953,479.5330707682286
223,0.2230000000000001,317.40123918832944,479.5124706127087
224,0.2240000000000001,317.3940504326912,479.4918718013224
225,0.2250000000000001,317.38686151048006,479.4712743337165
226,0.2260000000000001,317.37967242179,479.4506782095338
227,0.2270000000000001,317.3724831667176,479.43008342842
228,0.2280000000000001,317.36529374536195,479.40948999001824
229,0.2290000000000001,317.3581041578127,479.388897893975
230,0.2300000000000001,317.35091440417204,479.3683071399344
231,0.2310000000000001,317.3437244845313,479.3477177275415
232,0.2320000000000001,317.3365343989913,479.3271296564426
233,0.2330000000000001,317.3293441476462,479.3065429262817
234,0.2340000000000001,317.3221537305875,479.2859575367061
235,0.2350000000000001,317.31496314791576,479.26537348735945
236,0.2360000000000001,317.3077723997248,479.2447907778891
237,0.2370000000000001,317.300581486112,479.2242094079412
238,0.2380000000000001,317.2933904071696,479.2036293771623
239,0.2390000000000001,317.286199163,479.1830506851969
240,0.2400000000000001,317.27900775368875,479.1624733316936
241,0.2410000000000002,317.2718161793407,479.141897316298
242,0.2420000000000002,317.2646244400465,479.12132263865686
243,0.2430000000000002,317.2574325358995,479.1007492984171
244,0.2440000000000002,317.25024046699576,479.08017729522624
245,0.2450000000000002,317.243048233439,479.059606628732
246,0.2460000000000002,317.23585583531514,479.0390372985808
247,0.2470000000000002,317.2286632727262,479.0184693044204
248,0.2480000000000002,317.2214705457547,478.9979026458989
249,0.2490000000000002,317.21427765451205,478.9773373226645
250,0.2500000000000001,317.20708459908525,478.9567733343633
251,0.2510000000000001,317.1998913795665,478.9362106806464
252,0.2520000000000001,317.19269799605325,478.9156493611597
253,0.2530000000000001,317.185504448646,478.8950893755524
254,0.2540000000000001,317.178310737432,478.8745307234732
255,0.2550000000000001,317.17111686251104,478.8539734045714
256,0.2560000000000001,317.1639228239736,478.8334174184951
257,0.2570000000000002,317.1567286219171,478.81286276489374
258,0.2580000000000002,317.1495342564388,478.7923094434161
259,0.2590000000000002,317.14233972762776,478.771757453712
260,0.2600000000000002,317.135145035581,478.7512067954303
261,0.2610000000000002,317.12795018039344,478.7306574682216
262,0.2620000000000002,317.120755162159,478.7101094717348
263,0.2630000000000002,317.11355998097065,478.6895628056202
264,0.2640000000000002,317.1063646369249,478.6690174695276
265,0.2650000000000002,317.09916913012086,478.64847346310825
266,0.2660000000000002,317.0919734606433,478.6279307860111
267,0.2670000000000002,317.08477762859013,478.60738943788687
268,0.2680000000000002,317.07758163405487,478.5868494183882
269,0.2690000000000002,317.0703854771371,478.5663107271626
270,0.2700000000000002,317.06318915792514,478.5457733638646
271,0.2710000000000002,317.05599267650973,478.52523732814194
272,0.2720000000000002,317.04879603299025,478.5047026196492
273,0.2730000000000002,317.04159922746504,478.48416923803495
274,0.2740000000000002,317.0344022600204,478.4636371829512
275,0.2750000000000002,317.0272051307544,478.4431064540512
276,0.2760000000000002,317.0200078397596,478.4225770509868
277,0.2770000000000002,317.0128103871276,478.40204897340783
278,0.2780000000000002,317.00561277295424,478.3815222209681
279,0.2790000000000002,316.9984149973326,478.3609967933194
280,0.2800000000000002,316.9912170603586,478.3404726901141
281,0.2810000000000002,316.9840189621204,478.3199499110056
282,0.2820000000000002,316.9768207027151,478.2994284556452
283,0.2830000000000002,316.96962228223543,478.27890832368666
284,0.2840000000000002,316.9624237007777,478.25838951478335
285,0.2850000000000002,316.95522495843073,478.2378720285876
286,0.2860000000000002,316.9480260552898,478.21735586475216
287,0.2870000000000002,316.9408269914498,478.1968410229322
288,0.2880000000000002,316.9336277670012,478.1763275027806
289,0.2890000000000002,316.9264283820392,478.15581530395184
290,0.2900000000000002,316.9192288366555,478.1353044260969
291,0.2910000000000002,316.9120291309429,478.114794868873
292,0.2920000000000002,316.90482926499624,478.0942866319325
293,0.2930000000000002,316.89762923891016,478.0737797149308
294,0.2940000000000002,316.8904290527737,478.0532741175227
295,0.2950000000000002,316.8832287066833,478.0327698393605
296,0.2960000000000002,316.87602820072675,478.0122668801015
297,0.2970000000000002,316.8688275350011,477.99176523939934
298,0.2980000000000002,316.8616267095982,477.9712649169092
299,0.2990000000000002,316.85442572460965,477.95076591228576
300,0.3000000000000002,316.84722458012584,477.9302682251856
301,0.3010000000000002,316.84002327624694,477.9097718552644
302,0.3020000000000002,316.8328218130564,477.88927680217546
303,0.3030000000000002,316.8256201906536,477.8687830655768
304,0.3040000000000002,316.81841840913063,477.84829064512337
305,0.3050000000000002,316.81121646857736,477.8277995404712
306,0.3060000000000002,316.8040143690852,477.8073097512768
307,0.3070000000000002,316.7968121107449,477.786821277196
308,0.3080000000000002,316.7896096936535,477.7663341178859
309,0.3090000000000002,316.78240711790045,477.7458482730018
310,0.3100000000000002,316.7752043835836,477.7253637422032
311,0.3110000000000002,316.7680014907864,477.7048805251449
312,0.3120000000000002,316.760798439605,477.6843986214839
313,0.3130000000000002,316.75359523013475,477.66391803087816
314,0.3140000000000002,316.74639186246293,477.6434387529838
315,0.3150000000000002,316.7391883366829,477.6229607874609
316,0.3160000000000002,316.73198465289016,477.602484133964
317,0.3170000000000002,316.72478081117066,477.5820087921529
318,0.3180000000000002,316.7175768116159,477.56153476168487
319,0.3190000000000002,316.7103726543201,477.54106204221824
320,0.3200000000000002,316.7031683393766,477.52059063340937
321,0.3210000000000002,316.69596386687687,477.50012053491946
322,0.3220000000000002,316.6887592369137,477.4796517464051
323,0.3230000000000002,316.68155444957125,477.45918426752615
324,0.3240000000000002,316.67434950494675,477.43871809793984
325,0.3250000000000002,316.66714440313154,477.4182532373061
326,0.3260000000000002,316.6599391442187,477.3977896852846
327,0.3270000000000002,316.6527337282968,477.3773274415328
328,0.3280000000000002,316.6455281554556,477.3568665057111
329,0.3290000000000002,316.63832242579105,477.33640687747817
330,0.3300000000000002,316.6311165393942,477.31594855649575
331,0.3310000000000002,316.6239104963519,477.2954915424201
332,0.3320000000000002,316.6167042967514,477.2750358349143
333,0.3330000000000002,316.60949794069575,477.2545814336369
334,0.3340000000000002,316.6022914282661,477.2341283382492
335,0.3350000000000002,316.59508475955766,477.2136765484099
336,0.3360000000000002,316.5878779346655,477.1932260637799
337,0.3370000000000002,316.5806709536766,477.1727768840206
338,0.3380000000000002,316.5734638166774,477.1523290087919
339,0.3390000000000002,316.5662565237642,477.1318824377547
340,0.3400000000000002,316.55904907502503,477.1114371705702
341,0.3410000000000002,316.5518414705534,477.0909932069007
342,0.3420000000000002,316.5446337104364,477.0705505464056
343,0.3430000000000002,316.53742579477154,477.0501091887469
344,0.3440000000000002,316.53021772364224,477.0296691335867
345,0.3450000000000002,316.52300949714106,477.00923038058704
346,0.3460000000000002,316.5158011153616,476.9887929294081
347,0.3470000000000002,316.5085925783885,476.9683567797138
348,0.3480000000000002,316.5013838863161,476.9479219311661
349,0.3490000000000002,316.49417503923576,476.9274883834256
350,0.3500000000000002,316.4869660372319,476.90705613615546
351,0.3510000000000002,316.47975688040066,476.88662518901896
352,0.3520000000000002,316.47254756883166,476.866195541679
353,0.3530000000000002,316.46533810261485,476.8457671937972
354,0.3540000000000002,316.4581284818381,476.82534014503744
355,0.3550000000000002,316.45091870659064,476.8049143950614
356,0.3560000000000002,316.4437087769685,476.7844899435341
357,0.3570000000000002,316.43649869305773,476.7640667901184
358,0.3580000000000002,316.42928845494646,476.7436449344768
359,0.3590000000000002,316.4220780627264,476.7232243762744
360,0.3600000000000002,316.4148675164868,476.70280511517416
361,0.3610000000000002,316.4076568163214,476.6823871508413
362,0.3620000000000002,316.40044596232,476.6619704829382
363,0.3630000000000002,316.3932349545666,476.6415551111286
364,0.3640000000000002,316.3860237931543,476.6211410350799
365,0.3650000000000002,316.37881247816784,476.600728254453
366,0.3660000000000002,316.37160100970243,476.5803167689152
367,0.3670000000000002,316.36438938784806,476.5599065781293
368,0.3680000000000002,316.35717761269166,476.5394976817629
369,0.3690000000000002,316.3499656843226,476.5190900794779
370,0.3700000000000003,316.34275360283186,476.4986837709416
371,0.3710000000000003,316.3355413683061,476.4782787558184
372,0.3720000000000003,316.3283289808342,476.4578750337732
373,0.3730000000000003,316.32111644050934,476.4374726044734
374,0.3740000000000003,316.31390374741983,476.4170714675835
375,0.3750000000000003,316.30669090165446,476.3966716227701
376,0.3760000000000003,316.2994779033023,476.3762730696981
377,0.3770000000000003,316.2922647524519,476.3558758080336
378,0.3780000000000003,316.2850514491917,476.3354798374448
379,0.3790000000000003,316.277837993616,476.31508515759685
380,0.3800000000000003,316.27062438580225,476.2946917681545
381,0.3810000000000003,316.26341062584686,476.27429966878873
382,0.3820000000000003,316.25619671383845,476.25390885916175
383,0.3830000000000003,316.2489826498682,476.2335193389445
384,0.3840000000000003,316.24176843401744,476.2131311078005
385,0.3850000000000003,316.2345540663828,476.1927441653994
386,0.3860000000000003,316.2273395470498,476.1723585114077
387,0.3870000000000003,316.22012487610976,476.1519741454933
388,0.3880000000000003,316.21291005364867,476.1315910673245
389,0.3890000000000003,316.20569507975114,476.11120927656685
390,0.3900000000000003,316.19847995450846,476.09082877289046
391,0.3910000000000003,316.19126467801266,476.0704495559619
392,0.3920000000000003,316.18404925035105,476.0500716254509
393,0.3930000000000003,316.17683367160646,476.029694981024
394,0.3940000000000003,316.16961794187205,476.0093196223506
395,0.3950000000000003,316.1624020612363,475.98894554909975
396,0.3960000000000003,316.155186029789,475.9685727609398
397,0.3970000000000003,316.1479698476156,475.9482012575393
398,0.3980000000000003,316.1407535148051,475.92783103856704
399,0.3990000000000003,316.133537031439,475.90746210369247
400,0.4000000000000003,316.12632039761473,475.88709445258576
401,0.4010000000000003,316.1191036134144,475.8667280849144
402,0.4020000000000003,316.1118866789316,475.8463630003495
403,0.4030000000000003,316.1046695942503,475.8259991985606
404,0.4040000000000003,316.0974523594592,475.8056366792165
405,0.4050000000000003,316.0902349746454,475.7852754419879
406,0.4060000000000003,316.0830174398952,475.7649154865454
407,0.4070000000000003,316.075799755301,475.7445568125588
408,0.4080000000000003,316.0685819209496,475.72419941969775
409,0.4090000000000003,316.0613639369225,475.7038433076341
410,0.4100000000000003,316.0541458033146,475.6834884760361
411,0.4110000000000003,316.0469275202097,475.6631349245776
412,0.4120000000000003,316.03970908769486,475.6427826529271
413,0.4130000000000003,316.0324905058605,475.62243166075706
414,0.4140000000000003,316.02527177479567,475.6020819477368
415,0.4150000000000003,316.01805289458,475.5817335135389
416,0.4160000000000003,316.0108338653065,475.5613863578352
417,0.4170000000000003,316.0036146870598,475.5410404802966
418,0.4180000000000003,315.99639535992856,475.5206958805952
419,0.4190000000000003,315.9891758840007,475.5003525584029
420,0.4200000000000003,315.9819562593596,475.48001051338906
421,0.4210000000000003,315.9747364861005,475.4596697452309
422,0.4220000000000003,315.9675165643043,475.4393302535958
423,0.4230000000000003,315.96029649405904,475.4189920381589
424,0.4240000000000003,315.9530762754488,475.398655098591
425,0.4250000000000003,315.9458559085681,475.37831943456615
426,0.4260000000000003,315.9386353934962,475.3579850457561
427,0.4270000000000003,315.93141473031943,475.3376519318348
428,0.4280000000000003,315.92419391913586,475.3173200924738
429,0.4290000000000003,315.91697296001973,475.29698952734776
430,0.4300000000000003,315.90975185306183,475.2766602361282
431,0.4310000000000003,315.902530598354,475.2563322184904
432,0.4320000000000003,315.89530919597405,475.2360054741072
433,0.4330000000000003,315.88808764601185,475.2156800026514
434,0.4340000000000003,315.88086594855645,475.195355803798
435,0.4350000000000003,315.8736441036896,475.1750328772208
436,0.4360000000000003,315.8664221115069,475.1547112225927
437,0.4370000000000003,315.859199972084,475.1343908395895
438,0.4380000000000003,315.8519776855147,475.1140717278848
439,0.4390000000000003,315.8447552518818,475.0937538871533
440,0.4400000000000003,315.83753267127173,475.0734373170681
441,0.4410000000000003,315.8303099437744,475.05312201730726
442,0.4420000000000003,315.8230870694702,475.03280798754287
443,0.4430000000000003,315.815864048446,475.0124952274491
444,0.4440000000000003,315.8086408807927,474.9921837367045
445,0.4450000000000003,315.8014175665924,474.9718735149816
446,0.4460000000000003,315.79419410593385,474.9515645619566
447,0.4470000000000003,315.7869704988984,474.931256877305
448,0.4480000000000003,315.77974674557646,474.9109504607032
449,0.4490000000000003,315.7725228460532,474.8906453118248
450,0.4500000000000003,315.7652988004128,474.87034143034856
451,0.4510000000000003,315.75807460874137,474.8500388159485
452,0.4520000000000003,315.75085027112624,474.8297374683021
453,0.4530000000000003,315.74362578764953,474.8094373870844
454,0.4540000000000003,315.7364011583997,474.789138571972
455,0.4550000000000003,315.7291763834634,474.7688410226429
456,0.4560000000000003,315.7219514629263,474.7485447387723
457,0.4570000000000003,315.7147263968723,474.72824972003775
458,0.4580000000000003,315.70750118538496,474.7079559661156
459,0.4590000000000003,315.7002758285516,474.6876634766839
460,0.4600000000000003,315.6930503264592,474.6673722514203
461,0.4610000000000003,315.6858246791875,474.64708228999865
462,0.4620000000000003,315.6785988868297,474.6267935921008
463,0.4630000000000003,315.6713729494642,474.6065061574009
464,0.4640000000000003,315.664146867184,474.5862199855799
465,0.4650000000000003,315.65692064006583,474.5659350763128
466,0.4660000000000003,315.649694268201,474.54565142927953
467,0.4670000000000003,315.6424677516727,474.5253690441571
468,0.4680000000000003,315.635241090564,474.5050879206241
469,0.4690000000000003,315.6280142849595,474.4848080583592
470,0.4700000000000003,315.6207873349481,474.4645294570413
471,0.4710000000000003,315.61356024061126,474.44425211634655
472,0.4720000000000003,315.6063330020334,474.423976035957
473,0.4730000000000003,315.5991056193016,474.4037012155499
474,0.4740000000000003,315.5918780925043,474.3834276548036
475,0.4750000000000003,315.58465042171804,474.3631553533992
476,0.4760000000000003,315.57742260703185,474.3428843110148
477,0.4770000000000003,315.5701946485315,474.3226145273296
478,0.4780000000000003,315.5629665463014,474.302346002024
479,0.4790000000000003,315.55573830042334,474.282078734777
480,0.4800000000000003,315.54850991098044,474.26181272526713
481,0.4810000000000003,315.5412813780641,474.24154797317766
482,0.4820000000000004,315.5340527017551,474.2212844781852
483,0.4830000000000004,315.5268238821363,474.2010222399721
484,0.4840000000000004,315.5195949192913,474.1807612582187
485,0.4850000000000004,315.5123658133072,474.1605015326029
486,0.4860000000000004,315.50513656426955,474.140243062809
487,0.4870000000000004,315.49790717225653,474.11998584851415
488,0.4880000000000004,315.490677637359,474.0997298894024
489,0.4890000000000004,315.48344795965625,474.0794751851522
490,0.4900000000000004,315.4762181392352,474.0592217354455
491,0.4910000000000004,315.4689881761795,474.038969539964
492,0.4920000000000004,315.4617580705724,474.01871859838735
493,0.4930000000000004,315.4545278224996,473.9984689104003
494,0.4940000000000004,315.44729743204186,473.9782204756799
495,0.4950000000000004,315.440066899284,473.9579732939124
496,0.4960000000000004,315.43283622431176,473.9377273647764
497,0.4970000000000004,315.42560540720723,473.917482687955
498,0.4980000000000004,315.4183744480562,473.8972392631303
499,0.4990000000000004,315.411143346939,473.8769970899848
500,0.5000000000000003,315.4039121039433,473.8567561682014
501,0.5010000000000003,315.3966807191503,473.8365164974597
502,0.5020000000000003,315.38944919264424,473.8162780774458
503,0.5030000000000003,315.38221752450414,473.7960409078408
504,0.5040000000000003,315.37498571481973,473.7758049883278
505,0.5050000000000003,315.36775376367484,473.755570318589
506,0.5060000000000003,315.3605216711481,473.7353368983086
507,0.5070000000000003,315.35328943732446,473.7151047271697
508,0.5080000000000003,315.3460570622892,473.6948738048545
509,0.5090000000000003,315.3388245461232,473.6746441310476
510,0.5100000000000003,315.3315918889144,473.6544157054332
511,0.5110000000000003,315.3243590907374,473.63418852769365
512,0.5120000000000003,315.31712615168163,473.6139625975138
513,0.5130000000000003,315.30989307183046,473.5937379145757
514,0.5140000000000003,315.302659851262,473.5735144785664
515,0.5150000000000003,315.29542649006765,473.5532922891679
516,0.5160000000000003,315.28819298832053,473.5330713460663
517,0.5170000000000003,315.28095934611343,473.51285164894455
518,0.5180000000000003,315.27372556352094,473.49263319748695
519,0.5190000000000003,315.2664916406305,473.47241599138073
520,0.5200000000000004,315.2592575775248,473.4522000303086
521,0.5210000000000004,315.2520233742827,473.4319853139547
522,0.5220000000000004,315.2447890309897,473.4117718420074
523,0.5230000000000004,315.23755454772856,473.39155961414775
524,0.5240000000000004,315.23031992458283,473.3713486300663
525,0.5250000000000004,315.223085161634,473.3511388894434
526,0.5260000000000004,315.21585025896485,473.3309303919679
527,0.5270000000000004,315.2086152166572,473.3107231373239
528,0.5280000000000004,315.2013800347952,473.2905171251997
529,0.5290000000000004,315.1941447134605,473.2703123552773
530,0.5300000000000004,315.1869092527334,473.2501088272457
531,0.5310000000000004,315.1796736527018,473.2299065407906
532,0.5320000000000004,315.1724379134409,473.2097054955971
533,0.5330000000000004,315.16520203503944,473.1895056913555
534,0.5340000000000004,315.15796601757285,473.1693071277468
535,0.5350000000000004,315.1507298611254,473.1491098044621
536,0.5360000000000004,315.143493565783,473.1289137211865
537,0.5370000000000004,315.1362571316266,473.1087188776077
538,0.5380000000000004,315.1290205587339,473.0885252734112
539,0.5390000000000004,315.1217838471906,473.0683329082861
540,0.5400000000000004,315.1145469970759,473.0481417819185
