,"Time      (s) dt_1,600e-02","Thrust    (N) dt_1,600e-02","Impulse  (Ns) dt_1,600e-02","P tank (psia) dt_1,600e-02","P inj. (psia) dt_1,600e-02","P comb (psia) dt_1,600e-02","P crit (psia) dt_1,600e-02","O/F       (-) dt_1,600e-02","m. ox. (kg/s) dt_1,600e-02"
0,0.0,4645.6497905833685,74.33039664933388,795.2098866468897,645.7638776262093,341.7608158084669,484.14255978576057,4.495954355871878,1.884971234580893
1,0.0159999999999999,4643.876597680149,148.63242221221623,794.7156179295712,645.3244925226592,341.67240359009577,483.80841637086496,4.495137049909131,1.8842859704178936
2,0.0319999999999999,4642.04574251142,222.90515409239893,794.2217779413239,644.8843003601932,341.5457718071701,483.47358942913087,4.494314663153396,1.8835965720489911
3,0.0479999999999999,4640.227656714579,297.14879659983217,793.7283645610572,644.4449920510812,341.42735890079416,483.1394865054622,4.493493376811516,1.8829082220298508
4,0.0639999999999999,4638.400625685024,371.3632066107925,793.2353757397091,644.0064909873018,341.30017976011726,482.8060438757293,4.492672925819158,1.8822206977555809
5,0.0799999999999999,4636.580977509869,445.5485022509504,792.7428100166389,643.5680786803839,341.1815991267944,482.47266361634223,4.491850690501269,1.8815318042001423
6,0.0959999999999999,4634.752440798751,519.7045413037305,792.2506653688707,643.1304671263879,341.05430584369066,482.13993834712016,4.491029289394192,1.880843735470604
7,0.1119999999999999,4632.931340295163,593.8314427484531,791.7589403579037,642.6929429053231,340.9356264185768,481.80727441712304,4.490206115947444,1.880154308335651
8,0.1279999999999999,4631.101340496785,667.9290641964017,791.2676329862368,642.2562130951414,340.8082334889356,481.47526029738486,4.489383775776618,1.8794657052756916
9,0.1439999999999999,4629.278816243032,741.9975252562901,790.7767418369536,641.8195692702933,340.689458458406,481.143306547104,4.488559675292426,1.8787757547101371
10,0.1599999999999999,4627.447380167016,816.0366833389623,790.2862649375164,641.383713546273,340.5619680363171,480.8119974525495,4.487736406926409,1.878086627279352
11,0.1759999999999999,4625.623458505842,890.0466586750558,789.7962008920593,640.9479425342754,340.4430991166877,480.4807478173752,4.486911390312165,1.8773961632654936
12,0.1919999999999999,4623.790612196506,964.0273084702,789.3065477525128,640.5129533448148,340.3155130560984,480.1501377086308,4.486087204440483,1.876706521261284
13,0.2079999999999999,4621.965319001444,1037.978753574223,788.8173041435338,640.0780476662841,340.1965519044738,479.8195862071968,4.485261282422633,1.8760155536176173
14,0.2239999999999999,4620.131088074372,1111.900850983413,788.3284681410477,639.6439175635529,340.0688720236725,479.4896691280002,4.484436189558767,1.8753254066779357
15,0.2399999999999998,4618.304448795431,1185.7937221641398,787.8400383897206,639.2098698408471,339.9498202692812,479.15980986040057,4.483609372685792,1.874633945061886
16,0.2559999999999999,4616.468858451785,1259.6572238993683,787.3520129890055,638.7765914785818,339.8220483571272,478.830579935845,4.482783383170143,1.873943302667948
17,0.2719999999999999,4614.64089812335,1333.491478269342,786.8643906030853,638.343394433631,339.7029076024698,478.5014070819056,4.481955681815477,1.873251356578556
18,0.2879999999999999,4612.803973156919,1407.2963418398526,786.3771693544887,637.9109605649752,339.57504541901267,478.17285851672045,4.481128805818213,1.872560228057449
19,0.3039999999999999,4610.9747164045975,1481.0719373023262,785.8903479264294,637.478607017172,339.4558172402833,477.8443663343211,4.480300230183098,1.8718678068379837
20,0.3199999999999999,4609.1364812087095,1554.8181210016655,785.4039244640726,637.0470104925863,339.3278665173056,477.5164934112067,4.479472477706976,1.871176201365257
21,0.3359999999999999,4607.30595225605,1628.5350162377622,784.9178976691982,636.6154933567291,339.2085524648448,477.1886762346432,4.478643037823252,1.8704833142057764
22,0.352,4605.466430830024,1702.2224791310423,784.4322657091753,636.1847271219524,339.08051490622285,476.8614733126471,4.477814418706328,1.869791240807932
23,0.368,4603.634653505162,1775.880633587125,783.9470273038925,635.75403940625,338.96111650497926,476.5343255510425,4.476984124439159,1.8690978967477947
24,0.384,4601.793869460912,1849.5093354984997,783.4621806425091,635.3240965003129,338.83299378722387,476.2077870639775,4.476154648357482,1.8684053643047491
25,0.4,4599.960867202844,1923.108709373745,782.9777244625799,634.8942313044363,338.71351253708553,475.8813031997311,4.475323509408008,1.867711572235049
26,0.416,4598.118843771139,1996.678610874083,782.4936569746458,634.4651048577347,338.58530630974207,475.5554236546405,4.4744931858782095,1.8670185894825289
27,0.432,4596.284639636141,2070.219165108261,782.0099769334975,634.0360553709259,338.4657436860504,475.2295982419216,4.473661211786154,1.8663243581484896
28,0.448,4594.441399672807,2143.730227503026,781.5266825706638,633.6077386033388,338.3374555721363,474.9043722175796,4.472830050168021,1.86563093368038
29,0.4640000000000001,4592.6060163405,2217.2119237644742,781.0437726577501,633.1794981025688,338.2178130260062,474.579199880861,4.471997250314236,1.8649362716837057
30,0.4800000000000001,4590.761582332463,2290.664109081794,780.5612454468861,632.751984321629,338.089444622448,474.2546220263157,4.471165259813176,1.8642424139543308
31,0.4960000000000001,4588.925042111812,2364.086909755583,780.079099726089,632.3245461698011,337.9697235811766,473.930097458943,4.470331643422123,1.8635473297554828
32,0.5120000000000001,4587.079436183011,2437.480180734511,779.5973337677136,631.8978287689121,337.8412764592273,473.6061624920949,4.469498833091612,1.8628530470818525
33,0.5280000000000001,4585.2417610182365,2510.844048910803,779.1159463757867,631.4711864131192,337.7214783266713,473.2822804548984,4.468664409233808,1.8621575490023048
34,0.5440000000000002,4583.39500493537,2584.178368989769,778.6349358425254,631.0452588698189,337.5929540322832,472.958983161118,4.467830787977766,1.8614628495663037
35,0.5600000000000002,4581.55621641166,2657.483268452356,778.1543009875842,630.6194058396344,337.4730801892557,472.63573848105136,4.466995565572128,1.860766945790711
36,0.5760000000000002,4579.708331589922,2730.758601757794,777.6740401226798,630.1942617139063,337.3444802435335,472.3130737118324,4.466161142147253,1.8600718376412455
37,0.5920000000000002,4577.868450939069,2804.004496972819,777.1941520827207,629.7691916197327,337.2245320481295,471.99046128065777,4.465325129963455,1.8593755362196096
38,0.6080000000000002,4576.019458447583,2877.2208083079804,776.7146351985799,629.3448245523517,337.0958579476756,471.6684239523002,4.464489912981473,1.858680027274692
39,0.6240000000000002,4574.178506553498,2950.4076644128363,776.2354883200485,628.9205310838054,336.9758367356552,471.34643872530046,4.463653119642211,1.8579833361244515
40,0.6400000000000002,4572.328427120766,3023.564919246769,775.7567097968167,628.4969347947364,336.8470899529548,471.0250238176327,4.462817117572121,1.8572874341732597
41,0.6560000000000002,4570.486424524837,3096.692702039166,775.2782984932074,628.073411719067,336.72699703808485,470.7036608123544,4.461979551555323,1.8565903610813392
42,0.6720000000000003,4568.635278544034,3169.7908664958704,774.8002527773976,627.6505800058975,336.598179021893,470.3828633674852,4.461142772725555,1.8558940737862144
43,0.6880000000000003,4566.792245450413,3242.859542423077,774.3225715278927,627.227821166464,336.4780156962677,470.0621176625223,4.460304442366577,1.855196626411048
44,0.7040000000000003,4564.940052984596,3315.8985832708304,773.8452531310307,626.8057479028789,336.3491278719891,469.7419327836247,4.459466894967128,1.8544999613094693
45,0.7200000000000003,4563.096009265358,3388.908119419076,773.3682964791653,626.3837472176456,336.2288954063913,469.4217995174223,4.458627808460868,1.8538021471829536
46,0.7360000000000003,4561.242790052414,3461.8880040599147,772.8916999764854,625.9624263519346,336.09993917637155,469.1022223675436,4.457789500545365,1.8531051116894384
47,0.7520000000000003,4559.397755252698,3534.8383681439577,772.4154625288622,625.5411778120197,335.9796388206351,468.7826967372401,4.456949665948366,1.8524069382188824
48,0.7680000000000003,4557.543528710418,3607.759064603325,771.9395825580214,625.1206033656337,335.85061556456355,468.4637225381514,4.456110605436106,1.851709539626884
49,0.7840000000000004,4555.697522053152,3680.650224956175,771.4640589830389,624.700101033882,335.7302485477649,468.1447997984421,4.4552700306685695,1.851011014096868
50,0.8000000000000004,4553.842307284067,3753.51170187272,770.9888902428808,624.2802671000079,335.60115962303354,467.8264238295025,4.454430225346504,1.850313259580601
51,0.8160000000000004,4551.995347675067,3826.343627435521,770.5140752695082,623.8605051096123,335.48072715395216,467.5080992915405,4.453588918194311,1.849614389154852
52,0.8320000000000004,4550.139163471133,3899.1458540510594,770.0396125188367,623.4414058517995,335.3515738959243,467.19031688860105,4.452748375718997,1.8489162857711048
53,0.8480000000000004,4548.2912695036775,3971.918514363118,769.5655009354138,623.0223784049412,335.23107716324824,466.8725859189148,4.451906343835641,1.8482170774942888
54,0.8640000000000004,4546.434134351013,4044.6614605127343,769.0917389918145,622.6040080557508,335.1018608856617,466.5553924732424,4.451065071735135,1.847518632184176
55,0.8800000000000004,4544.58532431056,4117.374825701703,768.6183256448807,622.1857094222839,334.98130105833394,466.23825049268623,4.450222322643647,1.84681909298368
56,0.8960000000000005,4542.727256393913,4190.058461804006,768.1452593835671,621.7680622819761,334.85202305355267,465.9216414499164,4.449380328319367,1.8461203125743717
57,0.9120000000000004,4540.87754826266,4262.712502576208,767.6725391767174,621.3504867981436,334.73140128105274,465.6050839326478,4.4485368694141885,1.8454204492620427
58,0.9280000000000004,4539.018565469925,4335.336799623727,767.2001635293971,620.9335572333919,334.60206282043134,465.28905479175984,4.447694160142735,1.8447213404684537
59,0.9440000000000004,4537.16797693126,4407.9314872546265,766.7281314221726,620.5166993005649,334.4813802330738,464.97307726423554,4.446849998691553,1.8440211597423
60,0.9600000000000004,4535.308096857802,4480.496416804352,766.2564413759512,620.1004817432055,334.35198256721964,464.65762357655456,4.446006581626498,1.8433217291687487
61,0.9760000000000004,4533.456645300656,4553.031723129162,765.7850923827523,619.6843358266594,334.231240276418,464.3422216165532,4.445161724772023,1.8426212376146005
62,0.9920000000000004,4531.5958852536405,4625.53725729322,765.3140829790611,619.268824772471,334.1017846355565,464.0273389847784,4.444317606945647,1.8419214917564228
63,1.0080000000000005,4529.743587776783,4698.013154697649,764.8434121680813,618.8533854001922,333.9809837340913,463.7125082204509,4.443472061707402,1.841220695849582
64,1.0240000000000005,4527.8819647793125,4770.459266134118,764.3730785016267,618.4385754076951,333.85147132830906,463.3981922976959,4.442627250032399,1.840520641094721
65,1.0400000000000005,4526.028838195586,4842.875727545247,763.9030809938264,618.0238371692078,333.7306128906484,463.0839284066297,4.441781023308413,1.8398195472015493
66,1.0560000000000005,4524.166368990792,4915.2623894491,763.4334182115692,617.6097228585081,333.6010449101729,462.7701748955025,4.440935524579574,1.8391191898321144
67,1.0720000000000005,4522.312429831178,4987.619388326399,762.9640891796586,617.1956804037378,333.480129992693,462.456473603816,4.440088623148082,1.838417804211607
68,1.0880000000000003,4520.449130886301,5059.946574420579,762.4950924798168,616.7822564553802,333.35050760823106,462.1432782555028,4.439242444043917,1.837717150405392
69,1.1040000000000003,4518.594395403992,5132.2440847470425,762.0264271472746,616.3689044935415,333.2295372494861,461.8301353369584,4.4383948745650255,1.8370154792107305
70,1.1200000000000006,4516.73028291427,5204.511769273671,761.558091778346,615.9561656474029,333.0998616124581,461.5174939503411,4.437548021649373,1.8363145350427064
71,1.1360000000000006,4514.874767088535,5276.749765547088,761.0900854184522,615.5434989459059,332.97883683340365,461.2049052254735,4.436699790666649,1.835612584322743
72,1.1520000000000006,4513.009856981102,5348.957923258786,760.6224066782682,615.1314400001066,332.8491090762531,460.89281364626174,4.435852270390246,1.834911355766527
73,1.1680000000000006,4511.153576521331,5421.136380483127,760.1550546131668,614.7194533835037,332.7280308805781,460.5807749815384,4.43500338433234,1.834209131467294
74,1.1840000000000006,4509.287884458933,5493.28498663447,759.6880278479533,614.3080691933466,332.5982521169862,460.26922910142304,4.434155203034352,1.833507624396574
75,1.2000000000000006,4507.430854808242,5565.403880311403,759.2213254477333,613.8967575422828,332.4771214912662,459.9577364084069,4.43330566821651,1.8328051323626977
76,1.2160000000000006,4505.564396193001,5637.492910650491,758.7549460512164,613.4860430192165,332.3472928164619,459.6467321642327,4.432456832126041,1.8321033525526411
77,1.2320000000000009,4503.706632532145,5709.552216771005,758.2888887330116,613.07540126943,332.22611073047256,459.33578139878585,4.431606654751674,1.831400598528808
78,1.2480000000000009,4501.83942250915,5781.581647531151,757.8231521455184,612.665351380033,332.09623322145126,459.025314771741,4.430757169989232,1.8306985516574377
79,1.264000000000001,4499.980939760038,5853.581342567312,757.3577353726365,612.2553745213504,331.97500062836366,458.7149019332231,4.429906356151372,1.8299955412897504
80,1.2800000000000007,4498.112993220934,5925.551150458848,756.8926370802362,611.8459842863454,331.84507534416974,458.4049689480527,4.429056228730322,1.829293232939295
81,1.2960000000000007,4496.253806050275,5997.491211355652,756.4278563612964,611.4366673617236,331.72379318076355,458.0950900785575,4.428204784413113,1.828589971776669
82,1.3120000000000007,4494.385137636743,6069.40137355784,755.9633918949515,611.0279318550022,331.59382116273486,457.7856868027858,4.427354020241078,1.8278874074348823
83,1.3280000000000007,4492.525260459565,6141.281777725193,755.4992427830505,610.6192699595767,331.4724903496808,457.4763379863813,4.426501951321187,1.8271839009303708
84,1.3440000000000007,4490.65588456672,6213.13227187826,755.0354077177872,610.2111843072565,331.3424726216621,457.1674605295591,4.425650556201444,1.826481085991829
85,1.3600000000000008,4488.795331549763,6284.952997183056,754.5718858096822,609.8031725874155,331.2210940636747,456.8586378915501,4.424797868449477,1.825777339503943
86,1.3760000000000008,4486.925262329562,6356.743801380329,754.1086757637848,609.3957319669155,331.0910316322971,456.55028240451645,4.423945848082307,1.825074279271324
87,1.3920000000000008,4485.064047394778,6428.5048261386455,753.6457766990903,608.9883656193983,330.9696062184408,456.2419821107254,4.423092547164197,1.824370298065332
88,1.4080000000000008,4483.193298759217,6500.235918918793,753.183187333309,608.5815652585286,330.8395000732937,455.93414478488194,4.422239907148219,1.8236669977506503
89,1.4240000000000008,4481.331435586927,6571.937221888184,752.7209067937205,608.1748395295385,330.7180286770946,455.6263630409409,4.42138599862655,1.822962786999831
90,1.4400000000000008,4479.460021211378,6643.608582227565,752.2589338104956,607.7686747056204,330.5878797910241,455.31904010754926,4.420532744460021,1.8222592517256728
91,1.4560000000000008,4477.597523243649,6715.250142599464,751.7972675190172,607.3625848899585,330.46636327074583,455.0117731582101,4.419678233795383,1.821554816512569
92,1.4720000000000009,4475.725456569955,6786.861749904583,751.3359066617303,606.9570509289498,330.3361726000605,454.7049608876937,4.418824370877462,1.8208510513132727
93,1.4880000000000009,4473.862337013758,6858.443547296803,750.8748503819339,606.5515923691744,330.21461179888126,454.3982050161562,4.417969263429739,1.8201463966309137
94,1.504000000000001,4471.989631253318,6929.995381396857,750.4140974341623,606.1466846448295,330.0843802835238,454.0918997174301,4.417114797061752,1.8194424064537624
95,1.520000000000001,4470.125903083658,7001.517395846196,749.953646969453,605.7418527304214,329.96277602976244,453.7856512446781,4.416259098091384,1.8187375372068488
96,1.536000000000001,4468.2525712205215,7073.009436985724,749.4934977542466,605.3375666634576,329.83250459358374,453.4798492644835,4.41540403347805,1.818033326913219
97,1.552000000000001,4466.388247183523,7144.471648940661,749.0336489471491,604.9333568300124,329.71085770088087,453.1741045486386,4.414547748147292,1.8173282479193027
98,1.568000000000001,4464.514301977303,7215.903877772298,748.5740993263265,604.5296878872996,329.5805472517988,452.8688022708967,4.413692090397912,1.8166238222857896
99,1.584000000000001,4462.649394593176,7287.306268085789,748.1148480577849,604.126095615736,329.45885851927426,452.563557706588,4.41283522377206,1.815918538276431
100,1.600000000000001,4460.774848582087,7358.678665663103,747.6558939312405,603.723039309502,329.3285099495554,452.2587515517647,4.4119789779017005,1.815213901995964
101,1.616000000000001,4458.909370148225,7430.021215585474,747.1972361199313,603.3200601252864,329.20678016210906,451.95400356951046,4.411121534950291,1.8145084176178583
102,1.632000000000001,4457.034235651813,7501.333763355903,746.7388734249545,602.9176120123378,329.0763943484767,451.6496899939949,4.410264705880939,1.8138035753007884
103,1.648000000000001,4455.168198245543,7572.616454527832,746.2808050266224,602.5152414847234,328.9546242768452,451.3454350595948,4.409406691478921,1.8130978951168768
104,1.664000000000001,4453.2924873676,7643.869134325713,745.823029737238,602.1133971656877,328.82420208074984,451.0416105550943,4.408549284040611,1.8123928512920413
105,1.680000000000001,4451.425902849104,7715.091948771299,745.3655467440344,601.7116309069715,328.7023924817515,450.7378451690373,4.407690702969509,1.8116869797826
106,1.696000000000001,4449.549627480412,7786.284742810985,744.9083548703555,601.3103860255485,328.5719347495516,450.43450626197983,4.406832721901433,1.8109817388983735
107,1.712000000000001,4447.682507495576,7857.447662930915,744.4514533101974,600.909219690348,328.450086366276,450.1312269588669,4.405973578850484,1.8102756804620936
108,1.728000000000001,4445.805679316611,7928.58055379998,743.9948408977849,600.5085699325783,328.31959392943173,449.8283702098177,4.405115028802071,1.8095702468874124
109,1.744000000000001,4443.938035299637,7999.683562364775,743.5385168337315,600.1079992171118,328.1977074913705,449.52557355778765,4.4042553283693096,1.8088640058424248
110,1.7600000000000011,4442.06066578324,8070.756533017306,743.0824799629786,599.7079403106693,328.06718116662086,449.2231955608832,4.403396213901309,1.8081583838678037
111,1.7760000000000011,4440.192508959544,8141.79961316066,742.626729492609,599.3079609520661,327.94525738990785,448.9208781610624,4.402535960594701,1.807451964452748
112,1.7920000000000011,4438.314609373472,8212.812646910636,742.1712642781263,598.9084886655485,327.8146979794434,448.6189755434448,4.4016762861802,1.8067461582912543
113,1.8080000000000007,4436.445950762127,8283.79578212283,741.7160835329432,598.5090964411586,327.69273756694486,448.3171340293969,4.400815484418668,1.806039564666253
114,1.8240000000000007,4434.567532171721,8354.748862637578,741.2611861229703,598.1102065834094,327.56214585863626,448.0157034506727,4.399955254444143,1.8053335784544973
115,1.8400000000000007,4432.698382588211,8425.67203675899,740.8065712678065,597.7113973101422,327.440149500179,447.71433448787,4.399093908558652,1.80462681470218
116,1.8560000000000008,4430.819455858827,8496.56514805273,740.3522378436189,597.313085729574,327.30952626771915,447.4133726395697,4.398233127324947,1.803920652501253
117,1.8720000000000008,4428.949825917546,8567.428345267412,739.8981850760604,596.9148552632346,327.18749464024586,447.11247292486496,4.397371241559503,1.8032137226277103
118,1.8880000000000008,4427.070401717043,8638.261471694885,739.4444118514072,596.5171178471735,327.05684064331564,446.811976529919,4.396509913282833,1.802507388424132
119,1.9040000000000008,4425.200301833799,8709.064676524225,738.9909174012308,596.1194620818286,326.93477441100976,446.5115427910385,4.395647491795524,1.8018002963598936
120,1.9200000000000013,4423.320390634971,8779.837802774386,738.5377006217655,595.7222947558699,326.80409039548084,446.2115086032637,4.394785620608436,1.8010937940665237
121,1.9360000000000013,4421.449831029443,8850.581000070857,738.0847607503765,595.3252096232114,326.68199020995144,445.9115375983001,4.393922667472388,1.8003865436674815
122,1.9520000000000013,4419.569443112408,8921.294111160656,737.6320966931132,594.9286083505825,326.5512769080542,445.6119624018912,4.393060257424694,1.799679877124419
123,1.9680000000000013,4417.698433810589,8991.977286101626,737.1797076930097,594.5320898193146,326.4291434084929,445.3124509188135,4.392196776629065,1.7989724721727602
124,1.984000000000001,4415.817579265116,9062.630367369868,736.7275926657888,594.1360506002613,326.29840153897226,445.0133315278522,4.391333831688795,1.7982656451482402
125,2.0000000000000013,4413.94613010168,9133.253505451494,736.275750860024,593.7400946755001,326.17623535228694,444.71427638402815,4.390469827139736,1.7975580893533605
126,2.0160000000000013,4412.064818829435,9203.846542552765,735.824181200976,593.3446135466753,326.04546562053963,444.4156096419956,4.3896063511940175,1.7968511055446077
127,2.0320000000000014,4410.192939450044,9274.409629583966,735.3728829426406,592.9492162693488,325.92326736150227,444.1170076837122,4.388741826715592,1.796143402543995
128,2.0480000000000014,4408.311181166943,9344.942608482635,734.9218550196757,592.5542893032193,325.79247045980594,443.8187904630151,4.3878778235715625,1.7954362655780876
129,2.0640000000000014,4406.438881030621,9415.445630579126,734.4710966913848,592.1594467494905,325.6702407312618,443.5206385650183,4.387012782906664,1.7947284189381951
130,2.0800000000000014,4404.556685268898,9485.918537543428,734.0206069016862,591.765070053754,325.5394173388339,443.2228677665234,4.386148256292349,1.794021132372902
