,"Time      (s) at_1,600e-03","P comb (psia) at_1,600e-03","P crit (psia) at_1,600e-03"
115,0.115,298.2800808228852,481.7451293904102
116,0.116,298.27335870219616,481.7243833246013
117,0.117,298.26663641516456,481.7036386418868
118,0.118,298.2599139618825,481.682895341895
119,0.119,298.25319134245086,481.6621534242543
120,0.12,298.24646855695715,481.6414128885917
121,0.1210000000000001,298.2397456055021,481.620673734536
122,0.1220000000000001,298.23302248817777,481.5999359617135
123,0.1230000000000001,298.226299205078,481.5791995697538
124,0.1240000000000001,298.2195757563037,481.5584645582855
125,0.125,298.212852141943,481.537730926936
126,0.126,298.20612836209745,481.5169986753368
127,0.127,298.1994044168601,481.496267803114
128,0.128,298.1926803063215,481.4755383098972
129,0.1290000000000001,298.1859560305798,481.4548101953167
130,0.1300000000000001,298.1792315897288,481.4340834590012
131,0.1310000000000001,298.17250698386607,481.4133581005801
132,0.1320000000000001,298.1657822130818,481.392634119684
133,0.1330000000000001,298.1590572774739,481.3719115159421
134,0.1340000000000001,298.1523321771349,481.3511902889837
135,0.1350000000000001,298.1456069121601,481.3304704384408
136,0.1360000000000001,298.1388814826442,481.3097519639424
137,0.1370000000000001,298.13215588868104,481.28903486512047
138,0.1380000000000001,298.125430130365,481.2683191416032
139,0.1390000000000001,298.118704207793,481.2476047930241
140,0.1400000000000001,298.1119781210554,481.22689181901256
141,0.1410000000000001,298.10525187024786,481.20618021920046
142,0.1420000000000001,298.0985254554652,481.1854699932195
143,0.1430000000000001,298.0917988768002,481.1647611407002
144,0.1440000000000001,298.0850721343491,481.1440536612743
145,0.1450000000000001,298.07834522820355,481.1233475545745
146,0.1460000000000001,298.07161815845825,481.1026428202327
147,0.1470000000000001,298.0648909252089,481.08193945788025
148,0.1480000000000001,298.0581635285478,481.0612374671492
149,0.1490000000000001,298.05143596856806,481.0405368476732
150,0.1500000000000001,298.04470824536776,481.019837599084
151,0.1510000000000001,298.0379803590324,480.9991397210151
152,0.1520000000000001,298.03125230966515,480.9784432130992
153,0.1530000000000001,298.0245240973499,480.9577480749679
154,0.1540000000000001,298.01779572218743,480.9370543062578
155,0.1550000000000001,298.011067184272,480.91636190659807
156,0.1560000000000001,298.00433848369096,480.89567087562574
157,0.1570000000000001,297.9976096205417,480.874981212973
158,0.1580000000000001,297.99088059491663,480.8542929182744
159,0.1590000000000001,297.98415140691134,480.8336059911635
160,0.1600000000000001,297.9774220566164,480.8129204312744
161,0.1610000000000001,297.97069254412725,480.7922362382412
162,0.1620000000000001,297.9639628695355,480.7715534116996
163,0.1630000000000001,297.95723303293266,480.7508719512824
164,0.1640000000000001,297.95050303441474,480.73019185662736
165,0.1650000000000001,297.94377287407315,480.7095131273664
166,0.1660000000000001,297.937042552005,480.6888357631368
167,0.1670000000000001,297.9303120682996,480.6681597635717
168,0.1680000000000001,297.9235814230509,480.6474851283094
169,0.1690000000000001,297.9168506163479,480.6268118569833
170,0.1700000000000001,297.9101196482856,480.60613994922994
171,0.1710000000000001,297.90338851895933,480.58546940468494
172,0.1720000000000001,297.8966572284603,480.5648002229849
173,0.1730000000000001,297.88992577688214,480.5441324037658
174,0.1740000000000001,297.8831941643162,480.5234659466643
175,0.1750000000000001,297.8764623908541,480.5028008513167
176,0.1760000000000001,297.86973045659005,480.4821371173596
177,0.1770000000000001,297.86299836161766,480.4614747444302
178,0.1780000000000001,297.85626610602725,480.4408137321651
179,0.1790000000000001,297.84953368991404,480.42015408020274
180,0.1800000000000001,297.8428011133664,480.399495788178
181,0.1810000000000001,297.8360683764779,480.3788388557305
182,0.1820000000000001,297.82933547934147,480.3581832824975
183,0.1830000000000001,297.82260242205,480.3375290681157
184,0.1840000000000001,297.8158692046942,480.3168762122249
185,0.1850000000000001,297.8091358273706,480.2962247144616
186,0.1860000000000001,297.80240229016624,480.2755745744653
187,0.1870000000000001,297.79566859317174,480.2549257918735
188,0.1880000000000001,297.78893473648185,480.2342783663247
189,0.1890000000000001,297.7822007201892,480.2136322974593
190,0.1900000000000001,297.7754665443857,480.1929875849131
191,0.1910000000000001,297.76873220916207,480.1723442283288
192,0.1920000000000001,297.7619977146137,480.1517022273432
193,0.1930000000000001,297.7552630608287,480.1310615815957
194,0.1940000000000001,297.74852824789343,480.110422290728
195,0.1950000000000001,297.74179327590866,480.0897843543761
196,0.1960000000000001,297.73505814496366,480.069147772183
197,0.1970000000000001,297.72832285514863,480.0485125437872
198,0.1980000000000001,297.7215874065539,480.02787866882994
199,0.1990000000000001,297.7148517992744,480.0072461469502
200,0.2000000000000001,297.70811603339973,479.9866149777896
201,0.2010000000000001,297.70138010902014,479.9659851609871
202,0.2020000000000001,297.69464402622816,479.9453566961856
203,0.2030000000000001,297.687907785114,479.924729583024
204,0.2040000000000001,297.68117138577065,479.9041038211443
205,0.2050000000000001,297.6744348282888,479.8834794101887
206,0.2060000000000001,297.66769811276043,479.86285634979566
207,0.2070000000000001,297.6609612392717,479.84223463961047
208,0.2080000000000001,297.6542242079197,479.8216142792718
209,0.2090000000000001,297.6474870187914,479.8009952684228
210,0.2100000000000001,297.64074967197826,479.78037760670566
211,0.2110000000000001,297.63401216757507,479.7597612937615
212,0.2120000000000001,297.6272745056712,479.7391463292328
213,0.2130000000000001,297.6205366863573,479.7185327127629
214,0.2140000000000001,297.6137987097173,479.6979204439932
215,0.2150000000000001,297.6070605758526,479.677309522568
216,0.2160000000000001,297.6003222848484,479.65669994812856
217,0.2170000000000001,297.59358383679626,479.6360917203184
218,0.2180000000000001,297.58684523178425,479.6154848387813
219,0.2190000000000001,297.5801064699059,479.5948793031613
220,0.2200000000000001,297.57336755124896,479.5742751130977
221,0.2210000000000001,297.5666284759074,479.55367226824086
222,0.2220000000000001,297.5598892439708,479.5330707682286
223,0.2230000000000001,297.55314985552644,479.5124706127087
224,0.2240000000000001,297.54641031066706,479.4918718013224
225,0.2250000000000001,297.5396706094853,479.4712743337165
226,0.2260000000000001,297.5329307520671,479.4506782095338
227,0.2270000000000001,297.52619073850656,479.43008342842
228,0.2280000000000001,297.5194505688901,479.40948999001824
229,0.2290000000000001,297.5127102433081,479.388897893975
230,0.2300000000000001,297.5059697618528,479.3683071399344
231,0.2310000000000001,297.499229124612,479.3477177275415
232,0.2320000000000001,297.49248833167945,479.3271296564426
233,0.2330000000000001,297.4857473831425,479.3065429262817
234,0.2340000000000001,297.47900627908854,479.2859575367061
235,0.2350000000000001,297.47226501960995,479.26537348735945
236,0.2360000000000001,297.4655236047968,479.2447907778891
237,0.2370000000000001,297.4587820347392,479.2242094079412
238,0.2380000000000001,297.4520403095242,479.2036293771623
239,0.2390000000000001,297.4452984292457,479.1830506851969
240,0.2400000000000001,297.43855639398765,479.1624733316936
241,0.2410000000000002,297.4318142038457,479.141897316298
242,0.2420000000000002,297.4250718589052,479.12132263865686
243,0.2430000000000002,297.4183293592548,479.1007492984171
244,0.2440000000000002,297.4115867049853,479.08017729522624
245,0.2450000000000002,297.4048438961896,479.059606628732
246,0.2460000000000002,297.398100932951,479.0390372985808
247,0.2470000000000002,297.3913578153637,479.0184693044204
248,0.2480000000000002,297.3846145435099,478.9979026458989
249,0.2490000000000002,297.3778711174875,478.9773373226645
250,0.2500000000000001,297.3711275373819,478.9567733343633
251,0.2510000000000001,297.3643838032801,478.9362106806464
252,0.2520000000000001,297.35763991527165,478.9156493611597
253,0.2530000000000001,297.3508958734505,478.8950893755524
254,0.2540000000000001,297.3441516779004,478.8745307234732
255,0.2550000000000001,297.33740732871337,478.8539734045714
256,0.2560000000000001,297.330662825974,478.8334174184951
257,0.2570000000000002,297.32391816977497,478.81286276489374
258,0.2580000000000002,297.3171733602063,478.7923094434161
259,0.2590000000000002,297.3104283973528,478.771757453712
260,0.2600000000000002,297.3036832813042,478.7512067954303
261,0.2610000000000002,297.29693801214825,478.7306574682216
262,0.2620000000000002,297.29019258997624,478.7101094717348
263,0.2630000000000002,297.2834470148722,478.6895628056202
264,0.2640000000000002,297.2767012869294,478.6690174695276
265,0.2650000000000002,297.2699554062386,478.64847346310825
266,0.2660000000000002,297.26320937288114,478.6279307860111
267,0.2670000000000002,297.2564631869468,478.60738943788687
268,0.2680000000000002,297.2497168485252,478.5868494183882
269,0.2690000000000002,297.2429703577078,478.5663107271626
270,0.2700000000000002,297.23622371457844,478.5457733638646
271,0.2710000000000002,297.2294769192234,478.52523732814194
272,0.2720000000000002,297.2227299717337,478.5047026196492
273,0.2730000000000002,297.21598287220314,478.48416923803495
274,0.2740000000000002,297.2092356207109,478.4636371829512
275,0.2750000000000002,297.2024882173505,478.4431064540512
276,0.2760000000000002,297.1957406622074,478.4225770509868
277,0.2770000000000002,297.18899295536835,478.40204897340783
278,0.2780000000000002,297.1822450969229,478.3815222209681
279,0.2790000000000002,297.1754970869586,478.3609967933194
280,0.2800000000000002,297.1687489255658,478.3404726901141
281,0.2810000000000002,297.1620006128266,478.3199499110056
282,0.2820000000000002,297.1552521488314,478.2994284556452
283,0.2830000000000002,297.148503533667,478.27890832368666
284,0.2840000000000002,297.14175476742577,478.25838951478335
285,0.2850000000000002,297.13500585019005,478.2378720285876
286,0.2860000000000002,297.12825678204763,478.21735586475216
287,0.2870000000000002,297.1215075630883,478.1968410229322
288,0.2880000000000002,297.1147581933972,478.1763275027806
289,0.2890000000000002,297.108008673065,478.15581530395184
290,0.2900000000000002,297.1012590021748,478.1353044260969
291,0.2910000000000002,297.0945091808165,478.114794868873
292,0.2920000000000002,297.0877592090765,478.0942866319325
293,0.2930000000000002,297.0810090870456,478.0737797149308
294,0.2940000000000002,297.0742588148065,478.0532741175227
295,0.2950000000000002,297.0675083924476,478.0327698393605
296,0.2960000000000002,297.06075782005297,478.0122668801015
297,0.2970000000000002,297.0540070977161,477.99176523939934
298,0.2980000000000002,297.04725622551894,477.9712649169092
299,0.2990000000000002,297.04050520354826,477.95076591228576
300,0.3000000000000002,297.03375403188926,477.9302682251856
301,0.3010000000000002,297.02700271063674,477.9097718552644
302,0.3020000000000002,297.02025123986914,477.88927680217546
303,0.3030000000000002,297.0134996196785,477.8687830655768
304,0.3040000000000002,297.00674785015195,477.84829064512337
305,0.3050000000000002,296.99999593137267,477.8277995404712
306,0.3060000000000002,296.9932438634268,477.8073097512768
307,0.3070000000000002,296.98649164639954,477.786821277196
308,0.3080000000000002,296.9797392803831,477.7663341178859
309,0.3090000000000002,296.97298676546035,477.7458482730018
310,0.3100000000000002,296.96623410172083,477.7253637422032
311,0.3110000000000002,296.9594812892467,477.7048805251449
312,0.3120000000000002,296.95272832812407,477.6843986214839
313,0.3130000000000002,296.9459752184467,477.66391803087816
314,0.3140000000000002,296.93922196029337,477.6434387529838
315,0.3150000000000002,296.9324685537524,477.6229607874609
316,0.3160000000000002,296.9257149989133,477.602484133964
317,0.3170000000000002,296.91896129585626,477.5820087921529
318,0.3180000000000002,296.9122074446675,477.56153476168487
319,0.3190000000000002,296.90545344543705,477.54106204221824
320,0.3200000000000002,296.8986992982496,477.52059063340937
321,0.3210000000000002,296.8919450031927,477.50012053491946
322,0.3220000000000002,296.88519056035057,477.4796517464051
323,0.3230000000000002,296.8784359698058,477.45918426752615
324,0.3240000000000002,296.871681231647,477.43871809793984
325,0.3250000000000002,296.864926345962,477.4182532373061
326,0.3260000000000002,296.8581713128349,477.3977896852846
327,0.3270000000000002,296.8514161323527,477.3773274415328
328,0.3280000000000002,296.8446608045971,477.3568665057111
329,0.3290000000000002,296.8379053296584,477.33640687747817
330,0.3300000000000002,296.83114970762176,477.31594855649575
331,0.3310000000000002,296.82439393856856,477.2954915424201
332,0.3320000000000002,296.8176380225813,477.2750358349143
333,0.3330000000000002,296.8108819597558,477.2545814336369
334,0.3340000000000002,296.80412575016874,477.2341283382492
335,0.3350000000000002,296.79736939391086,477.2136765484099
336,0.3360000000000002,296.79061289106795,477.1932260637799
337,0.3370000000000002,296.78385624172336,477.1727768840206
338,0.3380000000000002,296.7770994459575,477.1523290087919
339,0.3390000000000002,296.7703425038633,477.1318824377547
340,0.3400000000000002,296.7635854155196,477.1114371705702
341,0.3410000000000002,296.7568281810153,477.0909932069007
342,0.3420000000000002,296.750070800433,477.0705505464056
343,0.3430000000000002,296.74331327386307,477.0501091887469
344,0.3440000000000002,296.73655560138417,477.0296691335867
345,0.3450000000000002,296.7297977830831,477.00923038058704
346,0.3460000000000002,296.7230398190468,476.9887929294081
347,0.3470000000000002,296.7162817093568,476.9683567797138
348,0.3480000000000002,296.70952345410024,476.9479219311661
349,0.3490000000000002,296.7027650533613,476.9274883834256
350,0.3500000000000002,296.6960065072212,476.90705613615546
351,0.3510000000000002,296.6892478157682,476.88662518901896
352,0.3520000000000002,296.68248897908825,476.866195541679
353,0.3530000000000002,296.6757299972653,476.8457671937972
354,0.3540000000000002,296.668970870383,476.82534014503744
355,0.3550000000000002,296.66221159852233,476.8049143950614
356,0.3560000000000002,296.65545218177385,476.7844899435341
357,0.3570000000000002,296.64869262021745,476.7640667901184
358,0.3580000000000002,296.6419329139393,476.7436449344768
359,0.3590000000000002,296.6351730630207,476.7232243762744
360,0.3600000000000002,296.628413067548,476.70280511517416
361,0.3610000000000002,296.6216529276099,476.6823871508413
362,0.3620000000000002,296.61489264328907,476.6619704829382
363,0.3630000000000002,296.6081322146641,476.6415551111286
364,0.3640000000000002,296.6013716418236,476.6211410350799
365,0.3650000000000002,296.594610924847,476.600728254453
366,0.3660000000000002,296.5878500638224,476.5803167689152
367,0.3670000000000002,296.5810890588346,476.5599065781293
368,0.3680000000000002,296.574327909964,476.5394976817629
369,0.3690000000000002,296.5675666172963,476.5190900794779
370,0.3700000000000003,296.5608051809174,476.4986837709416
371,0.3710000000000003,296.55404360090535,476.4782787558184
372,0.3720000000000003,296.54728187734503,476.4578750337732
373,0.3730000000000003,296.5405200103251,476.4374726044734
374,0.3740000000000003,296.53375799992705,476.4170714675835
375,0.3750000000000003,296.5269958462343,476.3966716227701
376,0.3760000000000003,296.5202335493309,476.3762730696981
377,0.3770000000000003,296.51347110929777,476.3558758080336
378,0.3780000000000003,296.50670852621965,476.3354798374448
379,0.3790000000000003,296.4999458001842,476.31508515759685
380,0.3800000000000003,296.49318293126646,476.2946917681545
381,0.3810000000000003,296.4864199195552,476.27429966878873
382,0.3820000000000003,296.47965676513303,476.25390885916175
383,0.3830000000000003,296.47289346808583,476.2335193389445
384,0.3840000000000003,296.46613002848966,476.2131311078005
385,0.3850000000000003,296.45936644643325,476.1927441653994
386,0.3860000000000003,296.45260272199994,476.1723585114077
387,0.3870000000000003,296.4458388552732,476.1519741454933
388,0.3880000000000003,296.4390748463344,476.1315910673245
389,0.3890000000000003,296.4323106952649,476.11120927656685
390,0.3900000000000003,296.4255464021495,476.09082877289046
391,0.3910000000000003,296.4187819670709,476.0704495559619
392,0.3920000000000003,296.41201739011257,476.0500716254509
393,0.3930000000000003,296.4052526713531,476.029694981024
394,0.3940000000000003,296.3984878108822,476.0093196223506
395,0.3950000000000003,296.3917228087791,475.98894554909975
396,0.3960000000000003,296.38495766512824,475.9685727609398
397,0.3970000000000003,296.3781923800113,475.9482012575393
398,0.3980000000000003,296.371426953512,475.92783103856704
399,0.3990000000000003,296.36466138570347,475.90746210369247
400,0.4000000000000003,296.35789567668024,475.88709445258576
401,0.4010000000000003,296.3511298265199,475.8667280849144
402,0.4020000000000003,296.3443638353087,475.8463630003495
403,0.4030000000000003,296.3375977031247,475.8259991985606
404,0.4040000000000003,296.33083143005246,475.8056366792165
405,0.4050000000000003,296.3240650161738,475.7852754419879
406,0.4060000000000003,296.3172984615698,475.7649154865454
407,0.4070000000000003,296.31053176632355,475.7445568125588
408,0.4080000000000003,296.30376493051995,475.72419941969775
409,0.4090000000000003,296.2969979542358,475.7038433076341
410,0.4100000000000003,296.2902308375552,475.6834884760361
411,0.4110000000000003,296.28346358056285,475.6631349245776
412,0.4120000000000003,296.27669618333806,475.6427826529271
413,0.4130000000000003,296.2699286459642,475.62243166075706
414,0.4140000000000003,296.2631609685236,475.6020819477368
415,0.4150000000000003,296.25639315109555,475.5817335135389
416,0.4160000000000003,296.24962519376555,475.5613863578352
417,0.4170000000000003,296.2428570966127,475.5410404802966
418,0.4180000000000003,296.23608885972016,475.5206958805952
419,0.4190000000000003,296.2293204831701,475.5003525584029
420,0.4200000000000003,296.22255196703946,475.48001051338906
421,0.4210000000000003,296.2157833114161,475.4596697452309
422,0.4220000000000003,296.2090145163795,475.4393302535958
423,0.4230000000000003,296.2022455820117,475.4189920381589
424,0.4240000000000003,296.19547650839263,475.398655098591
425,0.4250000000000003,296.1887072956064,475.37831943456615
426,0.4260000000000003,296.1819379437311,475.3579850457561
427,0.4270000000000003,296.1751684528472,475.3376519318348
428,0.4280000000000003,296.1683988230456,475.3173200924738
429,0.4290000000000003,296.16162905439666,475.29698952734776
430,0.4300000000000003,296.154859146985,475.2766602361282
431,0.4310000000000003,296.1480891008962,475.2563322184904
432,0.4320000000000003,296.14131891620644,475.2360054741072
433,0.4330000000000003,296.13454859299634,475.2156800026514
434,0.4340000000000003,296.1277781313499,475.195355803798
435,0.4350000000000003,296.12100753134416,475.1750328772208
436,0.4360000000000003,296.11423679306944,475.1547112225927
437,0.4370000000000003,296.1074659165979,475.1343908395895
438,0.4380000000000003,296.1006949020128,475.1140717278848
439,0.4390000000000003,296.0939237493965,475.0937538871533
440,0.4400000000000003,296.0871524588276,475.0734373170681
441,0.4410000000000003,296.08038103039144,475.05312201730726
442,0.4420000000000003,296.073609464163,475.03280798754287
443,0.4430000000000003,296.066837760222,475.0124952274491
444,0.4440000000000003,296.06006591865724,474.9921837367045
445,0.4450000000000003,296.053293939544,474.9718735149816
446,0.4460000000000003,296.0465218229663,474.9515645619566
447,0.4470000000000003,296.0397495689995,474.931256877305
448,0.4480000000000003,296.03297717772847,474.9109504607032
449,0.4490000000000003,296.0262046492325,474.8906453118248
450,0.4500000000000003,296.0194319835894,474.87034143034856
451,0.4510000000000003,296.0126591808823,474.8500388159485
452,0.4520000000000003,296.00588624119365,474.8297374683021
453,0.4530000000000003,295.9991131645954,474.8094373870844
454,0.4540000000000003,295.99233995117675,474.789138571972
455,0.4550000000000003,295.9855666010155,474.7688410226429
456,0.4560000000000003,295.978793114193,474.7485447387723
457,0.4570000000000003,295.9720194907885,474.72824972003775
458,0.4580000000000003,295.96524573087885,474.7079559661156
459,0.4590000000000003,295.9584718345461,474.6876634766839
460,0.4600000000000003,295.951697801873,474.6673722514203
461,0.4610000000000003,295.9449236329333,474.64708228999865
462,0.4620000000000003,295.9381493278154,474.6267935921008
463,0.4630000000000003,295.93137488659244,474.6065061574009
464,0.4640000000000003,295.92460030935064,474.5862199855799
465,0.4650000000000003,295.9178255961609,474.5659350763128
466,0.4660000000000003,295.9110507471126,474.54565142927953
467,0.4670000000000003,295.90427576228086,474.5253690441571
468,0.4680000000000003,295.8975006417431,474.5050879206241
469,0.4690000000000003,295.89072538558014,474.4848080583592
470,0.4700000000000003,295.8839499938764,474.4645294570413
471,0.4710000000000003,295.87717446670706,474.44425211634655
472,0.4720000000000003,295.87039880415006,474.423976035957
473,0.4730000000000003,295.8636230062881,474.4037012155499
474,0.4740000000000003,295.8568470732052,474.3834276548036
475,0.4750000000000003,295.8500710049705,474.3631553533992
476,0.4760000000000003,295.8432948016699,474.3428843110148
477,0.4770000000000003,295.8365184633818,474.3226145273296
478,0.4780000000000003,295.82974199018764,474.302346002024
479,0.4790000000000003,295.8229653821625,474.282078734777
480,0.4800000000000003,295.81618863938394,474.26181272526713
481,0.4810000000000003,295.809411761939,474.24154797317766
482,0.4820000000000004,295.8026347499018,474.2212844781852
483,0.4830000000000004,295.7958576033537,474.2010222399721
484,0.4840000000000004,295.7890803223693,474.1807612582187
485,0.4850000000000004,295.782302907031,474.1605015326029
486,0.4860000000000004,295.7755253574176,474.140243062809
487,0.4870000000000004,295.76874767360584,474.11998584851415
488,0.4880000000000004,295.7619698556801,474.0997298894024
489,0.4890000000000004,295.75519190371347,474.0794751851522
490,0.4900000000000004,295.74841381778765,474.0592217354455
491,0.4910000000000004,295.7416355979805,474.038969539964
492,0.4920000000000004,295.7348572443706,474.01871859838735
493,0.4930000000000004,295.72807875703927,473.9984689104003
494,0.4940000000000004,295.72130013606187,473.9782204756799
495,0.4950000000000004,295.7145213815181,473.9579732939124
496,0.4960000000000004,295.7077424934872,473.9377273647764
497,0.4970000000000004,295.70096347204503,473.917482687955
498,0.4980000000000004,295.6941843172753,473.8972392631303
499,0.4990000000000004,295.6874050292512,473.8769970899848
500,0.5000000000000003,295.68062560805697,473.8567561682014
501,0.5010000000000003,295.6738460537676,473.8365164974597
502,0.5020000000000003,295.66706636646046,473.8162780774458
503,0.5030000000000003,295.6602865462104,473.7960409078408
504,0.5040000000000003,295.6535065931009,473.7758049883278
505,0.5050000000000003,295.64672650721275,473.755570318589
506,0.5060000000000003,295.6399462886191,473.7353368983086
507,0.5070000000000003,295.63316593739785,473.7151047271697
508,0.5080000000000003,295.6263854536321,473.6948738048545
509,0.5090000000000003,295.6196048373962,473.6746441310476
510,0.5100000000000003,295.61282408877,473.6544157054332
511,0.5110000000000003,295.6060432078269,473.63418852769365
512,0.5120000000000003,295.59926219465,473.6139625975138
513,0.5130000000000003,295.59248104931527,473.5937379145757
514,0.5140000000000003,295.5856997718993,473.5735144785664
515,0.5150000000000003,295.5789183624832,473.5532922891679
516,0.5160000000000003,295.5721368211414,473.5330713460663
517,0.5170000000000003,295.5653551479569,473.51285164894455
518,0.5180000000000003,295.5585733430007,473.49263319748695
519,0.5190000000000003,295.5517914063544,473.47241599138073
520,0.5200000000000004,295.5450093380952,473.4522000303086
521,0.5210000000000004,295.5382271382983,473.4319853139547
522,0.5220000000000004,295.5314448070436,473.4117718420074
523,0.5230000000000004,295.52466234440703,473.39155961414775
524,0.5240000000000004,295.51787975046915,473.3713486300663
525,0.5250000000000004,295.5110970253045,473.3511388894434
526,0.5260000000000004,295.504314168994,473.3309303919679
527,0.5270000000000004,295.49753118161146,473.3107231373239
528,0.5280000000000004,295.4907480632356,473.2905171251997
529,0.5290000000000004,295.48396481394326,473.2703123552773
530,0.5300000000000004,295.47718143381013,473.2501088272457
531,0.5310000000000004,295.47039792291883,473.2299065407906
532,0.5320000000000004,295.46361428134,473.2097054955971
533,0.5330000000000004,295.4568305091558,473.1895056913555
534,0.5340000000000004,295.4500466064384,473.1693071277468
535,0.5350000000000004,295.44326257326634,473.1491098044621
536,0.5360000000000004,295.43647840971903,473.1289137211865
537,0.5370000000000004,295.4296941158727,473.1087188776077
538,0.5380000000000004,295.4229096918025,473.0885252734112
539,0.5390000000000004,295.4161251375867,473.0683329082861
540,0.5400000000000004,295.4093404532999,473.0481417819185
