,"Time      (s) efficiency_9,600e-01","Thrust    (N) efficiency_9,600e-01"
0,0.0,3680.8535496044105
1,0.001,3680.76575815001
2,0.002,3680.691758273284
3,0.003,3680.609592453776
4,0.004,3680.526400883304
5,0.005,3680.441914447558
6,0.006,3680.356886621734
7,0.007,3680.2715301539497
8,0.008,3680.186002789624
9,0.009,3680.10038075464
10,0.01,3680.014707352392
11,0.011,3679.9290056063087
12,0.012,3679.8432880841824
13,0.013,3679.757561573991
14,0.014,3679.671829757589
15,0.015,3679.586094628712
16,0.016,3679.500357267716
17,0.017,3679.414618259931
18,0.018,3679.32887792259
19,0.019,3679.2431364276463
20,0.02,3679.157393868377
21,0.021,3679.0716502954456
22,0.022,3678.985905736416
23,0.023,3678.90016020636
24,0.024,3678.8144137135578
25,0.025,3678.728666262627
26,0.026,3678.6429178561966
27,0.027,3678.557168495827
28,0.028,3678.4714181824743
29,0.029,3678.3856669168113
30,0.03,3678.299914699304
31,0.031,3678.214161530342
32,0.032,3678.1284074102696
33,0.033,3678.042652339407
34,0.034,3677.956896318044
35,0.035,3677.8711393464528
36,0.036,3677.785381424947
37,0.037,3677.699622553801
38,0.038,3677.613862733281
39,0.039,3677.528101963683
40,0.04,3677.4423402452703
41,0.041,3677.356577578337
42,0.042,3677.2708139631495
43,0.043,3677.185049400005
44,0.044,3677.09928388916
45,0.045,3677.013517430905
46,0.046,3676.927750025515
47,0.047,3676.8419816732617
48,0.048,3676.756212374434
49,0.049,3676.6704421293057
50,0.05,3676.5846709381535
51,0.051,3676.498898801261
52,0.052,3676.413125718893
53,0.053,3676.327351691337
54,0.054,3676.241576718852
55,0.055,3676.155800801749
56,0.056,3676.0700239402686
57,0.057,3675.984246134712
58,0.058,3675.89846738534
59,0.059,3675.812687692437
60,0.06,3675.7269070562834
61,0.061,3675.6411254771424
62,0.062,3675.555342955297
63,0.063,3675.469559491023
64,0.064,3675.383775084588
65,0.065,3675.297989736284
66,0.066,3675.212203446381
67,0.067,3675.126416215144
68,0.068,3675.0406280428615
69,0.069,3674.9548389297815
70,0.07,3674.8690488762113
71,0.071,3674.7832578824105
72,0.072,3674.697465948658
73,0.073,3674.6116730752215
74,0.074,3674.5258792623817
75,0.075,3674.4400845104087
76,0.076,3674.3542888195775
77,0.077,3674.268492190164
78,0.078,3674.1826946224346
79,0.079,3674.096896116671
80,0.08,3674.0110966731454
81,0.081,3673.925296292132
82,0.082,3673.8394949738927
83,0.083,3673.7536927187193
84,0.084,3673.6678895268633
85,0.085,3673.582085398613
86,0.086,3673.4962803342287
87,0.087,3673.4104743339954
88,0.088,3673.3246673981807
89,0.089,3673.238859527056
90,0.09,3673.153050720897
91,0.091,3673.0672409799568
92,0.092,3672.981430304533
93,0.093,3672.895618694884
94,0.094,3672.809806151281
95,0.095,3672.723992673996
96,0.096,3672.6381782633057
97,0.097,3672.552362919475
98,0.098,3672.466546642777
99,0.099,3672.380729433481
100,0.1,3672.294911291855
101,0.101,3672.2090922181774
102,0.102,3672.123272212709
103,0.103,3672.037451275727
104,0.104,3671.951629407504
105,0.105,3671.8658066083
106,0.106,3671.779982878384
107,0.107,3671.694158218044
108,0.108,3671.608332627524
109,0.109,3671.522506107115
110,0.11,3671.43667865707
111,0.111,3671.3508502776713
112,0.112,3671.2650209691833
113,0.113,3671.179190731873
114,0.114,3671.093359566007
115,0.115,3671.007527471855
116,0.116,3670.921694449686
117,0.117,3670.835860499764
118,0.118,3670.750025622374
119,0.119,3670.664189817757
120,0.12,3670.578353086206
121,0.1210000000000001,3670.4925154279754
122,0.1220000000000001,3670.406676843338
123,0.1230000000000001,3670.320837332551
124,0.1240000000000001,3670.234996895897
125,0.125,3670.149155533634
126,0.126,3670.063313246035
127,0.127,3669.977470033352
128,0.128,3669.8916258958698
129,0.1290000000000001,3669.80578083384
130,0.1300000000000001,3669.719934847537
131,0.1310000000000001,3669.634087937232
132,0.1320000000000001,3669.548240103177
133,0.1330000000000001,3669.46239134566
134,0.1340000000000001,3669.376541664921
135,0.1350000000000001,3669.290691061251
136,0.1360000000000001,3669.204839534887
137,0.1370000000000001,3669.118987086114
138,0.1380000000000001,3669.033133715199
139,0.1390000000000001,3668.9472794223952
140,0.1400000000000001,3668.8614242079775
141,0.1410000000000001,3668.7755680722025
142,0.1420000000000001,3668.689711015347
143,0.1430000000000001,3668.603853037669
144,0.1440000000000001,3668.517994139424
145,0.1450000000000001,3668.432134320894
146,0.1460000000000001,3668.346273582328
147,0.1470000000000001,3668.260411924001
148,0.1480000000000001,3668.174549346172
149,0.1490000000000001,3668.088685849107
150,0.1500000000000001,3668.002821433068
151,0.1510000000000001,3667.9169560983128
152,0.1520000000000001,3667.831089845108
153,0.1530000000000001,3667.7452226737273
154,0.1540000000000001,3667.659354584426
155,0.1550000000000001,3667.573485577457
156,0.1560000000000001,3667.487615653104
157,0.1570000000000001,3667.4017448116174
158,0.1580000000000001,3667.3158730532577
159,0.1590000000000001,3667.230000378292
160,0.1600000000000001,3667.144126786986
161,0.1610000000000001,3667.05825227959
162,0.1620000000000001,3666.972376856373
163,0.1630000000000001,3666.886500517598
164,0.1640000000000001,3666.800623263536
165,0.1650000000000001,3666.714745094432
166,0.1660000000000001,3666.628866010552
167,0.1670000000000001,3666.542986012165
168,0.1680000000000001,3666.457105099524
169,0.1690000000000001,3666.371223272894
170,0.1700000000000001,3666.285340532545
171,0.1710000000000001,3666.1994568787136
172,0.1720000000000001,3666.113572311682
173,0.1730000000000001,3666.0276868317032
174,0.1740000000000001,3665.941800439037
175,0.1750000000000001,3665.855913133947
176,0.1760000000000001,3665.770024916691
177,0.1770000000000001,3665.6841357875264
178,0.1780000000000001,3665.5982457467194
179,0.1790000000000001,3665.512354794533
180,0.1800000000000001,3665.426462931205
181,0.1810000000000001,3665.340570157031
182,0.1820000000000001,3665.2546764722256
183,0.1830000000000001,3665.168781877072
184,0.1840000000000001,3665.08288637185
185,0.1850000000000001,3664.996989956788
186,0.1860000000000001,3664.911092632157
187,0.1870000000000001,3664.825194398199
188,0.1880000000000001,3664.7392952552095
189,0.1890000000000001,3664.653395203415
190,0.1900000000000001,3664.5674942430833
191,0.1910000000000001,3664.481592374472
192,0.1920000000000001,3664.3956895978367
193,0.1930000000000001,3664.3097859134423
194,0.1940000000000001,3664.22388132154
195,0.1950000000000001,3664.137975822389
196,0.1960000000000001,3664.052069416244
197,0.1970000000000001,3663.9661621033706
198,0.1980000000000001,3663.8802538840177
199,0.1990000000000001,3663.794344758453
200,0.2000000000000001,3663.708434726917
201,0.2010000000000001,3663.622523789685
202,0.2020000000000001,3663.536611947006
203,0.2030000000000001,3663.4506991991207
204,0.2040000000000001,3663.364785546308
205,0.2050000000000001,3663.27887098882
206,0.2060000000000001,3663.192955526898
207,0.2070000000000001,3663.107039160816
208,0.2080000000000001,3663.021121890829
209,0.2090000000000001,3662.935203717167
210,0.2100000000000001,3662.8492846401264
211,0.2110000000000001,3662.763364659931
212,0.2120000000000001,3662.677443776845
213,0.2130000000000001,3662.591521991128
214,0.2140000000000001,3662.50559930303
215,0.2150000000000001,3662.41967571282
216,0.2160000000000001,3662.3337512207167
217,0.2170000000000001,3662.24782582701
218,0.2180000000000001,3662.161899531943
219,0.2190000000000001,3662.075972335771
220,0.2200000000000001,3661.990044238753
221,0.2210000000000001,3661.9041152411305
222,0.2220000000000001,3661.81818534317
223,0.2230000000000001,3661.7322545451225
224,0.2240000000000001,3661.646322847226
225,0.2250000000000001,3661.560390249759
226,0.2260000000000001,3661.4744567529583
227,0.2270000000000001,3661.388522357081
228,0.2280000000000001,3661.302587062384
229,0.2290000000000001,3661.216650869121
230,0.2300000000000001,3661.1307137775298
231,0.2310000000000001,3661.0447757878833
232,0.2320000000000001,3660.95883690042
233,0.2330000000000001,3660.8728971154087
234,0.2340000000000001,3660.7869564330863
235,0.2350000000000001,3660.701014853705
236,0.2360000000000001,3660.615072377528
237,0.2370000000000001,3660.529129004799
238,0.2380000000000001,3660.4431847357664
239,0.2390000000000001,3660.357239570701
240,0.2400000000000001,3660.271293509833
241,0.2410000000000002,3660.185346553422
242,0.2420000000000002,3660.0993987017096
243,0.2430000000000002,3660.013449954976
244,0.2440000000000002,3659.927500313438
245,0.2450000000000002,3659.841549777368
246,0.2460000000000002,3659.755598347008
247,0.2470000000000002,3659.669646022609
248,0.2480000000000002,3659.583692804423
249,0.2490000000000002,3659.497738692703
250,0.2500000000000001,3659.4117836877
251,0.2510000000000001,3659.3258277896575
252,0.2520000000000001,3659.239870998832
253,0.2530000000000001,3659.153913315461
254,0.2540000000000001,3659.067954739812
255,0.2550000000000001,3658.981995272122
256,0.2560000000000001,3658.896034912644
