Time      (s),ISP     (m/s),C*      (m/s),Pe/Pb     (-),Thrust    (N),Impulse  (Ns),P tank (psia),P inj. (psia),P comb (psia),P crit (psia),O/F       (-),m. ox. (kg/s),Gox (kg/s-m2),r.     (mm/s),Ullage       
2.860999999999796,1930.1935704538234,1418.2053700279505,0.9467561763443794,3992.383269773787,11960.915559114233,661.2113267624756,528.1282082962956,250.27628208276948,395.3710427849651,4.236079976372059,1.673359454730847,293.65179459723174,3.4275301043358533,0.7806290385865822
2.861999999999796,1930.1816179761154,1418.201935192942,0.9467285973594594,3992.251916887241,11964.90781103112,661.1825100856043,528.1033214261147,250.26899154061974,395.35240456446087,4.236017433700742,1.6733100432002024,293.59587004784424,3.4272036621510895,0.7807026775231142
2.8629999999997957,1930.169664838779,1418.1985001888324,0.9467010182202579,3992.120563266183,11968.899931594386,661.1536940412584,528.0784352079781,250.26170095768498,395.33376689019167,4.235954889798291,1.673260631426458,293.5399641495055,3.426877297773372,0.78077631016878
2.8639999999997956,1930.15771104176,1418.1950650156105,0.9466734389267702,3991.9892089105288,11972.891920803297,661.1248786292572,528.0535496417041,250.25441033396498,395.3151297620155,4.2358923446646,1.6732112194095747,293.4840768928229,3.426551011170075,0.7808499365243904
2.8649999999997955,1930.1457565849955,1418.191629673264,0.9466458594789668,3991.8578538201828,11976.883778657117,661.0960638494146,528.0286647271153,250.24711966945088,395.2964931797941,4.23582979829957,1.6731618071495165,293.4282082684101,3.426224802308594,0.7809235565907574
2.8659999999997954,1930.1338014684247,1418.1881941617794,0.9466182798768329,3991.7264979950337,11980.875505155112,661.0672497015461,528.0037804640286,250.2398289641398,395.2778571433847,4.235767250703089,1.6731123946462378,293.372358266886,3.425898671156332,0.7809971703686919
2.8669999999997953,1930.1218456919835,1418.184758481145,0.9465907001203291,3991.5951414349697,11984.867100296548,661.0384361854686,527.978896852263,250.23253821802035,395.2592216526464,4.235704701875048,1.673062981899697,293.316526878876,3.4255726176807184,0.7810707778590044
2.867999999999795,1930.109889255615,1418.1813226313473,0.946563120209456,3991.4637841399076,11988.858564080687,661.0096233009984,527.9540138916391,250.2252474310937,395.24058670743915,4.235642151815346,1.6730135689098562,293.2607140950129,3.4252466418492014,0.7811443790625057
2.868999999999795,1930.0979321592577,1418.1778866123746,0.9465355401441841,3991.3324261097414,11992.849896506797,660.980811047951,527.9291315819756,250.21795660335093,395.2219523076215,4.235579600523876,1.6729641556766748,293.2049199059348,3.4249207436292504,0.7812179739800058
2.869999999999795,1930.0859744028503,1418.174450424215,0.9465079599244881,3991.2010673443606,11996.841097574143,660.9519994261427,527.9042499230916,250.2106657347865,395.20331845305253,4.235517048000527,1.6729147422001074,293.1491443022855,3.424594922988344,0.7812915626123149
