Time      (s),ISP     (m/s),C*      (m/s),Pe/Pb     (-),Thrust    (N),Impulse  (Ns),P tank (psia),P inj. (psia),P comb (psia),P crit (psia),O/F       (-),m. ox. (kg/s),Gox (kg/s-m2),r.     (mm/s),Ullage       
0.037000000000000026,1981.6020866196277,1420.6308754114805,1.1720681451303525,4171.571456415005,158.59555063790617,680.5843980551248,544.8801759068045,309.83780728373165,407.93012272710257,4.277521956283498,1.7062608848773648,558.647185975402,4.727860573565992,0.4832478954738096
0.03800000000000003,1981.5935256021926,1420.6281431860498,1.1720406051967456,4171.463437006,162.76701407491217,680.5602243103306,544.8592361197229,309.83052706484966,407.91440753782837,4.277470985302375,1.7062202214867022,558.4645270615174,4.727087358478942,0.48333323943521594
0.03900000000000003,1981.5849642444537,1420.625410864546,1.1720130652553726,4171.355417600932,166.9383694925131,680.5360511943367,544.8382969595878,309.8232468439141,407.8986928606076,4.277420013744965,1.7061795581208494,558.2819808854368,4.726314494391727,0.4834185768977853
0.04000000000000003,1981.5764025469098,1420.6226784469661,1.1719855253092333,4171.247398200937,171.10961689071402,680.511878707024,544.8173584262794,309.81596662171916,407.88297869534586,4.277369041611275,1.7061388947798262,558.0995473427431,4.725541981034101,0.4835039078624197
0.04100000000000003,1981.5678405099009,1420.6199459333077,1.1719579853603916,4171.139378806799,175.28075626952082,680.4877068482707,544.7964205196772,309.80868639880924,407.86726504194803,4.277318068901298,1.7060982314636444,557.9172263291445,4.724769818136096,0.4835892323300239
0.04200000000000003,1981.5592781336534,1420.617213323568,1.171930445410266,4171.031359419068,179.45178762893988,680.4635356179582,544.7754832396583,309.8014061755605,407.85155190031765,4.277267095615027,1.7060575681723165,557.7350177404786,4.723998005428039,0.48367455030149953
0.04300000000000003,1981.5507154183235,1420.614480617744,1.171902905459863,4170.9233400381545,183.62271096897803,680.4393650159641,544.7545465861033,309.79412595223783,407.83583927036057,4.277216121752466,1.70601690490586,557.5529214727135,4.723226542640553,0.48375986177775115
0.04400000000000003,1981.5421523640064,1420.611747815833,1.1718753655098322,4170.815320664318,187.79352628964236,680.4151950421709,544.7336105588881,309.7868457290142,407.8201271519791,4.277165147313604,1.7059762416642834,557.3709374219421,4.7224554295045404,0.48384516675967904
0.04500000000000003,1981.533588970767,1420.609014917832,1.1718478255606544,4170.7073012977835,191.96423359094015,680.3910256964563,544.7126751578949,309.77956550601544,407.8044155450803,4.277114172298445,1.7059355784476062,557.1890654843893,4.721684665751207,0.4839304652481875
0.046000000000000034,1981.5250252386459,1420.6062819237377,1.1718202856126698,4170.599281938699,196.13483287287886,680.3668569787025,544.6917403829995,309.77228528333274,407.7887044495669,4.27706319670698,1.7058949152558371,557.0073055564045,4.720914251112036,0.4840157572441763
0.047000000000000035,1981.5164611676626,1420.603548833548,1.1717927456660862,4170.491262587186,200.30532413546604,680.3426888887883,544.6708062340837,309.7650050610197,407.7729938653455,4.277012220539208,1.7058542520889937,556.8256575344673,4.720144185318808,0.48410104274854815
0.048000000000000036,1981.5078967578258,1420.6008156472594,1.171765205721062,4170.383243243333,204.47570737870936,680.3185214265934,544.6498727110248,309.75772483911953,407.75728379231947,4.276961243795126,1.7058135889470876,556.6441213151835,4.719374468103587,0.48418632176220494
0.04900000000000004,1981.499332009142,1420.5980823648692,1.1717376657777299,4170.275223907229,208.64598260261658,680.2943545919978,544.6289398137015,309.75044461766606,407.74157423039355,4.276910266474729,1.705772925830133,556.4626967952869,4.718605099198731,0.4842715942860474
0.05000000000000004,1981.4907669216027,1420.5953489863734,1.1717101258361544,4170.167204578922,212.8161498071955,680.2701883848824,544.6080075419927,309.74316439667757,407.72586517947207,4.276859288578011,1.7057322627381413,556.2813838716369,4.717836078336879,0.4843568603209759
0.05100000000000004,1981.4822014952038,1420.592615511771,1.1716825858963955,4170.059185258487,216.98620899245398,680.2460228051258,544.5870758957785,309.7358841761687,407.71015663946065,4.276808310104975,1.7056915996711302,556.1001824412226,4.717067405250965,0.4844421198678925
0.05200000000000004,1981.4736357299353,1420.5898819410581,1.17165504595851,4169.951165945963,221.15616015839996,680.2218578526091,544.5661448749358,309.72860395615567,407.69444861026284,4.276757331055611,1.705650936629108,555.9190924011567,4.716299079674202,0.48452737292769593
0.05300000000000004,1981.465069625782,1420.587148274231,1.171627506022513,4169.843146641401,225.32600330504135,680.1976935272128,544.5452144793454,309.72132373664124,407.6787410917844,4.276706351429916,1.705610273612091,555.7381136486811,4.715531101340096,0.4846126195012871
0.05400000000000004,1981.4565031827335,1420.5844145112883,1.1715999660884346,4169.735127344851,229.49573843238622,680.1735298288147,544.5242847088865,309.71404351763465,407.66303408393026,4.276655371227891,1.7055696106200942,555.5572460811628,4.71476346998244,0.4846978595895668
0.05500000000000004,1981.4479364007766,1420.5816806522255,1.1715724261563105,4169.627108056349,233.66536554044256,680.1493667572976,544.5033555634354,309.70676329914403,407.6473275866032,4.276604390449524,1.7055289476531257,555.3764895960942,4.713996185335304,0.4847830931934332
0.05600000000000004,1981.439369279893,1420.5789466970402,1.1715448862261362,4169.519088775938,237.8348846292185,680.1252043125403,544.4824270428743,309.69948308116943,407.6316215997103,4.276553409094817,1.705488284711203,555.1958440910954,4.713229247133058,0.48486832031378607
0.057000000000000044,1981.4308018200718,1420.57621264573,1.171517346297943,4169.411069503666,242.00429569872216,680.1010424944237,544.461499147081,309.69220286371797,407.6159161231554,4.276502427163765,1.7054476217943393,555.0153094639116,4.712462655110347,0.4849535409515246
0.058000000000000045,1981.4222340212948,1420.5734784982915,1.1714898063717352,4169.303050239564,246.17359874896172,680.0768813028263,544.4405718759348,309.68492264679196,407.6002111568435,4.276451444656363,1.7054069589025456,554.8348856124127,4.7116964090021,0.4850387551075482
0.059000000000000045,1981.4136658835453,1420.5707442547205,1.1714622664475214,4169.195030983665,250.3427937799454,680.0527207376298,544.4196452293138,309.6776424303925,407.58450670067873,4.276400461572604,1.705366296035834,554.6545724345945,4.710930508543533,0.4851239627827547
0.060000000000000046,1981.4050974068125,1420.5680099150156,1.1714347265253315,4169.08701173603,254.51188079168142,680.0285607987133,544.3987192070983,309.6703622145286,407.5688027545668,4.27634947791249,1.7053256331942224,554.4743698285793,4.710164953470153,0.48520916397804337
0.06100000000000005,1981.396528591077,1420.5652754791743,1.171407186605154,4168.978992496674,258.6808597841781,680.0044014859585,544.3777938091665,309.6630819991961,407.55309931841185,4.27629849367601,1.705284970377717,554.2942776926114,4.709399743517736,0.4852943586943111
0.06200000000000005,1981.3879594363243,1420.5625409471916,1.1713796466870188,4168.870973265656,262.84973075744375,679.980242799244,544.3568690353992,309.6558017844041,407.5373963921199,4.276247508863165,1.7052443075863382,554.1142959250643,4.708634878422357,0.4853795469324568
0.06300000000000004,1981.379389942539,1420.5598063190666,1.1713521067709254,4168.7629540430025,267.01849371148677,679.9560847384503,544.3359448856735,309.64852157015116,407.52169397559436,4.276196523473946,1.7052036448200925,553.9344244244312,4.707870357920361,0.4854647286933777
0.06400000000000004,1981.3708201097038,1420.557071594794,1.1713245668568906,4168.654934828748,271.1871486463155,679.9319273034589,544.3150213598692,309.6412413564431,407.50599206874045,4.2761455375083495,1.7051629820789944,553.7546630893324,4.7071061817483795,0.4855499039779707
0.06500000000000004,1981.362249937802,1420.5543367743728,1.171297026944907,4168.546915622941,275.35569556193843,679.9077704941491,544.2940984578671,309.6339611432767,407.49029067146466,4.276094550966376,1.7051223193630605,553.5750118185139,4.706342349643333,0.48563507278713336
0.06600000000000004,1981.3536794268189,1420.5516018577996,1.1712694870349942,4168.4388964256095,279.524134458364,679.8836143104004,544.2731761795446,309.62668093065827,407.4745897836701,4.276043563848014,1.7050816566722986,553.395470510842,4.705578861342413,0.4857202351217628
0.06700000000000005,1981.345108576739,1420.5488668450705,1.171241947127173,4168.330877236793,283.6924653356008,679.8594587520942,544.2522545247812,309.6194007185922,407.4588894052622,4.275992576153261,1.705040994006722,553.2160390653087,4.704815716583097,0.48580539098275505
0.06800000000000005,1981.3365373875465,1420.546131736183,1.1712144072214454,4168.222858056537,287.8606881936573,679.8353038191103,544.2313334934566,309.61212050708014,407.4431895361461,4.275941587882114,1.7050003313663467,553.0367173810315,4.704052915103147,0.4858905403710067
0.06900000000000005,1981.327965859225,1420.5433965311345,1.1711868673178234,4168.114838884872,292.0288030325422,679.8111495113296,544.2104130854501,309.6048402961241,407.42749017622674,4.275890599034565,1.7049596687511814,552.857505357248,4.703290456640598,0.4859756832874137
0.07000000000000005,1981.319393991759,1420.5406612299212,1.171159327416318,4168.006819721841,296.19680985226404,679.7869958286308,544.1894933006412,309.5975600857281,407.41179132540947,4.275839609610615,1.7049190061612425,552.6784028933217,4.7025283409337755,0.4860608197328724
0.07100000000000005,1981.310821785131,1420.5379258325406,1.1711317875169327,4167.898800567468,300.3647086528315,679.7628427708974,544.1685741389075,309.5902798758921,407.39609298359784,4.275788619610249,1.7048783435965371,552.4994098887372,4.701766567721266,0.4861459497082765
0.07200000000000005,1981.3022492393268,1420.53519033899,1.1711042476196785,4167.7907814218115,304.5324994342533,679.7386903380055,544.147655600132,309.58299966662,407.3803951506996,4.2757376290334745,1.704837681057086,552.320526243105,4.701005136741966,0.48623107321452436
0.07300000000000005,1981.293676354327,1420.5324547492648,1.1710767077245625,4167.682762284874,308.70018219653815,679.7145385298396,544.1267376841894,309.57571945791256,407.36469782661646,4.275686637880272,1.7047970185428891,552.1417518561525,4.700244047735009,0.48631619025250844
0.07400000000000005,1981.285103130117,1420.5297190633642,1.171049167831585,4167.574743156724,312.86775693969486,679.6903873462768,544.1058203909636,309.5684392497711,407.34900101125663,4.275635646150649,1.7047563560539716,551.9630866277379,4.699483300439853,0.4864013008231251
0.07500000000000005,1981.2765295666832,1420.5269832812837,1.1710216279407806,4167.466724037384,317.03522366373227,679.6662367872001,544.0849037203301,309.5611590422033,407.3333047045224,4.275584653844591,1.704715693590337,551.784530457834,4.6987228945962,0.48648640492726786
0.07600000000000005,1981.267955664007,1420.5242474030204,1.1709940880521423,4167.358704926899,321.2025823686592,679.6420868524895,544.0639876721716,309.5538788352088,407.3176089063213,4.275533660962103,1.7046750311520038,551.6060832465412,4.697962829944047,0.4865715025658308
0.07700000000000005,1981.2593814220738,1420.5215114285718,1.1709665481656846,4167.250685825299,325.3698330544845,679.6179375420228,544.0430722463667,309.54659862879026,407.30191361655784,4.275482667503174,1.7046343687389807,551.4277448940786,4.697203106223661,0.4866565937397098
