,time,Thrust,Pressure Tank,PX309_OMEGA_ain4,Combustion chamber pressure,thermocouple_AD8495_ain8,thermocouple_AD8495_ain9,Ox mass,thermocouple_AD8495_ain12,thermocouple_AD8495_ain13,Thrust avg,Thrust avg_integral,"Time      (s) efficiency_9,950e-01",Time      (s),ISP     (m/s),C*      (m/s),Pe/Pb     (-),Thrust (sim),Impulse (sim),Pressure Tank (sim),P inj. (psia),Pressure combustion chamber (sim),P crit (psia),m. ox. (kg/s),Gox (kg/s-m2),r.     (mm/s),Ullage       
7129,,,,,,,,,,,,,7.129000000000715,7.129000000000715,1912.7181514640288,1457.6850905134086,0.7412112983425739,3013.47817384898,23732.180822021204,548.1970882270767,449.89748081478217,195.9402141987654,338.4748085031084,1.2359957873089331,139.08569599813367,2.358796590205935,0.9578337270315476
7130,,,,,,,,,,,,,7.130000000000716,7.130000000000716,1912.7050692770013,1457.681547727206,0.7411922402306889,3013.3874027635607,23735.194209423968,548.1763817798313,449.87933982716737,195.93517616098435,338.46131662703186,1.2359635356144203,139.06973155899897,2.35866120279021,0.9578803386492152
7131,,,,,,,,,,,,,7.131000000000716,7.131000000000716,1912.69198633768,1457.6780047720408,0.741173181807251,3013.296630193996,23738.20750605416,548.1556753040181,449.8611988530564,195.93013804084345,338.4478247905712,1.235931283392108,139.05377005292485,2.358525832481388,0.957926947384248
7132,,,,,,,,,,,,,7.132000000000716,7.132000000000716,1912.6789026459364,1457.674461647886,0.7411541230721573,3013.205856139856,23741.2207119103,548.134968799543,449.8430578923616,195.92509983831627,338.4343329936609,1.2358990306418465,139.03781147906358,2.3583904792752195,0.9579735532367636
7133,,,,,,,,,,,,,7.133000000000717,7.133000000000717,1912.665818201652,1457.670918354716,0.7411350640253236,3013.1150806007413,23744.2338269909,548.1142622663056,449.8249169450009,195.9200615533798,338.42084123623994,1.235866777363493,139.02185583656842,2.3582551431674688,0.9580201562068792
7134,,,,,,,,,,,,,7.134000000000717,7.134000000000717,1912.652733004713,1457.667374892504,0.7411160046666788,3013.024303576243,23747.24685129448,548.0935557042097,449.806776010885,195.91502318601607,338.40734951824163,1.2358345235568964,139.0059031245921,2.3581198241538903,0.9580667562947124
7135,,,,,,,,,,,,,7.135000000000717,7.135000000000717,1912.6396470549923,1457.663831261224,0.7410969449961223,3012.933525065937,23750.259784819544,548.0728491131581,449.7886350899301,195.90998473619763,338.3938578396037,1.2358022692219082,138.98995334228798,2.357984522230243,0.958113353500381
7136,,,,,,,,,,,,,7.136000000000718,7.136000000000718,1912.626560352368,1457.6602874608495,0.7410778850135629,3012.8427450694207,23753.272627564613,548.0521424930531,449.7704941820505,195.9049462039012,338.38036620026264,1.235770014358386,138.97400648881032,2.3578492373922937,0.9581599478240024
7137,,,,,,,,,,,,,7.137000000000718,7.137000000000718,1912.6134728967256,1457.656743491355,0.7410588247189286,3012.7519635862795,23756.2853795282,548.0314358437969,449.7523532871599,195.89990758910696,338.36687460015355,1.2357377589661769,138.9580625633126,2.3577139696357987,0.9582065392656935
7138,,,,,,,,,,,,,7.138000000000718,7.138000000000718,1912.600384687941,1457.653199352714,0.7410397641121216,3012.6611806161,23759.29804070881,548.0107291652926,449.7342124051728,195.89486889178988,338.3533830392132,1.2357055030451354,138.94212156494942,2.357578718956525,0.9582531278255724
